,ISIN,Identifier,Issuer,Maturity,Seniority,Currency,Coupon,Frequency
11160,DE000BLB03H7,de000blb03h7-bayerische-landesbank-1-13-22,Bayerische Landesbank,2022-04-14,,EUR,1.0,yearly
11161,DE000BLB28Y9,de000blb28y9-bayerische-landesbank-1-2-15-31,Bayerische Landesbank,2031-03-04,,EUR,1.2,yearly
11162,DE000BLB28Z6,de000blb28z6-bayerische-landesbank-0-35-15-23,Bayerische Landesbank,2023-06-19,,EUR,0.35,quarterly
11163,DE000BLB29P5,de000blb29p5-bayerische-landesbank-0-55-15-24,Bayerische Landesbank,2024-11-04,,EUR,0.55,yearly
11164,DE000BLB29U5,de000blb29u5-bayerische-landesbank-1-15-31,Bayerische Landesbank,2031-04-09,,EUR,1.0,yearly
11165,DE000BLB72M2,de000blb72m2-bayerische-landesbank-0-5-19-29,Bayerische Landesbank,2029-09-19,False,EUR,0.5,yearly
11166,DE000BLB72N0,de000blb72n0-bayerische-landesbank-0-01-19-25,Bayerische Landesbank,2025-03-03,False,EUR,0.01,yearly
11167,DE000BLB72P5,de000blb72p5-bayerische-landesbank-0-21-19-29,Bayerische Landesbank,2029-08-30,False,EUR,0.21,yearly
11168,DE000BLB8VG7,de000blb8vg7-bayerische-landesbank-0-85-20-35,Bayerische Landesbank,2035-02-06,False,EUR,0.85,yearly
11169,DE000BLB8W03,de000blb8w03-bayerische-landesbank-0-7-20-35,Bayerische Landesbank,2035-02-27,False,EUR,0.7,yearly
11170,DE000BLB8W11,de000blb8w11-bayerische-landesbank-0-65-20-34,Bayerische Landesbank,2034-02-27,False,EUR,0.65,yearly
11171,DE000BLB8W29,de000blb8w29-bayerische-landesbank-0-7-20-33,Bayerische Landesbank,2033-02-28,False,EUR,0.7,yearly
11172,DE000BLB8WM3,de000blb8wm3-bayerische-landesbank-1-74-14-21,Bayerische Landesbank,2021-04-23,,EUR,1.74,yearly
11173,DE000BLB8WZ5,de000blb8wz5-bayerische-landesbank-1-1-20-31,Bayerische Landesbank,2031-02-27,False,EUR,1.1,yearly
11174,DE000BLB8X36,de000blb8x36-bayerische-landesbank-0-15-20-26,Bayerische Landesbank,2026-12-01,False,EUR,0.15,yearly
11175,DE000BRL9618,de000brl9618-norddeutsche-landesbank-girozentrale-1-5-15-24,Norddeutsche Landesbank -Girozentrale-,2024-06-12,,EUR,1.5,yearly
11176,DE000BRL9691,de000brl9691-norddeutsche-landesbank-girozentrale-1-725-15-27,Norddeutsche Landesbank -Girozentrale-,2027-11-09,,EUR,1.725,yearly
11177,DE000DB7XNF2,de000db7xnf2-deutsche-bank-ag-1-014-11-21,Deutsche Bank AG,2021-10-14,,EUR,1.014,semiannual
11178,DE000DD5AJ07,de000dd5aj07-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-2-15-19-24,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2024-12-30,,EUR,2.15,yearly
11179,DE000DD5AJ15,de000dd5aj15-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-2-1-19-24,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2024-12-30,,EUR,2.1,yearly
11180,DE000DD5AJ23,de000dd5aj23-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-1-48-19-28,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2028-12-27,,EUR,1.48,yearly
11181,DE000DD5AJ31,de000dd5aj31-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-1-39-19-28,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2028-12-27,,EUR,1.39,yearly
11182,DE000DD5AJ49,de000dd5aj49-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-1-5-19-27,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2027-12-23,,EUR,1.5,yearly
11183,DE000DD5AJ56,de000dd5aj56-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-68-19-25,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2025-06-25,,EUR,0.68,semiannual
11184,DE000DD5AJ64,de000dd5aj64-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-48-19-26,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2026-06-24,,EUR,0.48,semiannual
11185,DE000DD5AJ72,de000dd5aj72-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-82-19-27,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2027-06-23,,EUR,0.82,yearly
11186,DE000DD5AJ80,de000dd5aj80-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-85-19-29,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2029-06-25,,EUR,0.85,semiannual
11187,DE000DD5AJ98,de000dd5aj98-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-971-19-29,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2029-06-25,,EUR,0.971,quarterly
11188,DE000DD5AJA1,de000dd5aja1-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-1-04-19-26,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2026-06-24,,EUR,1.04,semiannual
11189,DE000DD5AJB9,de000dd5ajb9-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-6-19-26,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2026-06-24,,EUR,0.6,semiannual
11190,DE000DD5AJC7,de000dd5ajc7-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-1-19-26,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2026-06-24,,EUR,1.0,semiannual
11191,DE000DD5AJD5,de000dd5ajd5-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-64-19-26,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2026-06-24,,EUR,0.64,semiannual
11192,DE000DD5AJE3,de000dd5aje3-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-58-19-26,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2026-06-24,,EUR,0.58,semiannual
11193,DE000DD5AJF0,de000dd5ajf0-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-53-19-26,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2026-06-24,,EUR,0.53,semiannual
11194,DE000DD5AJG8,de000dd5ajg8-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-48-19-26,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2026-06-24,,EUR,0.48,semiannual
11195,DE000DD5AJH6,de000dd5ajh6-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-46-19-26,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2026-06-24,,EUR,0.46,semiannual
11196,DE000DD5AJJ2,de000dd5ajj2-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-2-19-26,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2026-06-24,,EUR,2.0,yearly
11197,DE000DD5AJK0,de000dd5ajk0-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-1-2-19-29,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2029-06-25,,EUR,1.2,semiannual
11198,DE000DD5AJL8,de000dd5ajl8-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-461-19-29,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2029-06-25,,EUR,0.461,quarterly
11199,DE000DD5AJM6,de000dd5ajm6-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-84-19-26,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2026-12-23,,EUR,0.84,yearly
11200,DE000DD5AJN4,de000dd5ajn4-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-63-19-26,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2026-06-24,,EUR,0.63,semiannual
11201,DE000DD5AK04,de000dd5ak04-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-1-8-19-25,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2025-06-25,,EUR,1.8,yearly
11202,DE000DD5AKA9,de000dd5aka9-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-1-35-19-29,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2029-06-25,,EUR,1.35,semiannual
11203,DE000DD5AKB7,de000dd5akb7-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-1-433-19-26,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2026-12-23,,EUR,1.433,quarterly
11204,DE000DD5AKC5,de000dd5akc5-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-6-19-24,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2024-06-25,,EUR,0.6,yearly
11205,DE000DD5AKD3,de000dd5akd3-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-1-19-23,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2023-12-27,,EUR,1.0,yearly
11206,DE000DD5AKE1,de000dd5ake1-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-2-19-25,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2025-06-25,,EUR,2.0,yearly
11207,DE000DD5AKF8,de000dd5akf8-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-2-19-25,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2025-06-25,,EUR,2.0,yearly
11208,DE000DD5AKG6,de000dd5akg6-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-68-19-26,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2026-06-24,,EUR,0.68,yearly
11209,DE000DD5AKH4,de000dd5akh4-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-2-19-29,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2029-06-25,,EUR,2.0,yearly
11210,DE000DD5AKJ0,de000dd5akj0-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-1-8-19-24,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2024-06-25,,EUR,1.8,semiannual
11211,DE000DD5AKK8,de000dd5akk8-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-091-19-29,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2029-06-25,,EUR,0.091,quarterly
11212,DE000DD5AKL6,de000dd5akl6-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-1-13-19-27,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2027-06-23,,EUR,1.13,yearly
11213,DE000DD5AKM4,de000dd5akm4-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-79-19-24,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2024-12-30,,EUR,0.79,yearly
11214,DE000DD5AKN2,de000dd5akn2-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-1-09-19-26,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2026-12-23,,EUR,1.09,yearly
11215,DE000DD5AKP7,de000dd5akp7-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-1-56-19-25,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2025-06-25,,EUR,1.56,yearly
11216,DE000DD5AKQ5,de000dd5akq5-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-778-19-28,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2028-12-27,,EUR,0.778,quarterly
11217,DE000DD5AL03,de000dd5al03-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-1-25-19-26,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2026-12-23,,EUR,1.25,yearly
11218,DE000DD5AL11,de000dd5al11-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-1-25-19-27,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2027-12-23,,EUR,1.25,yearly
11219,DE000DD5AL29,de000dd5al29-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-1-25-19-27,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2027-12-23,,EUR,1.25,yearly
11220,DE000DD5ALV3,de000dd5alv3-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-1-45-19-27,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2027-12-23,,EUR,1.45,yearly
11221,DE000DD5ALW1,de000dd5alw1-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-91-19-29,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2029-06-25,,EUR,0.91,yearly
11222,DE000DD5ALX9,de000dd5alx9-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-1-25-19-25,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2025-12-29,,EUR,1.25,yearly
11223,DE000DD5ALY7,de000dd5aly7-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-1-25-19-25,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2025-12-29,,EUR,1.25,yearly
11224,DE000DD5ALZ4,de000dd5alz4-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-1-25-19-26,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2026-12-23,,EUR,1.25,yearly
11225,DE000DD5AM51,de000dd5am51-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-598-19-28,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2028-12-27,,EUR,0.598,quarterly
11226,DE000DD5AM69,de000dd5am69-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-87-19-27,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2027-12-23,,EUR,0.87,yearly
11227,DE000DD5AM77,de000dd5am77-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-803-19-26,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2026-12-23,,EUR,0.8029999999999999,quarterly
11228,DE000DD5AM85,de000dd5am85-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-1-27-19-29,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2029-12-28,,EUR,1.27,yearly
11229,DE000DD5AM93,de000dd5am93-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-1-05-19-29,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2029-12-28,,EUR,1.05,yearly
11230,DE000DD5AMA5,de000dd5ama5-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-39-19-27,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2027-06-23,,EUR,0.39,yearly
11231,DE000DD5AMP3,de000dd5amp3-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-1-36-19-29,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2029-12-28,,EUR,1.36,yearly
11232,DE000DD5AMQ1,de000dd5amq1-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-1-22-19-29,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2029-12-28,,EUR,1.22,yearly
11233,DE000DD5AMR9,de000dd5amr9-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-1-25-19-29,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2029-06-25,,EUR,1.25,yearly
11234,DE000DD5AMS7,de000dd5ams7-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-83-19-29,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2029-06-25,,EUR,0.83,yearly
11235,DE000DD5AMT5,de000dd5amt5-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-75-19-29,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2029-12-28,,EUR,0.75,yearly
11236,DE000DD5AMU3,de000dd5amu3-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-72-19-28,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2028-12-27,,EUR,0.72,yearly
11237,DE000DD5AN19,de000dd5an19-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-2-19-27,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2027-06-23,,EUR,2.0,yearly
11238,DE000DD5AN27,de000dd5an27-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-89-19-28,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2028-12-27,,EUR,0.89,yearly
11239,DE000DD5AN35,de000dd5an35-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-96-19-28,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2028-12-27,,EUR,0.96,yearly
11240,DE000DD5AN43,de000dd5an43-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-818-19-29,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2029-12-28,,EUR,0.818,quarterly
11241,DE000DD5AN50,de000dd5an50-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-578-19-29,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2029-12-28,,EUR,0.578,quarterly
11242,DE000DD5AN68,de000dd5an68-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-2-2-19-29,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2029-12-28,,EUR,2.2,yearly
11243,DE000DK0BL10,de000dk0bl10-dekabank-deutsche-girozentrale-0-047-13-23,DekaBank Deutsche Girozentrale,2023-10-31,,EUR,0.0468,yearly
11244,DE000DK0BUM3,de000dk0bum3-dekabank-deutsche-girozentrale-4-01-14-24,DekaBank Deutsche Girozentrale,2024-01-22,True,EUR,4.01,yearly
11245,DE000DK0BUV4,de000dk0buv4-dekabank-deutsche-girozentrale-4-14-24,DekaBank Deutsche Girozentrale,2024-01-29,True,EUR,4.0,yearly
11246,DE000DK0BUX0,de000dk0bux0-dekabank-deutsche-girozentrale-3-99-14-24,DekaBank Deutsche Girozentrale,2024-01-24,True,EUR,3.99,yearly
11247,DE000DK0BUZ5,de000dk0buz5-dekabank-deutsche-girozentrale-3-98-14-24,DekaBank Deutsche Girozentrale,2024-01-29,True,EUR,3.98,yearly
11248,DE000DK0C6V8,de000dk0c6v8-dekabank-deutsche-girozentrale-0-6-14-22,DekaBank Deutsche Girozentrale,2022-12-19,,EUR,0.6,quarterly
11249,DE000DK0E3E9,de000dk0e3e9-dekabank-deutsche-girozentrale-0-2-15-23,DekaBank Deutsche Girozentrale,2023-03-10,,EUR,0.2,quarterly
11250,DE000DK0E3K6,de000dk0e3k6-dekabank-deutsche-girozentrale-0-4-15-22,DekaBank Deutsche Girozentrale,2022-04-14,,EUR,0.4,quarterly
11251,DE000DK0G9L9,de000dk0g9l9-dekabank-deutsche-girozentrale-2-14-16-46,DekaBank Deutsche Girozentrale,2046-05-18,,EUR,2.14,yearly
11252,DE000DK0G9Q8,de000dk0g9q8-dekabank-deutsche-girozentrale-9-9-16-21,DekaBank Deutsche Girozentrale,2021-05-19,,ZAR,9.9,yearly
11253,DE000DK0G9V8,de000dk0g9v8-dekabank-deutsche-girozentrale-1-5-16-31,DekaBank Deutsche Girozentrale,2031-06-06,,EUR,1.5,yearly
11254,DE000DK0KEB1,de000dk0keb1-dekabank-deutsche-girozentrale-0-25-17-25,DekaBank Deutsche Girozentrale,2025-03-06,,EUR,0.25,yearly
11255,DE000DK0P3W8,de000dk0p3w8-dekabank-deutsche-girozentrale-0-65-18-27,DekaBank Deutsche Girozentrale,2027-04-30,,EUR,0.65,quarterly
11256,DE000DK0P408,de000dk0p408-dekabank-deutsche-girozentrale-1-8-18-35,DekaBank Deutsche Girozentrale,2035-05-02,,EUR,1.8,yearly
11257,DE000DK0R9F8,de000dk0r9f8-dekabank-deutsche-girozentrale-2-65-18-20,DekaBank Deutsche Girozentrale,2020-12-11,,USD,2.65,yearly
11258,DE000DK0R9G6,de000dk0r9g6-dekabank-deutsche-girozentrale-2-1-18-21,DekaBank Deutsche Girozentrale,2021-12-10,,AUD,2.1,yearly
11259,DE000DK0VPC2,de000dk0vpc2-dekabank-deutsche-girozentrale-0-53-19-30,DekaBank Deutsche Girozentrale,2030-11-19,,EUR,0.53,yearly
11260,DE000DK97VR4,de000dk97vr4-dekabank-deutsche-girozentrale-1-7-13-23,DekaBank Deutsche Girozentrale,2023-08-16,,EUR,1.7,semiannual
11261,DE000DL19UE6,de000dl19ue6-deutsche-bank-ag-0-65-18-26,Deutsche Bank AG,2026-04-10,,EUR,0.65,yearly
11262,DE000DL19UH9,de000dl19uh9-deutsche-bank-ag-0-915-18-24,Deutsche Bank AG,2024-11-13,,EUR,0.915,yearly
11263,DE000DL19UJ5,de000dl19uj5-deutsche-bank-ag-0-395-18-20,Deutsche Bank AG,2020-12-18,,EUR,0.395,yearly
11264,DE000DL19UK3,de000dl19uk3-deutsche-bank-ag-1-2-18-21,Deutsche Bank AG,2021-12-20,False,EUR,1.2,yearly
11265,DE000DL19UL1,de000dl19ul1-deutsche-bank-ag-1-1-19-21,Deutsche Bank AG,2021-01-18,False,EUR,1.1,yearly
11266,DE000DL19UM9,de000dl19um9-deutsche-bank-ag-0-5-19-26,Deutsche Bank AG,2026-01-22,,EUR,0.5,yearly
11267,DE000DL19UN7,de000dl19un7-deutsche-bank-ag-0-000-19-21,Deutsche Bank AG,2021-03-19,,EUR,,yearly
11268,DE000DL19UQ0,de000dl19uq0-deutsche-bank-ag-1-625-19-21,Deutsche Bank AG,2021-02-12,False,EUR,1.625,yearly
11269,DE000DL19UR8,de000dl19ur8-deutsche-bank-ag-1-875-19-22,Deutsche Bank AG,2022-02-14,False,EUR,1.875,yearly
11270,DE000DL19US6,de000dl19us6-deutsche-bank-ag-2-625-19-26,Deutsche Bank AG,2026-02-12,False,EUR,2.625,yearly
11271,DE000DL19UT4,de000dl19ut4-deutsche-bank-ag-0-205-19-26,Deutsche Bank AG,2026-04-10,,EUR,0.205,yearly
11272,DE000DL19VH7,de000dl19vh7-deutsche-bank-ag-0-328-20-24,Deutsche Bank AG,2024-09-18,,EUR,0.32799999999999996,quarterly
11273,DE000DL19VJ3,de000dl19vj3-deutsche-bank-ag-0-328-20-26,Deutsche Bank AG,2026-12-18,,EUR,0.32799999999999996,quarterly
11274,DE000DL19VK1,de000dl19vk1-deutsche-bank-ag-0-565-20-23,Deutsche Bank AG,2023-06-30,,EUR,0.565,yearly
11275,DE000DL40SR8,de000dl40sr8-deutsche-bank-ag-4-5-16-26,Deutsche Bank AG,2026-05-19,True,EUR,4.5,yearly
11276,DE000DR6D0M8,de000dr6d0m8-commerzbank-ag-2-95-04-34,Commerzbank AG,2034-01-20,,EUR,2.95,yearly
11277,DE000DZ1J8W2,de000dz1j8w2-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-85-15-24,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2024-01-26,,EUR,0.85,yearly
11278,DE000DZ1J8Z5,de000dz1j8z5-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-835-15-24,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2024-02-02,,EUR,0.835,yearly
11279,DE000DZ1J964,de000dz1j964-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-1-1-14-21,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2021-12-23,,EUR,1.1,quarterly
11280,DE000DZ1J972,de000dz1j972-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-1-52-14-22,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2022-12-23,,EUR,1.52,yearly
11281,DE000DZ1J980,de000dz1j980-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-487-14-24,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2024-12-30,,EUR,0.48700000000000004,quarterly
11282,DE000DZ1J998,de000dz1j998-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-367-14-24,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2024-12-30,,EUR,0.36700000000000005,quarterly
11283,DE000DZ1J9A6,de000dz1j9a6-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-1-55-14-24,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2024-09-25,,EUR,1.55,quarterly
11284,DE000DZ1J9B4,de000dz1j9b4-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-1-5-14-24,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2024-09-25,,EUR,1.5,quarterly
11285,DE000DZ1J9E8,de000dz1j9e8-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-1-43-14-20,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2020-09-23,,EUR,1.43,yearly
11286,DE000DZ1J9X8,de000dz1j9x8-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-2-14-24,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2024-09-25,,EUR,2.0,yearly
11287,DE000DZ1J9Y6,de000dz1j9y6-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-1-35-14-20,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2020-12-23,,EUR,1.35,yearly
