ISIN,NAME
US20030NBS99,COMCAST 16/26
US20030NBL47,COMCAST 14/25
US20030NBY67,COMCAST 2027
US20030NCR08,COMCAST 18/24
US20030NDA63,COMCAST CORP 19/30
US20030NDK46,COMCAST CORP 20/27
US20030NBX84,COMCAST 2024
US200303AA32,INTERTR.-COMCEL 2024 144A
USG2300TAA00,INTERTR.-COMCEL 14/24REGS
US200340AS60,COMERICA 18/23
US200340AQ05,COMERICA 14/26
US200340AT44,COMERICA 19/29
USP29595AB42,COMISION FED.EL.16/27REGS
USP30179AM09,COMISION FED. EL. 13/24
US20259BAA98,COBA 13/23 144A
US20259DAA54,COBA 13/23 REGS
US2027A1KC09,COM.BK AUST. 19/24 FLRMTN
US20271BAG05,COMMONW.BK AUST.18/23REGS
US2027A1JT52,COMMONW.BK AUSTR.17/27MTN
US2027A1KB26,COM.BK AUST.19/24MTN REGS
US2027A0JZ30,COMMONW.BK AUSTR. 2028MTN
US2027A1JZ13,COMMONW.BK AUSTR.18/28MTN
US2027A1HT70,COMMONW.BK AUSTR.16/26MTN
XS1506401568,COMMONW.BK AUSTR.16/26FLR
US202795JE14,COMMONW. EDISON 14/24
US202795JN13,COMMONW. EDISON 18/28
US202795JH45,COMMONW. EDISON 16/26
US202795JK73,COMMONW. EDISON 17/27
FR0013309184,MICHELIN 18/23 CV
US20442DAA37,COM.BRAS.D.ALUMINIO 2024
USP3059UAA80,COM.BRAS.D.ALUMINIO 14/24
USU2037WAB55,COMPASS GRP 20/26
USU2037WAA72,COMPASS GR.DIV.HDGS 18/26
USU2034PAA58,COMSTOCK RES. 18/26REGS
US205887CC49,CONAGRA BRANDS 18/28
US205887CB65,CONAGRA BRANDS 18/25
US205887AR36,CONAGRA BRANDS 2028
US205887AQ52,CONAGRA BRANDS 97/27
US205887AF97,CONAGRA BRANDS 2026
US205887CA82,CONAGRA BRANDS 18/24
US20605PAH47,CONCHO RESOURCES 17/27
US20605PAK75,CONCHO RESOURCES 18/28
US208251AE82,CONOCOPHILLIPS CO. 2029
US718507BK18,CONOCOPHILLIPS 2029
US20826FAG19,CONOCOPHILLIPS 15/25
US20826FAQ90,CONOCOPHILLIPS 16/26
US20826FAD87,CONOCOPHILLIPS 14/24
US209111FE85,CONS. EDISON NY 2024 B
US209111FP33,CONS. EDISON NY 2028
US209111FS71,CONS. EDISON NY 18/28
USL1957QAE00,CONSOL.EN.FIN. 18/26 REGS
US21036PAP36,CONST.BRANDS 2025
US21036PAN87,CONST.BRANDS 2024
US21036PAY43,CONST.BRANDS 18/28
US21036PBC14,CONST.BRANDS 18/28
US21036PBB31,CONST.BRANDS 18/25
US21036PAQ19,CONST.BRANDS 2026
US21036PBE79,CONST.BRANDS 19/29
US210518CV68,CONSUMERS EN. 2023
US210518CW42,CONSUMERS EN. 2024
US212015AN15,CONTI. RES.(OKLA.) 2024
US212015AS02,CONTI. RES.(OKLA.) 2028
USU21180AF87,CONTI. RES.(OKLA.) 17/28
US21240BAD38,CONTROLADORA MABE 2028
USP3100SAC81,CONTROLADORA MABE 18/28
US216762AF11,COOPER STAND.AUTOM.2026
US216831AB38,COOPER TIRE RUBBER 2027
US219350AT25,CORNING 2024
US219350AH86,CORNING 2029
USP3R94GAK53,COFIDE 15/25 REGS
USP3R94GAA71,COFIDE 14/29 FLR REGS
US219868CA29,CORP. ANDINA FOM. 18/23
US21987BAW81,CO.NAC.COB.CHILE 2027
US21987BAZ13,CORP.NAC.CH. 19/29 144A
USP3143NAR54,CO.NAC.COB.CHILE 13/23
USP3143NBE33,CORP.NAC.CH. 19/29 REGS
USP3143NAW40,CO.NAC.COB.CHILE 15/25
USP3143NAY06,CO.NAC.COB.CHILE 17/27
US22003BAH96,CORPORATE OFF.PROP. 2024
US22003BAK26,CORPORATE OFF.PROP. 15/25
US22113AAA34,COSAN 2024 144A
USG25343AA52,COSAN 17/24 REGS
US22112EAC21,COSAN LUX 2027 144A
USL20041AD89,COSAN LUX 16/27 REGS
USP3699PGE18,COSTA RICA 13/25 REGS
US222213AS92,CEB 19/24
US222213AU49,CEB 20/25
XS1485578535,COUNTRY GARDEN HLDGS16/23
XS1750118462,COUNTRY GARDEN HLDGS18/25
XS1974522853,COUNTRY GARD 19/24
XS2051371222,COUNTRY GARD 19/25
XS1974522937,COUNTRY GARD 19/26
US22282EAF97,COVANTA HLDG 2024
USU22018AT95,COX COMMUNIC. 17/24 REGS
USU22018AQ56,COX COMMUNIC. 14/25 REGS
USU22018AS13,COX COMMUNIC. 16/26 REGS
USU22018AN26,COX COMMUNIC. 13/23 REGS
USU22018AU68,COX COMMUNIC. 17/27 REGS
US21684AAA43,RABOBK NEDERLD 13/23
US74977SDD18,RABOBK NEDERLD 18/23 FLR
US74977SDF65,CO. RABOBANK 19/24 REGS
US74977RDE18,RABOBK NEDERLD 2023 144A
US74977SDE90,RABOBK NEDERLD 18/23 REGS
US74977SDH22,RABOBK NEDERLD 20/26 FLR
US74977RDD35,RABOBK NEDERLD 2023 FLR
XS1592433038,RABOBK NEDERLD 17/29 FLR
US21688AAE29,RABOBK NED.NY 2025
US21684AAC09,RABOBK NED.(UTR.) 15/25
US21684AAF30,RABOBK NED.(UTR.) 16/26
XS1225490207,CR.AGR.CIB FIN.SOL. 15/25
XS1091623709,CA CIB 14/24 MTN
XS1279271891,CA CIB 15/25 MTN
XS1279269481,CA CIB 15/25 MTN
XS1292959886,CA CIB 15/25 MTN
XS1279277153,CA CIB 16/26 FLR MTN
XS1784704428,CA CIB 18/23 FLR MTN
XS1885964012,CA CIB 19/29 MTN
XS1885950904,CA CIB 19/29 FLR MTN
XS1996638448,CA CIB 20/30 ZO MTN
XS1996634298,CA CIB 20/30 MTN
XS1996634025,CA CIB 20/30 MTN
XS1996634538,CA CIB 20/30 MTN
XS1996634371,CA CIB 20/30 MTN
US22535WAB37,CREDIT AGR.LDN 2027 MTN
US22536PAB76,CREDIT AGR.LDN 17/27 MTN
US22535EAA55,CR.AGR.(LDN) 19/25 MTN
US22536PAG63,CREDIT AGR.LDN 20/26 FLR
US22536PAD33,CREDIT AGR.LDN 17/24 MTN
XS0957135212,CREDIT SUISSE 13/23 REGS
US225401AF50,CRED.SUISSE GRP 2029 FLR
US225401AE85,CRED.SUISSE GRP 2023 FLR
US225401AH17,CRED.SUISSE GRP 2024 FLR
US225401AM02,CR.SUISSE GR 19/25 FLR
US225401AG34,CRED.SUISSE GRP 2024 FLR
USH3698DBT03,CRED.SUISSE GRP 18/24 FLR
USH3698DCR38,CR.SUISSE GR 19/25 FLR
USH3698DCY88,CR.SUISSE GR 20/26 FLR
USH3698DAR55,CRED.SUISSE GRP 17/28REGS
USH3698DBM59,CRED.SUISSE GRP 18/29 FLR
USG253HFAN60,CRED.SUISSE GRP 17/23 FLR
USG253HFAP19,CRED.SUISSE GRP 17/23 FLR
USH3698DBS20,CRED.SUISSE GRP 18/24 FLR
US225433AQ42,CS GRP FDG (GG) 2026 144A
US225433AC55,CS GRP FIN.(GG) 16/25
USG25417AR05,CS GRP FDG (GG)16/26 REGS
US22550L2C42,CS N.Y.BR. 20/25
US22546QAP28,CS N.Y.BR. 2024 MTN
US22822VAC54,CROWN CAST.I.NEW 16/26
US22822VAS07,CROWN CASTL 20/25
US22822VAG68,CROWN CAST.I.NEW 17/24
US22822VAJ08,CROWN CAST.I.NEW 18/23
US22822VAH42,CROWN CAST.I.NEW 17/27
US22822VAK70,CROWN CAST.I.NEW 18/28
US22822VAL53,CROWN CASTL 19/29
US22822VAE11,CROWN CAST.I.NEW 17/27
US22822VAN10,CROWN CASTL 19/29
US22822VAB71,CROWN CAST.I.NEW 2026
US228255AH83,CROWN HOLDINGS 2026
USU22870AD82,CROWNROCK 17/25 REGS
US225313AF24,CREDIT AGRI. 2025 144A
US22532LAM63,CREDIT AGR.LN2024MTN 144A
US22532MAM47,CREDIT AG.LN14/24MTN REGS
USF2R125CG85,CREDIT AGRI. 20/30 REGS
USF2R125AC99,CREDIT AGRI. 15/25 REGS
US22550GAA04,CREDITO REAL 19/26 144A
US22548WAA09,CRED.REAL S.A.B.2023 144A
USP32466AA50,CREDITO REAL 19/26 REGS
USP32457AA44,CRED.REAL S.A.B.16/23REGS
US22966RAC07,CUBESMART 15/25
US231021AD84,CUMMINS INC. 2027
US231021AJ54,CUMMINS INC. 2028
US231021AR70,CUMMINS INC. 2023
US23131LAB36,CURO GRP HLDGS 2025
USP3R26HAA81,CYDSA S.A.B. DE 17/27
XS1089413089,COTE D'IVOIRE 14/24 REGS
XS1196517434,COTE D'IVOIRE 15/28 REGS
US23331ABM09,D.R. HORTON 19/24
USU23388AB46,DAE FUNDING 17/24 REGS
US24023NAA00,DBS GRP HLDGS 18/28 MTN
US23291KAH86,DH EUR.F.II 19/29
US23291KAG04,DH EUR.F.II 19/24
US25470XAW56,DISH DBS 15/24
US25470XAX30,DISH DBS 2026 144A
USU25486AM07,DISH DBS 16/26 REGS
NO0010852643,DNO ASA 19/24
XS1883963990,DP WORLD CR. 18/28 MTN
XS2026710553,DP WORLD CRE 19/29 MTN
XS2056707420,DP WORLD CRE 19/30 MTN
XS1078764302,DP WORLD 14/24 CV
US23338VAK26,DTE ELECTRIC 20/30 A
US233331AY31,DTE EN. CO. 2026 E
US233331AZ06,DTE EN. CO. 2027 A
US233331BA46,DTE EN. CO. 2023 D
US233331BC02,DTE ENERGY 19/29
XS1543030222,DTEK FINANCE 16/24
US23355LAK26,DXC TECHNOL. 20/25
US23355LAC00,DXC TECHNOLOGY 17/24
US285659AF53,DXC TECHNOLOGY CO. 99/29
USU3000NAC49,DXC TECHNOLOGY 17/27 REGS
US23918KAQ13,DAVITA HEALTH.PARTN.14/24
US23918KAR95,DAVITA HEALTH.PARTN.15/25
US233851DZ45,DAIM.FI.N.AM 20/25 144A
US233851BW32,DAIMLER FIN.N.A.2025 144A
US233851DS02,DAIM.FI.N.AM 19/24 144A
US233851CB85,DAIMLER FIN.N.A.2025 144A
US233851DT84,DAIM.FI.N.AM 19/29 144A
US233851DX96,DAIM.FI.N.AM 19/24 144A
USU2339CDJ46,DAIMLER FIN.N.A.18/28REGS
USU2339CDX30,DAIM.FI.N.AM 20/25 REGS
USU2339CDU90,DAIM.FI.N.AM 19/29 REGS
USU2339CDY13,DAIM.FI.N.AM 20/30 REGS
USU2339CDP06,DAIM.FI.N.AM 19/24 REGS
USU2339CBX57,DAIMLER FIN.N.A.15/25REGS
USU2339CDB10,DAIMLER FIN.N.A.18/28REGS
USU2339CDQ88,DAIM.FI.N.AM 19/29 REGS
USU2339CDV73,DAIM.FI.N.AM 19/24 REGS
USU2339CBQ07,DAIMLER FIN.N.A.14/24REGS
USU2339CCC02,DAIMLER FIN.N.A.15/25REGS
USU2339CCQ97,DAIMLER FIN.N.A.17/27REGS
CA23404LAA58,DAIS HLDGS 19/29
US235825AE66,DANA 2024
US235851AQ51,DANAHER CORP. 15/25
US23636TAD28,DANONE 2023 144A
US23636TAE01,DANONE 2026 144A
USF12033TN02,DANONE 16/23 REGS
USF12033TP59,DANONE 16/26 REGS
US23636BAT61,DANSKE BK 19/24 MTN REGS
US23636AAT88,DANSKE BK 19/24 MTN 144A
US23636BAP40,DANSKE BK 18/23 MTN REGS
US23636AAQ40,DANSKE BK 2023 MTN 144A
US23636AAR23,DANSKE BK 2028 MTN 144A
US23636BAQ23,DANSKE BK 18/28 MTN REGS
US23636AAP66,DANSKE BK 2023 MTN 144A
US23636BAR06,DANSKE BK 18/23 MTN REGS
US23636BAW90,DANSKE BK 20/24 MTN REGS
US23636AAV35,DANSKE BK 19/25 MTN FLR
US23636BAV18,DANSKE BK 19/25 MTN FLR
US237194AL90,DARDEN REST.INC. 17/27
USU23536AA06,DARLING ING. 19/27 REGS
US244199AZ87,DEERE CO. 2030
US244199AW56,DEERE CO.  2028
US244199BD66,DEERE CO. 2029
US244199BH70,DEERE + CO 20/25
US244199BJ37,DEERE + CO 20/30
DE000DK0J2H9,DEKA USD EXTRAZINS 17/27
DE000DK0J6R9,DEKA USD EXTRAZINS 17/27
DE000DK0KBP7,DEKA USD EXTRAZINS 17/27
DE000DK0WKH0,DEKA DL FESTZINS 20/24
DE000DK0W1F8,DEKA DL FESTZINS 20/24
DE000DK0WZB1,DEKA DL FESTZINS 20/25
DE000DK0UVC2,DEKA USD FESTZINS 19/29
US247025AE93,DELL COMP. 2028
US24703DBA81,DELL IN./EMC 19/29 144A
USU24724AN35,DELL IN./EMC 20/27 REGS
USU24724AL78,DELL IN./EMC 19/29 REGS
USU2526DAD13,DELL INT./EMC 16/26 REGS
USU24724AK95,DELL IN./EMC 19/26 REGS
USU24724AJ23,DELL IN./EMC 19/24 REGS
USU2526DAH27,DELL INT./EMC 16/24 REGS
USU24724AM51,DELL IN./EMC 20/25 REGS
US247126AJ47,DELPHI 2024
USU24754AA82,DELPHI TECHNOLOGIES 17/25
US247361ZZ42,DELTA AIR 20/26
US247361ZT81,DELTA AIR 19/29
US247361ZN12,DELTA AIR L. 18/28
US247361ZU54,DELTA AIR 19/24
USU24740AM10,DELTA AIR 20/25 REGS
XS1151974877,AETHIOPIEN 14/24 REGS
US24823UAH14,DENBURY RESOURCES 2023
USU2481AAH15,DENBURY RESOURCES 18/24
US251526CB33,DT.BANK NY.NTS DL 19/25
US251526BZ10,DT.BANK NY NTS DL 18/26
US251525AM33,DT.BANK SUB.NTS 2013/2028
US251526BY45,DT.BANK NY NTS DL 18/24
US251525AP63,DT.BANK SUB.NTS.15/25
US25152RXA66,DT.BK.LOND.NTS.14/24
US25152R2Y86,DT.BANK SEN.DL 16/26 MTN
US25156PAV58,DT.TELEK.INTL F.2023 144A
US25156PBA03,DT.TELEK.INTL F.2027 144A
US25156PBB85,DT.TELEK.INTL F.2028 144A
US25156PAC77,DT.TELEK.INTL F. 00/30
USN2557FFL33,DT.TELEK.INTL F.18/28REGS
USN27915AS11,DT.TELEK.INTL F.17/27REGS
USN27915AK84,DT.TELEK.INTL F. 16/23
US25159MAQ06,DEV.BK JAPAN 2025 MTN
XS1111314651,DEV.BK JAPAN 14/24 MTN
XS1286029506,DEV.BK JAPAN 15/25 MTN
XS1668899104,DEV.BK JAPAN 17/27 MTN
XS1865126343,DEV.BK JAPAN 18/28 MTN
XS1865126004,DEV.BK JAPAN 18/23 MTN
US25179MAV54,DEVON ENERGY 15/25
US812007AE21,DEVON OEI OPERATING 2027
XS1883349620,DEXIA CL 18/23 MTN REGS
US25243YAZ25,DIAGEO CAPITAL 18/28
US25243YBB48,DIAGEO CAP 19/29
US25243YAY59,DIAGEO CAPITAL 18/23
US25243YBA64,DIAGEO CAP 19/24
US25271CAM47,DIAMOND OFFSH.DRILL.13/23
US25278XAN93,DIAMONDB.EN. 19/29
US25278XAL38,DIAMONDB.EN. 19/24
US25278XAM11,DIAMONDB.EN. 19/26
USU25257AD54,DIAMONDB.ENERGY 18/25 2
NO0010832868,DIANA SHIPP. 18-23
US253651AC78,DIEBOLD NIXDORF 16/24
US25389JAQ94,DIGITAL REALTY TR.16/25
US25389JAU07,DIG.REAL.TR. 19/29
US25389JAT34,DIGITAL REALTY TR.18/28
US25389JAR77,DIGITAL REALTY TR. 2027
US254063AU43,DILLARDS INC. 2026
US254063AW09,DILLARDS INC. 2027
US254067AN14,DILLARDS INC. 2028
US25460CAA18,DIRECTV HLDGS/FING 2025
US25459HBL87,DIRECTV HLDGS/FING 2024
US25466AAP66,DISCOVER BANK 18/28
US25466AAN19,DISCOVER BANK 18/28 FLR
US25466AAD37,DISCOVER BK 2023 144A AI
US254709AK45,DISCOVER FINL SRVCS 14/24
US254709AP32,DISC.FIN.SRV 19/26
US254709AL28,DISCOVER FINL SRVCS 15/25
US25470DBJ72,DISCOVERY C. 20/30
US25470DAR08,DISCOVERY COMM. 17/28
US25470DAL38,DISCOVERY COMM. 16/26
US25470DAK54,DISCOVERY COMM. 15/25
US81721MAK53,DIVERSIF. HEALTHCARE 2024
USU2541TAB18,DOLE FOOD COMPANY 17/25
US256677AD70,DOLLAR GENERAL 15/25
US256677AG02,DOLLAR GEN N 20/30
US256677AF29,DOLLAR GENERAL 18/28
US256746AH16,DOLLAR TREE 18/28
US256746AG33,DOLLAR TREE 18/25
USP3579EAS65,DOMINIK.REPUBLIK 13/24
USP3579EAG28,DOMINIK.REPUBLIK 06/27
USP3579ECB13,DOMINIK.REPUBLIK 18/28
USP3579EAT49,DOMINIK.REPUBLIK 13/24
USP3579EBD87,DOMINIK.REPUBLIK 15/25
USP3579EBV85,DOMINIK.REPUBLIK 17/27
USP3579EBW68,DOMINIK.REPUBLIK 17/27 2
US209615BS19,DOMINION RES.(NEW)   2027
US25746UCE73,DOMINION RES.(NEW) 15/25
US25746UDG13,DOMINION EN. 20/30
US25746UDB26,DOMINION EN. 19/24
US258258AA01,DORIC NIM.AIR 12-1A 2024
USG2901NAA66,DORIC NIM.AIR 12-1A 12/24
US260003AM01,DOVER 15/25
USG28296AE42,DRAX FINCO 18/25 REGS
US26078JAC45,DUPONT DE NEMOURS 18/25
US26078JAB61,DUPONT DE NEMOURS 18/23
US26078JAD28,DUPONT DE NEMOURS 18/28
XS1062038143,DUBAI DOF SUKUK 14/29
US26442CAX20,DUKE ENERGY CAROL.18/28
US26442CBA18,DK.ENY.CARO. 20/30
US264399DK95,DUKE ENER. CAROLINAS 2028
US26441CAL90,DUKE ENERGY 13/23
US26441CBE49,DUKE ENERGY 19/29
US26441CBH79,DUKE ENERGY 20/30
US26441CAN56,DUKE ENERGY 14/24
US26441CAS44,DUKE ENERGY 16/26
US26444HAE18,DUKE ENERGY FLORIDA 18/28
US34110QAL23,DUKE ENERGY FLORIDA  2028
US26444HAC51,DUKE ENERGY FLORIDA 17/27
US26444HAJ05,DUKE EGY FL. 20/30
US26444GAC78,DUKE EN.FL.P.F. 2029
US26442EAD22,DUKE ENERGY OHIO 2023
US26442EAF79,DUKE EN.OHIO 19/29
US26442UAG94,DUKE ENERGY PROGRESS 2028
US26442UAA25,DUKE ENERGY PROGR. 15/25
US26442UAH77,DUKE ENGY P. 19/29
US26442UAF12,DUKE ENERGY PROGRESS 2023
US26441YAZ07,DUKE REALTY LP 16/26
US26441YBA47,DUKE REALTY LP 17/27
US26441YBC03,DUKE REAL.LP 19/29
US26441YAY32,DUKE REALTY LP 2024
US26441YBB20,DUKE REALTY LP 18/28
USU26481AA61,DUN+BRADSTR. 19/26 REGS
USU26481AB45,DUN+BRADSTR. 19/27 REGS
US269246BS28,E TRADE FINL 18/28
US269246BQ61,E TRADE FINL 17/27
US26835PAF71,EDP FIN. 2024 144A
XS1638075488,EDP FIN. 17/24 REGS
XS1591573180,EFG INTL (GG) 17/27 FLR
XS1592282740,ELM 18/24 CV MTN
USU2912LAF05,EMD FINANCE 15/25 REGS
XS1075401726,EMG SUKUK  14/24
XS2123287075,EMIS FIN. 20/23 MTN
US29278GAF54,ENEL FIN.INTL 2028 144A
US29278GAJ76,ENEL FIN.INTL 2025 144A
US29278GAL23,ENEL F. INTL 19/24 MTN
US29278GAA67,ENEL FIN.INTL 2027 144A
US29278GAH11,ENEL FIN.INTL 2023 144A
US29278GAK40,ENEL FIN.INTL 2029 144A
USN30707AL22,ENEL FIN.INTL 18/29 REGS
USN30707AJ75,ENEL FIN.INTL 18/23 REGS
USN30707AM05,ENEL F. INTL 19/24 MTN
USN30707AC23,ENEL FIN.INTL 17/27 REGS
USN30707AG37,ENEL FIN.INTL 17/28 REGS
USN30707AK49,ENEL FIN.INTL 18/25 REGS
US26874RAE80,ENI S.P.A. 2028 144A
US26874RAG39,ENI S.P.A. 2023 144A
XS1826630425,ENI S.P.A. 18/23 MTN REGS
XS1826622240,ENI S.P.A. 18/28 MTN
US26874QAB68,ENSCO 2027
US26875PAP62,EOG RESOURCES 16/26
US293562AD63,ENRON OIL + GAS 2028
US26875PAM32,EOG RESOURCES 15/25
USU2937LAD65,EP EN./EVER.ACQ FIN.17/25
US26884UAA79,EPR PROPERTIES 2023
US26884UAF66,EPR PROPERT. 19/29
US26884UAB52,EPR PROPERTIES 15/25
US26884UAE91,EPR PROPERTIES 18/28
US26885BAD29,EQM MIDSTREAM PARTN.18/23
US26885BAC46,EQM MIDSTREAM PARTN.18/28
US26885BAA89,EQM MIDSTREAM PARTN. 2024
US26885BAB62,EQM MIDSTREAM PARTN. 2026
US26884LAH24,EQT CORP. 20/25
US26884LAF67,EQT CORP. 17/27
US26884LAG41,EQT CORP. 20/30
US294549AE01,EQT CORP. 96/26
XS1564437199,EQUATE SUK. SPC 17/24 MTN
USU29490AL04,ERAC USA FIN. 14/24 REGS
USU29490AQ90,ERAC USA FIN. 15/25 REGS
USU29490AS56,ERAC USA FIN. 16/26 REGS
USU29490AU03,ERAC USA FIN. 16/23 REGS
US26884ABL61,ERP OPERATG 19/29
US26884AAD54,ERP OPERATING 2026
US26884ABJ16,ERP OPERATING 18/28
US26884ABF93,ERP OPERATING 16/26
XS0958072240,ESKOM HLD. SOC 13/23 REGS
XS1187065443,ESKOM HLD. SOC 15/25 MTN
XS1864522757,ESKOM HLD. SOC 18/28 MTN
XS1864523300,ESKOM HLD. SOC 18/28 MTN
USN28268AA38,EAGLE IGH/R 18/25 REGS
US26969PAA66,EAGLE MATLS 2026
US277432AC40,EASTMAN CHEM. CO. 2024
US277432AR19,EASTMAN CHEM. CO. 14/25
US277432AW04,EASTMAN CHEM. CO. 18/28
US277432AB66,EASTMAN CHEM. CO. 2024
US278062AG90,EATON CORP. 17/27
XS1826862556,ECOBK TRANS. 19/24 REGS
US278865BE90,ECOLAB 20/30
US278865AV25,ECOLAB 16/26
US279158AC30,ECOPETROL 13/23
US279158AL39,ECOPETROL 15/26
US279158AK55,ECOPETROL 14/25
US279158AN94,ECOPETROL 20/30
XS1080330704,ECUADOR  BONDS 14/24 REGS
XS1626530320,ECUADOR 17/27 REGS
XS1707041262,ECUADOR 17/27 REGS
XS1755429732,ECUADOR 18/28 REGS
XS1929376710,ECUADOR 19/29 REGS
XS2058845210,ECUADOR 19/25 REGS
XS2058864948,ECUADOR 19/30 REGS
US281020AM97,EDISON INTL 2028
US281020AQ02,EDISON INTL 19/24
US28176EAD04,EDWARDS LIFE. 18/28
US28336LBD01,EL PASO CORP 06/28
US283837AB81,EL PUERT.LIV 2026 144A
USP3691NBE96,EL PUERT.LIV 14/24 REGS
USP3691NBF61,EL PUERT.LIV 16/26 REGS
USP01012AT38,EL SALVADOR 14/27 REGS
USP01012AS54,EL SALVADOR 12/25 REGS
USP01012BX31,EL SALVADOR 17/29 REGS
US28414HAG83,ELANCO A.HE.19/28 REGS
USU2541FAB14,ELANCO A.HE. 18/28 REGS
USU2541FAC96,ELANCO A.HE. 18/23 REGS
US268317AU88,ELEC.DE FRANCE 2028 144A
US268317AS33,ELEC.DE FRANCE 2025 144A
USF2893TAU00,ELEC.DE FRANCE 18/28 REGS
USF2893TAS53,ELEC.DE FRANCE 15/25 REGS
US285512AD11,EL. ARTS 16/26
USU7264MAD66,ELEMENT SOLUTIO.17/25REGS
US286189AA30,ELEMENTIA 2025 144A
USP3713LAA63,ELEMENTIA 14/25 REGS
US532457AZ17,LILLY (ELI) 2027
US532457BV93,ELI LILLY 19/29
US532457AM04,LILLY (ELI) 2025
US532457BH00,LILLY (ELI) 15/25
XS1488480333,EMAAR SUKUK 16/26
US29081PAE51,EMBOT.ANDINA 2023 144A
USP3697UAD02,EMBOT.ANDINA 13/23 REGS
US29082HAA05,EMBRAER NETHERL.FIN.15/25
US29082HAB87,EMBRAER NETHERL.FIN.17/27
US29081YAD85,EMBRAER OVERSEAS 2023
USG30376AB69,EMBRAER OVERSEAS 13/23
US291011BG86,EMERSON EL. 2025
US29135LAA89,ABU DHABI 2027 MTN 144A
US29135LAD29,ABU DHABI 19/24 MTN 144A
US29135LAG59,ABU DHABI 20/25 MTN 144A
US29134WAB37,ABU DHABI 2026 MTN 144A
US29135LAE02,ABU DHABI 19/29 MTN 144A
XS1402929746,ABU DHABI 16/26 MTN REGS
XS1696892295,ABU DHABI 17/27 MTN REGS
XS2125308168,ABU DHABI 20/30 MTN REGS
XS2057865896,ABU DHABI 19/24 MTN REGS
XS2057865979,ABU DHABI 19/29 MTN REGS
XS2125308085,ABU DHABI 20/25 MTN REGS
XS0885065887,EMIRATES 13/25 REGS
XS1077883012,EMIR.TELECOM.GP 14/24 MTN
USP3713CAB48,EMP.EL.COCH. 19/27 REGS
US29246TAA79,EMPRESA EL.ANGAMOS 2029
USP3713QAA50,EMPRESA NAC.PET.14/29REGS
USP37115AE50,EMPRESA NAC.D.TEL.13/24
USP37115AF26,EMPRESA NAC.D.TEL.14/26
US29245JAL61,EMPRESA NAC.PET.2029 144A
USP37110AJ50,EMPRESA NAC.PET.14/24REGS
USP37110AN62,EMPRESA NAC.PET.18/29REGS
USP37466AR35,EMPRESATRANS 20/30 REGS
USP37466AJ19,EMPRESA TRANS.D.14/24REGS
US29336UAF49,ENLINK MIDSTR.PART. 2026
US29336UAE73,ENLINK MIDSTR.PART. 2025
US292480AM22,ENAB.MIDS.P. 19/29
US292480AL49,ENABLE MIDS.PART. 18/28
US29250RAW60,ENBRIDGE ENERGY 15/25
US29250NAL91,ENBRIDGE 16/26
US29250NAH89,ENBRIDGE 14/24
US29250NAF24,ENBRIDGE 13/23
US29250NAR61,ENBRIDGE 17/27
US421924BK63,ENCOMPASS HEALTH 2024
US421924BT72,ENCOMPASS HEALTH 15/25
USU29172AF72,ENDEA.E.R./F 19/28 2
USU29172AD25,ENDEAVOR ENERGY RES.17/26
USU29172AE08,ENDEAVOR ENERGY RES.17/28
US29274FAF18,ENEL AMERICAS SA 2026
US29278DAA37,ENEL CHILE 2028
US29246RAA14,ENEL GENERACION CL 14/24
US29265AAS50,ENERGEN CORP. 2028
USU2919LAA45,ENERGIZ.GAM.HDG 18/26REGS
US29273RBD08,ENERGY TRANSFER PAR. 2025
US29273RAY53,ENERGY TRANSFER PAR. 2024
US29273RBG39,ENERGY TRANSFER PAR. 2026
US29273VAF76,ENERGY TRANSFER 2027
US29273RBK41,ENERGY TRANSFER PAR. 2027
US29278NAC74,ENERGY TRANSFER OPE.18/23
US29278NAF06,ENERGY TRANSFER OPE.18/28
US29273RBB42,ENERGY TR.OP. 13/24
US29278NAG88,ENERG.TR.OP. 19/29
US29278NAN30,ENERG.TR.OP. 19/27
US29278NAQ60,ENERG.TR.OP. 20/30
US29278NAP87,ENERG.TR.OP. 20/25
US29278NAH61,ENERG.TR.OP. 19/24
USP36020AB42,ENGIE ENERG.CL 14/25 REGS
US29336TAA88,ENLINK MIDST 19/29
USU29298AC74,ENOVA INTL 18/25 REGS
US29359UAB52,ENSTAR GROUP 19/29
USU2937MAA00,ENTERC.MEDIA 19/27 REGS
US29364DAS99,ENTERGY ARKANSAS 2024
US29364DAU46,ENTERGY ARKANSAS 2026
US29364GAL77,ENTERGY CORP 20/30
US29365PAP71,ENTERGY GULF ST.LA. 2024
US29364WAW82,ENTERGY LOUIS. 2028
US29364WAY49,ENTERGY LOUIS. 2026
US29364WAK45,ENTERGY LOUIS. LLC 2024
US29364WAS70,ENTERGY LOUIS. LLC 2023
US29364NAT54,ENTERGY MISSISSIPPI 2028
US29364NAR98,ENTERGY MISSISSIPPI 2023
US29365TAF12,ENTERGY TEXAS 2027
US29365TAG94,ENTERGY TEX 19/29
US29379VBT98,ENTERPR.PRODS OP. 18/28
US29379VBB80,ENTERPR.PRODS OP. 2024
US29379VBL62,ENTERPR.PRODS OP. 2027
US29379VBE20,ENTERPR.PRODS OP. 2025
US29379VBV45,ENTERP.P.OP. 19/29
US29379VBH50,ENTERPR.PRODS OP. 15/26
XS1513739760,EQUATE PETROCH.16/26 MTN
US294429AL98,EQUIFAX INC. 16/26
