,ISIN,NAME
8921,DE000BLB48Z4,Bayerische Landesbank Tilgungsanleihe 17(18-27)
8922,DE000BLB5BD2,Bayerische Landesbank Inh.-Schv. v.17(22/27)
8923,DE000LB13EX7,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 19(27)
8924,DE000BLB49X7,Bayerische Landesbank FLR-Inh.Schv. v.17(27)
8925,DE000BLB77D0,Bayerische Landesbank Stufz.-IHS v.19(20/27)
8926,DE000BLB77M1,Bayerische Landesbank Inh.-Schv. v.19(20/27)
8927,DE000LB1M222,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 17(27)
8928,DE000LB13F38,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 19(27)
8929,DE000LB2CQD5,Landesbank Baden-W&#252;rttemberg Inh.-Schuldv. 19(27)
8930,DE000LB122R1,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 18(27)
8931,DE000LB123G2,Landesbank Baden-W&#252;rttemberg Geldmarkt-Floater v.18(27)
8932,AT0000A255V8,Erste Group Bank AG EO-Med.-Term Nts 2018(27) 1612
8933,DE000LB13FK1,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 19(27)
8934,DE000LB2CJQ2,Landesbank Baden-W&#252;rttemberg Hypothekenpfandbrief 19(28)
8935,DE000BLB5BC4,Bayerische Landesbank Tilgungsanleihe 18(19-28)
8936,DE000BLB5BT8,Bayerische Landesbank FLR-Inh.Schv. v.18(28)
8937,DE000ST0A5A5,SG Issuer S.A. EO-FLR Med.-Term Nts 2019(28)
8938,DE000LB124Y3,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 19(28)
8939,DE000BLB79G9,Bayerische Landesbank Inh.-Schv. v.20(21/28)
8940,DE000BLB7933,Bayerische Landesbank Stufz.-IHS v.20(21/28)
8941,DE000LB13GH5,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 20(28)
8942,DE000LB1P0D5,Landesbank Baden-W&#252;rttemberg Geldmarkt-Floater v.18(28)
8943,DE000BLB5DK3,Bayerische Landesbank Tilgungsanleihe 18(19-28)
8944,DE000LB1P1X1,Landesbank Baden-W&#252;rttemberg Inh.-Schuldv. 18(28)
8945,XS1996631435,Credit Agricole CIB RC-Medium-Term Nts 2020(21/28)
8946,DE000BLB5CM1,Bayerische Landesbank FLR-Inh.Schv. v.18(28)
8947,DE000BLB5CS8,Bayerische Landesbank Tilgungsanleihe 18(19-28)
8948,DE000BLB8BG9,Bayerische Landesbank Inh.-Schv. v.20(21/28)
8949,DE000LB1P2G4,Landesbank Baden-W&#252;rttemberg FLR Inhaberschuldv. 18(28)
8950,DE000LB12551,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 19(28)
8951,DE000BLB8VR4,Bayerische Landesbank Stufz.-IHS v.20(21/28)
8952,DE000LB13JK3,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 20(28)
8953,DE000LB13K56,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 20(28)
8954,DE000LB1P2L4,Landesbank Baden-W&#252;rttemberg Inh.-Schuldv. 18(28)
8955,DE000LB1P2H2,Landesbank Baden-W&#252;rttemberg IHS Floater 18(28)
8956,DE000BLB7KQ1,Bayerische Landesbank Stufz.-IHS v.19(28)
8957,DE000LB1P3K4,Landesbank Baden-W&#252;rttemberg IHS-Floater 18(28)
8958,DE000LB1P3L2,Landesbank Baden-W&#252;rttemberg IHS-Floater 18(28)
8959,DE000BLB8WR2,Bayerische Landesbank Inh.-Schv. v.20(21/28)
8960,DE000LB13KJ3,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe NH 20(28)
8961,DE000LB1P233,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 18(28)
8962,DE000LB127Z3,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 19(28)
8963,DE000BLB8ZF0,Bayerische Landesbank Tilgungsanleihe 20(22-28)
8964,DE000LB13JW8,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 20(28)
8965,DE000BLB5D41,Bayerische Landesbank Tilgungsanleihe 18(19-28)
8966,DE000BLB5D58,Bayerische Landesbank FLR-Inh.Schv. v.18(28)
8967,DE000LB1P3Q1,Landesbank Baden-W&#252;rttemberg Geldmarkt-Floater v.18(28)
8968,DE000BLB7MP9,Bayerische Landesbank Stufz.-IHS v.19(24/28)
8969,DE000BLB8X85,Bayerische Landesbank Inh.-Schv. v.20(21/28)
8970,DE000LB13KY2,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe NH 20(28)
8971,DE000LB129D6,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 19(28)
8972,DE000LB13KC8,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe NH 20(28)
8973,DE000LB13KS4,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 20(28)
8974,DE000BLB7N96,Bayerische Landesbank Stufz.-IHS v.19(24/28)
8975,DE000BLB80G7,Bayerische Landesbank Inh.-Schv. v.20(21/28)
8976,DE000LB13KV8,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 20(28)
8977,DE000BLB5FH4,Bayerische Landesbank Tilgungsanleihe 18(19-28)
8978,DE000BLB5FL6,Bayerische Landesbank FLR-Inh.Schv. v.18(28)
8979,DE000LB13A25,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 19(28)
8980,DE000LB128Z1,Landesbank Baden-W&#252;rttemberg Inh.-Schuldv. 19(28)
8981,DE000BLB7QU0,Bayerische Landesbank Stufz.-IHS v.19(27/28)
8982,DE000LB13LC6,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 20(28)
8983,DE000LB118A5,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 19(28)
8984,DE000BLB5GJ8,Bayerische Landesbank Stufz.-IHS v.18(19/28)
8985,DE000BLB51E3,Bayerische Landesbank Tilgungsanleihe 18(22-28)
8986,DE000LB1P5R4,Landesbank Baden-W&#252;rttemberg Geldmarkt-Floater v.18(28)
8987,DE000BLB51U9,Bayerische Landesbank Tilgungsanleihe 18(23-28)
8988,DE000LB13HW2,Landesbank Baden-W&#252;rttemberg Geldmarkt-Floater v.19(28)
8989,DE000BLB5GP5,Bayerische Landesbank FLR-Inh.Schv. v.18(28)
8990,DE000BLB5GQ3,Bayerische Landesbank Tilgungsanleihe 18(19-28)
8991,DE000BLB7SC4,Bayerische Landesbank Stufz.-IHS v.19(26/28)
8992,DE000LB13LT0,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 20(28)
8993,DE000LB118T5,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 19(28)
8994,DE000ST0AWC6,SG Issuer S.A. EO-FLR CMS Rate lkd MTN 18(28)
8995,DE000LB13BP9,Landesbank Baden-W&#252;rttemberg Inh.-Schuldv. 19(28)
8996,DE000LB13MK7,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 20(28)
8997,DE000LB2CS79,Landesbank Baden-W&#252;rttemberg Inh.-Schuldv. 20(28)
8998,DE000BLB7T58,Bayerische Landesbank Stufz.-IHS v.19(22/28)
8999,DE000LB1P8Q0,Landesbank Baden-W&#252;rttemberg FLR Inhaberschuldv. 18(28)
9000,DE000LB13NK5,Landesbank Baden-W&#252;rttemberg Festzins-Anleihe 20(28)
9001,DE000BLB5184,Bayerische Landesbank Tilgungsanleihe 17(19-28)
9002,DE000LB11959,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 19(28)
9003,DE000LB13NT6,Landesbank Baden-W&#252;rttemberg Festzins-Anleihe 20(28)
9004,DE000BLB5192,Bayerische Landesbank FLR-Inh.Schv. v.18(28)
9005,AT0000A21BT9,Erste Group Bank AG EO-FLR Med.-T.Nts 2018(28)1592
9006,DE000LB2CTL2,LBBW 28
9007,DE000LB2CJB4,Landesbank Baden-W&#252;rttemberg Geldmarkt-Floater v.19(28)
9008,DE000LB13NG3,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe NH 20(28)
9009,DE000BLB7VW6,Bayerische Landesbank Stufz.-IHS v.19(23/28)
9010,DE000BLB79V8,Bayerische Landesbank Inh.-Schv. v.19(21/28)
9011,DE000LB2CQ55,Landesbank Baden-W&#252;rttemberg Tilgungsanleihe 20(21-28)
9012,DE000LB2CR39,Landesbank Baden-W&#252;rttemberg FLR Hyp.Pfandbr. 20(28)
9013,DE000LB12858,Landesbank Baden-W&#252;rttemberg Inh.-Schuldv. 19(28)
9014,AT0000A288E5,Erste Group Bank AG EO-Med.-Term Nts 2019(28) 1654
9015,DE000LB1P8F3,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 18(20/28)
9016,DE000ST0AWK9,SG Issuer S.A. EO-FLR CMS Rate lkd MTN 18(28)
9017,DE000LB13B81,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 19(28)
9018,DE000BLB53Y7,Bayerische Landesbank Tilgungsanleihe 18(19-28)
9019,DE000BLB55S4,Bayerische Landesbank Inh.-Schv. v.18(28)
9020,DE000BLB7WT0,Bayerische Landesbank Stufz.-IHS v.19(22/28)
9021,DE000LB1QAP5,Landesbank Baden-W&#252;rttemberg Inh.-Schuldv. 18(28)
9022,DE000LB13C72,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 19(28)
9023,XS1842066257,Soci&#233;t&#233; G&#233;n&#233;rale S.A. EO-FLR Med.-Term Nts 2018(28)
9024,DE000LB1QC49,Landesbank Baden-W&#252;rttemberg Inh.-Schuldv. 18(28)
9025,DE000BLB7YM1,Bayerische Landesbank Stufz.-IHS v.19(22/28)
9026,DE000LB13CP7,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 19(28)
9027,DE000LB2CMK9,Landesbank Baden-W&#252;rttemberg Inh.-Schuldv. 19(28)
9028,DE000LB13D48,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 19(28)
9029,DE000LB2CML7,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 19(21/28)
9030,DE000BLB56N3,Bayerische Landesbank Tilgungsanleihe 18(19-28)
9031,DE000BLB70F0,Bayerische Landesbank Inh.-Schv. v.19(20/28)
9032,DE000LB128E6,Landesbank Baden-W&#252;rttemberg Inh.-Schuldv. 19(28)
9033,DE000LB12866,Landesbank Baden-W&#252;rttemberg Inh.-Schuldv. 19(28)
9034,DE000LB1QCG0,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 18(28)
9035,DE000LB1QC23,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 18(28)
9036,DE000LB1QDL8,Landesbank Baden-W&#252;rttemberg Inh.-Schuldv. 18(28)
9037,DE000LB13DD1,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 19(28)
9038,DE000BLB71T9,Bayerische Landesbank Inh.-Schv. v.19(20/28)
9039,DE000LB13DM2,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 19(28)
9040,DE000BLB58T6,Bayerische Landesbank Tilgungsanleihe 18(19-28)
9041,DE000LB1QD14,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 18(28)
9042,DE000BLB6UV2,Bayerische Landesbank Stufz.-IHS v.18(20/28)
9043,DE000LB128F3,Landesbank Baden-W&#252;rttemberg Inh.-Schuldv. 19(28)
9044,DE000LB12874,Landesbank Baden-W&#252;rttemberg Inh.-Schuldv. 19(28)
9045,DE000BLB47P7,Bayerische Landesbank Tilgungsanleihe 17(21-28)
9046,DE000BLB73A5,Bayerische Landesbank Inh.-Schv. v.19(20/28)
9047,DE000LB2CNL5,Landesbank Baden-W&#252;rttemberg Inh.-Schuldv. 19(28)
9048,XS1490306385,Credit Agricole CIB DL-FLR M.-T. Nts 2018(20/28)
9049,DE000LB13E05,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 19(28)
9050,DE000BLB47Y9,Bayerische Landesbank Inh.-Schv. v.17(28)
9051,DE000LB1QEC5,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 18(28)
9052,DE000BLB6WF1,Bayerische Landesbank Tilgungsanleihe 18(23-28)
9053,DE000LB117F6,Landesbank Baden-W&#252;rttemberg Inh.-Schuldv. 18(28)
9054,DE000BLB74R7,Bayerische Landesbank Inh.-Schv. v.19(20/28)
9055,AT0000A23RS3,Erste Group Bank AG EO-FLR Med.-T.Nts 2018(28)1608
9056,DE000BLB76B6,Bayerische Landesbank Inh.-Schv. v.19(28)
9057,DE000LB11769,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 18(28)
9058,DE000BLB6V55,Bayerische Landesbank Stufz.-IHS v.18(28)
9059,DE000BLB75U8,Bayerische Landesbank Inh.-Schv. v.19(20/28)
9060,DE000LB123H0,Landesbank Baden-W&#252;rttemberg FLR Inhaberschuldv. 18(28)
9061,DE000LB122H2,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 18(28)
9062,DE000LB123R9,Landesbank Baden-W&#252;rttemberg FLR Inhaberschuldv. 18(28)
9063,DE000LB123X7,Landesbank Baden-W&#252;rttemberg Inh.-Schuldv. 18(28)
9064,DE000BLB6XZ7,Bayerische Landesbank Stufz.-IHS v.18(28)
9065,DE000BLB7727,Bayerische Landesbank Inh.-Schv. v.19(23/28)
9066,DE000LB2CPR7,Landesbank Baden-W&#252;rttemberg DL-Inh.-Schuldv. 19(28)
9067,DE000LB13BQ7,Landesbank Baden-W&#252;rttemberg Inh.-Schuldv. 19(28)
9068,DE000LB13BY1,Landesbank Baden-W&#252;rttemberg Inh.-Schuldv. 19(28)
9069,DE000LB13EY5,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 19(28)
9070,DE000BLB4SH0,Bayerische Landesbank Inh.-Schv. v.16(25/28)
9071,DE000BLB77L3,Bayerische Landesbank Inh.-Schv. v.19(20/28)
9072,AT0000A1Z304,Erste Group Bank AG EO-Med.-Term Nts 2017(28) 1570
9073,DE000LB125A0,Landesbank Baden-W&#252;rttemberg Inh.-Schuldv. 18(28)
9074,DE000LB122S9,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 18(28)
9075,DE000LB12403,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 18(28)
9076,DE000BLB60T2,Bayerische Landesbank Tilgungsanleihe 18(19-28)
9077,DE000LBW2P46,Landesbank Baden-W&#252;rttemberg FLR-Inh.Schv.R.928 v.08(2028)
9078,DE000BLB7YL3,Bayerische Landesbank Inh.-Schv. v.19(28)
9079,DE000LB13FL9,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 19(29)
9080,DE000BLB6Y94,Bayerische Landesbank Stufz.-IHS v.19(29)
9081,DE000BLB79J3,Bayerische Landesbank Inh.-Schv. v.20(21/29)
9082,DE000LB124Z0,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 19(29)
9083,DE000BLB55R6,Bayerische Landesbank Inh.-Schv. v.18(29)
9084,DE000LBW2R85,Landesbank Baden-W&#252;rttemberg FLR-Inh.Schv.R.3935 v.09(2029)
9085,DE000LB13J00,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 20(29)
9086,DE000LB12619,Landesbank Baden-W&#252;rttemberg Inh.-Schuldv. Floater 19(29)
9087,DE000LB12684,Landesbank Baden-W&#252;rttemberg IHS Floater 19(29)
9088,XS1885950904,Credit Agricole CIB DL-FLR Med.-T. Nts 2019(29)
9089,AT0000A26960,Erste Group Bank AG EO-Med.-Term Nts 2019(29) 1622
9090,DE000BLB6000,Bayerische Landesbank Stufz.-IHS v.19(29)
9091,DE000BLB8BH7,Bayerische Landesbank Inh.-Schv. v.20(21/29)
9092,DE000LB12569,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 19(29)
9093,DE000LBW2WK5,Landesbank Baden-W&#252;rttemberg FLR-IHS R.4180 v.09(29)
9094,DE000LB13JL1,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 20(29)
9095,DE000LB128Y4,Landesbank Baden-W&#252;rttemberg Inh.-Schuldv. 19(29)
9096,DE000LB13K64,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 20(29)
9097,DE000BLB7KJ6,Bayerische Landesbank Stufz.-IHS v.19(29)
9098,AT0000A269E5,Erste Group Bank AG EO-FLR Med.-T.Nts 2019(29)1623
9099,DE000BLB7LC9,Bayerische Landesbank Inh.-Schv. v.19(27/29)
9100,DE000A2E4UC4,L-Bank Bad.-W&#252;rtt.-F&#246;rderbank Inh.-Schv. R.3151 v.17(29)
9101,AT0000A26804,Erste Group Bank AG EO-Med.-Term Nts 2019(29) 1616
9102,DE000A2TSPN7,Kreissparkasse Ludwigsburg Hyp.Pfdbr.P34 v. 19(29)
9103,DE000BLB8WS0,Bayerische Landesbank Inh.-Schv. v.20(21/29)
9104,DE000LB12965,Landesbank Baden-W&#252;rttemberg FLR Inhaberschuldv. 19(29)
9105,DE000LB12700,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 19(29)
9106,DE000LB13AH8,Landesbank Baden-W&#252;rttemberg &#214;ff.Pfandbr. 19(29)
9107,DE000LB13JX6,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 20(29)
9108,DE000LBW2YS4,Landesbank Baden-W&#252;rttemberg FLR-IHS R.4376 v.09(29)
9109,DE000LBW2YT2,Landesbank Baden-W&#252;rttemberg FLR-IHS R.4377 v.09(29)
9110,DE000LB12981,Landesbank Baden-W&#252;rttemberg Inh.-Schuldv. 19(29)
9111,DE000BLB7MU9,Bayerische Landesbank Stufz.-IHS v.19(21/29)
9112,DE000BLB7M30,Bayerische Landesbank Inh.-Schv. v.19(21/29)
9113,DE000LB13AQ9,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 19(29)
9114,DE000LB13A41,Landesbank Baden-W&#252;rttemberg &#214;ff.Pfandbr. 19(29)
9115,DE000BLB8X93,Bayerische Landesbank Inh.-Schv. v.20(21/29)
9116,AT0000A26AR4,Erste Group Bank AG EO-Med.-Term Nts 2019(29) 1627
9117,DE000LB13KL9,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 20(29)
9118,DE000DG4T5C5,DZ BANK AG Deut.Zentral-Gen. 0-Kp.MTN A.579 v.16(21.03.29)
9119,DE000LB129E4,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 19(29)
9120,AT0000A277Q2,Erste Group Bank AG EO-FLR Med.-T.Nts 2019(29)1644
9121,AT0000A278M9,Erste Group Bank AG EO-FLR Med.-T. Nts 19(29) 1645
9122,DE000BLB7YZ3,Bayerische Landesbank Inh.-Schv. v.19(29)
9123,AT0000A16WK4,Erste Group Bank AG EO-Med.-Term Nts 2014(29) 1287
9124,DE000LB13B16,Landesbank Baden-W&#252;rttemberg Inh.-Schuldv. 19(29)
9125,DE000LB128K3,Landesbank Baden-W&#252;rttemberg Inh.-Schuldv. 19(29)
9126,DE000LB13KR6,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 20(29)
9127,DE000BLB7N62,Bayerische Landesbank Inh.-Schv. v.19(27/29)
9128,DE000BLB7PJ5,Bayerische Landesbank Stufz.-IHS v.19(27/29)
9129,AT0000A27FC3,Erste Group Bank AG EO-Med.-Term Nts 2019(29) 1647
9130,DE000BLB80H5,Bayerische Landesbank Inh.-Schv. v.20(21/29)
9131,DE000LB13A33,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 19(29)
9132,DE000BLB7RT0,Bayerische Landesbank Inh.-Schv. v.19(21/29)
9133,AT0000A26ZB5,Erste Group Bank AG EO-Med.-Term Notes 2019(29) 10
9134,DE000LB13HU6,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 19(24/29)
9135,XS1885956935,Credit Agricole CIB EO-Medium-Term Nts 2019(20/29)
9136,DE000BLB7SP6,Bayerische Landesbank Tilgungsanleihe 19(19-29)
9137,DE000LB13H93,Landesbank Baden-W&#252;rttemberg FLR Inhaberschuldv. 19(29)
9138,DE000LB12908,Landesbank Baden-W&#252;rttemberg Inh.-Schuldv. 19(29)
9139,DE000LB13BW5,Landesbank Baden-W&#252;rttemberg FLR Inhaberschuldv. 19(29)
9140,DE000BLB7QE4,Bayerische Landesbank Inh.-Schv. v.19(27/29)
9141,DE000BLB7Q51,Bayerische Landesbank Inh.-Schv. v.19(21/29)
9142,AT0000A2GFG9,Erste Group Bank AG EO-Pref. Med.-T.Nts 2020(29)
9143,DE000LB2CHB8,Landesbank Baden-W&#252;rttemberg Inh.-Schuldv. 19(29)
9144,DE000LB13LD4,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 20(29)
9145,DE000BLB2SG6,Bayerische Landesbank FLR-Inh.Schv. v.14(29)
9146,DE000LB118B3,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 19(29)
9147,DE000BLB7TA6,Bayerische Landesbank Inh.-Schv. v.19(27/29)
9148,DE000BLB7R84,Bayerische Landesbank Inh.-Schv. v.19(21/29)
9149,DE000BLB7SM3,Bayerische Landesbank Inh.-Schv. v.19(21/29)
9150,XS1885958550,Credit Agricole CIB DL-FLR Med.-T. Nts 2019(19/29)
9151,DE000LB13LU8,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 20(29)
9152,DE000HSH4RE0,Hamburg Commercial Bank AG NH ZinsSt XLK 5 24 v.14(24/29)
9153,XS1885958808,Credit Agricole CIB DL-FLR Med.-T. Nts 2019(20/29)
9154,XS1885958717,Credit Agricole CIB DL-FLR Med.-T. Nts 2019(20/29)
9155,DE000LB118U3,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 19(29)
9156,DE000BLB7T82,Bayerische Landesbank Inh.-Schv. v.19(29)
9157,DE000LB13MH3,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 20(29)
9158,DE000BLB7TY6,Bayerische Landesbank Inh.-Schv. v.19(22/29)
9159,DE000BLB7TZ3,Bayerische Landesbank Inh.-Schv. v.19(23/29)
9160,DE000BLB7UY4,Bayerische Landesbank Inh.-Schv. v. 19(23/29)
9161,DE000BLB42F9,Bayerische Landesbank Inh.-Schv. v.17(21/29)
9162,DE000LB11967,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 19(29)
9163,DE000BLB7XG5,Bayerische Landesbank Inh.-Schv. v.19(21/29)
9164,DE000LB13P02,Landesbank Baden-W&#252;rttemberg Festzins-Anleihe 20(29)
9165,DE000LB13ND0,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 20(29)
9166,DE000BLB7V05,Bayerische Landesbank Inh.-Schv. v.19(22/29)
9167,DE000BLB7V21,Bayerische Landesbank Inh.-Schv. v.19(22/29)
9168,DE000BLB7WH5,Bayerische Landesbank Inh.-Schv. v.19(22/29)
9169,XS1885960291,Credit Agricole CIB DL-FLR Med.-T. Nts 2019(20/29)
9170,DE000BLB7XY8,Bayerische Landesbank Inh.-Schv. v.19(29)
9171,DE000LB2CKN7,Landesbank Baden-W&#252;rttemberg &#214;ff.Pfandbr. 19(29)
9172,DE000BLB32E3,Bayerische Landesbank Inh.-Schv. v.16(23/29)
9173,DE000LB2CR47,Landesbank Baden-W&#252;rttemberg FLR Hyp.Pfandbr. 20(29)
9174,DE000LB13CD3,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 19(29)
9175,XS1885963121,Credit Agricole CIB AD-Medium-Term Nts 2019(20/29)
9176,DE000HSH4RV4,Hamburg Commercial Bank AG NH ZinsSt XLK 7 24 14(24/29)
9177,DE000LB13B99,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 19(29)
9178,XS1885963394,Credit Agricole CIB EO-Medium-Term Nts 2019(20/29)
9179,DE000LB2CKB2,Landesbank Baden-W&#252;rttemberg Geldmarkt-Floater v.19(29)
9180,XS1885963550,Credit Agricole CIB DL-FLR Med.-Term Nts 19(20/29)
9181,DE000BLB7W12,Bayerische Landesbank Inh.-Schv. v.19(23/29)
9182,DE000BLB7XH3,Bayerische Landesbank Inh.-Schv. v.19(22/29)
9183,DE000BLB7YX8,Bayerische Landesbank Tilgungsanleihe 19(27-29)
9184,DE000BLB33C5,Bayerische Landesbank Inh.-Schv. v.16(23/29)
9185,DE000LB13C80,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 19(29)
9186,XS1885963808,Credit Agricole CIB EO-Medium-Term Nts 2019(20/29)
9187,DE000LB2CKZ1,Landesbank Baden-W&#252;rttemberg Geldmarkt-Floater v.19(29)
9188,DE000BLB70R5,Bayerische Landesbank Stufz.-IHS v.19(22/29)
9189,DE000BLB7YJ7,Bayerische Landesbank Inh.-Schv. v.19(20/29)
9190,DE000BLB7YY6,Bayerische Landesbank Inh.-Schv. v.19(20/29)
9191,DE000LB2CL01,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 19(21/29)
9192,XS1885964012,Credit Agricole CIB DL-Medium-Term Nts 2019(20/29)
9193,DE000LB13CQ5,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 19(29)
9194,DE000LB2CL84,Landesbank Baden-W&#252;rttemberg Inh.-Schuldv. 19(29)
9195,XS1885964368,Credit Agricole CIB DL-FLR Med.-T. Nts 2019(20/29)
9196,AT0000A28U13,Erste Group Bank AG EO-Med.-Term Nts 2019(29) 1657
9197,DE000BLB7131,Bayerische Landesbank Tilgungsanleihe 19(26-29)
9198,DE000BLB7149,Bayerische Landesbank Tilgungsanleihe 19(26-29)
9199,DE000LB13D55,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 19(29)
9200,DE000BLB70E3,Bayerische Landesbank Inh.-Schv. v.19(20/29)
9201,DE000BLB70L8,Bayerische Landesbank Inh.-Schv. v.19(20/29)
9202,DE000BLB70U9,Bayerische Landesbank Stufz.-IHS v.19(21/29)
9203,DE000BLB72P5,Bayerische Landesbank Tilgungsanleihe 19(28-29)
9204,DE000BLB3478,Bayerische Landesbank Inh.-Schv. v.16(26/29)
9205,DE000LB1QCH8,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 18(29)
9206,DE000LB13DE9,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 19(29)
9207,DE000LB2CMJ1,Landesbank Baden-W&#252;rttemberg Geldmarkt-Floater v.19(29)
9208,DE000BLB71Q5,Bayerische Landesbank Inh.-Schv. v.19(20/29)
9209,DE000BLB71U7,Bayerische Landesbank Inh.-Schv. v.19(20/29)
9210,DE000BLB72M2,Bayerische Landesbank Stufz.-IHS v.19(21/29)
9211,DE000LB13DW1,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 19(29)
9212,DE000LB2CMZ7,Landesbank Baden-W&#252;rttemberg DL-Stufenzins-Anleihe 19(29)
9213,DE000LB13DN0,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 19(29)
9214,DE000BLB73Y5,Bayerische Landesbank Tilgungsanleihe 19(24-29)
9215,DE000BLB36J3,Bayerische Landesbank Inh.-Schv. v.16(26/29)
9216,DE000HSH4TZ1,Hamburg Commercial Bank AG NH ZinsSt XLK 12 24v.14(24/29)
9217,DE000BLB7297,Bayerische Landesbank Inh.-Schv. v.19(20/29)
9218,DE000LB2CPT3,Landesbank Baden-W&#252;rttemberg FLR Inhaberschuldv. 19(29)
9219,DE000LB13E13,Landesbank Baden-W&#252;rttemberg Stufenzins-Anleihe 19(29)
9220,DE000LB2CNS0,Landesbank Baden-W&#252;rttemberg Inh.-Schuldv. 19(29)
9221,DE000BLB75P8,Bayerische Landesbank Inh.-Schv. v.19(20/29)
9222,DE000BLB75Q6,Bayerische Landesbank Inh.-Schv. v.19(20/29)
9223,AT0000A2AKV1,Erste Group Bank AG EO-Preferred Med.-T.Nts 19(29)
9224,DE000BLB75W4,Bayerische Landesbank Inh.-Schv. v.19(20/29)
