ISIN,NAME
US674599CR48,Occidental Petroleum Corp. DL-Notes 2019(19/26)
US674599CS21,Occidental Petroleum Corp. DL-Notes 2019(19/29)
US674599CT04,Occidental Petroleum Corp. DL-FLR Notes 2019(21)
US674599CV59,Occidental Petroleum Corp. DL-FLR Notes 2019(21)
US674599CW33,Occidental Petroleum Corp. DL-Notes 2019(19/24)
US674599CX16,Occidental Petroleum Corp. DL-Notes 2019(19/39)
US674599CY98,Occidental Petroleum Corp. DL-Notes 2019(19/49)
US676167BL26,Oesterreichische Kontrollbk AG DL-Notes 2014(21)
US676167BP30,Oesterreichische Kontrollbk AG DL-Notes 2015(20)
US676167BX63,Oesterreichische Kontrollbk AG DL-Notes 2018(23)
US676167BZ12,Oesterreichische Kontrollbk AG DL-Notes 2019(22)
US676167CA51,Oesterreichische Kontrollbk AG DL-Notes 2020(25)
US681919BC93,Omnicom Group Inc. DL-Notes 2020(20/30)
US68235PAG37,One Gas Inc. DL-Notes 2018(18/48)
US6832342L18,"Ontario, Provinz DL-Bonds 2017(22)"
US683234AQ19,"Ontario, Provinz DL-Bonds 2020(27)"
US683234C630,"Ontario, Provinz DL-Bonds 2014(21)"
US683234C895,"Ontario, Provinz DL-Bonds 2020(23)"
US68323ABK97,"Ontario, Provinz DL-Bonds 2012(22)"
US68323ACT97,"Ontario, Provinz DL-Bonds 2014(24)"
US68323AED28,"Ontario, Provinz DL-Bonds 2017(22)"
US68323AEQ31,"Ontario, Provinz DL-Bonds 2017(22)"
US68323AFE91,"Ontario, Provinz DL-Bonds 2019(22)"
US68323AFG40,"Ontario, Provinz DL-Bonds 2019(29)"
US68389XAE58,Oracle Corp. DL-Notes 2008(08/38)
US68389XAH89,Oracle Corp. DL-Notes 2009(09/39)
US68389XAP06,Oracle Corp. DL-Notes 2012(12/22)
US68389XAS45,Oracle Corp. DL-Notes 2013(13/23)
US68389XAU90,Oracle Corp. DL-Notes 2014(14/24)
US68389XAV73,Oracle Corp. DL-Notes 2014(14/34)
US68389XAW56,Oracle Corp. DL-Notes 2014(14/44)
US68389XBA28,Oracle Corp. DL-Notes 2014(14/21)
US68389XBB01,Oracle Corp. DL-Notes 2015(15/22)
US68389XBC83,Oracle Corp. DL-Notes 2015(15/25)
US68389XBD66,Oracle Corp. DL-Notes 2015(15/30)
US68389XBE40,Oracle Corp. DL-Notes 2015(15/35)
US68389XBF15,Oracle Corp. DL-Notes 2015(15/45)
US68389XBG97,Oracle Corp. DL-Notes 2015(15/55)
US68389XBM65,Oracle Corp. DL-Notes 2016(16/26)
US68389XBN49,Oracle Corp. DL-Notes 2017(17/27)
US68389XBP96,Oracle Corp. DL-Notes 2017(17/37)
US68389XBQ79,Oracle Corp. DL-Notes 2017(17/47)
US68389XBR52,Oracle Corp. DL-Notes 2017(17/23)
US68389XBS36,Oracle Corp. DL-Notes 2017(17/24)
US68389XBT19,Oracle Corp. DL-Notes 2020(20/25)
US68389XBU81,Oracle Corp. DL-Notes 2020(20/27)
US68389XBV64,Oracle Corp. DL-Notes 2020(20/30)
US68389XBW48,Oracle Corp. DL-Notes 2020(20/40)
US68389XBX21,Oracle Corp. DL-Notes 2020(20/50)
US68389XBY04,Oracle Corp. DL-Notes 2020(20/60)
US685218AB52,Orange S.A. DL-Notes 2014(14/44)
US690742AG60,Owens Corning (New) DL-Notes 2017(17/47)
US69349HAC16,PNM Resources Inc. DL-Notes 2018(18/21)
US69351UAU79,PPL Electric Utilities Corp. DL-Bonds 2017(17/47)
US69352PAQ63,PPL Capital Funding Inc. DL-Notes 2020(20/30)
US694308HR19,PG & E Corp. DL-Notes 2016(16/46)
US694308HS91,PG & E Corp. DL-Notes 2017(17/27)
US698299AW45,"Panama, Republik DL-Bonds 2006(34-36)"
US698299BE38,"Panama, Republik DL-Bonds 2015(15/25)"
US70450YAB92,PayPal Holdings Inc. DL-Notes 2019(19/22)
US70450YAC75,PayPal Holdings Inc. DL-Notes 2019(19/24)
US70450YAD58,PayPal Holdings Inc. DL-Notes 2019(19/26)
US70450YAE32,PayPal Holdings Inc. DL-Notes 2019(19/29)
US70450YAF07,PayPal Holdings Inc. DL-Notes 2020(20/23)
US70450YAG89,PayPal Holdings Inc. DL-Notes 2020(20/25)
US70450YAH62,PayPal Holdings Inc. DL-Notes 2020(20/30)
US706451BG56,Petróleos Mexicanos (PEMEX) DL-Bonds 2006(06/35)
US706451BR12,Petróleos Mexicanos (PEMEX) DL-Notes 2009(09/38)
US713448BR89,PepsiCo Inc. DL-Notes 2010(10/20)
US713448BY31,PepsiCo Inc. DL-Notes 2012(12/22)
US713448BZ06,PepsiCo Inc. DL-Notes 2012(12/42)
US713448CG16,PepsiCo Inc. DL-Notes 2013(23)
US713448CM83,PepsiCo Inc. DL-Notes 2014(14/24)
US713448CT37,PepsiCo Inc. DL-Notes 2015(15/25)
US713448DC92,PepsiCo Inc. DL-Notes 2015(15/20)
US713448DL91,PepsiCo Inc. DL-Notes 2016(16/21)
US713448DM74,PepsiCo Inc. DL-FLR Notes 2016(21)
US713448DN57,PepsiCo Inc. DL-Notes 2016(16/26)
US713448DT28,PepsiCo Inc. DL-Notes 2017(17/22)
US713448DU90,PepsiCo Inc. DL-FLR Notes 2017(22)
US713448DV73,PepsiCo Inc. DL-Notes 2017(17/47)
US713448DX30,PepsiCo Inc. DL-Notes 2017(17/21)
US713448DY13,PepsiCo Inc. DL-Notes 2017(17/27)
US713448EL82,PepsiCo Inc. DL-Notes 2019(19/29)
US713448EM65,PepsiCo Inc. DL-Notes 2019(19/49)
US713448EP96,PepsiCo Inc. DL-Notes 2019(19/49)
US713448EQ79,PepsiCo Inc. DL-Notes 2020(20/25)
US713448ER52,PepsiCo Inc. DL-Notes 2020(20/27)
US713448ES36,PepsiCo Inc. DL-Notes 2020(20/30)
US713448ET19,PepsiCo Inc. DL-Notes 2020(20/40)
US713448EU81,PepsiCo Inc. DL-Notes 2020(20/50)
US713448EV64,PepsiCo Inc. DL-Notes 2020(20/60)
US713448EY04,PepsiCo Inc. DL-Notes 2020(20/23)
US713448EZ78,PepsiCo Inc. DL-Notes 2020(20/30)
US715638AP79,Peru DL-Bonds 2003(33)
US715638AU64,Peru DL-Bonds 2007(35-37)
US715638BM30,Peru DL-Bonds 2010(50)
US71568QAC15,PT Perusahaan Listrik Negara DL-Med.-Term Nts 2017(27)Reg.S
US71644EAJ10,Suncor Energy Inc. DL-Notes 2008(08/38)
US71645WAQ42,Petrobras Global Finance B.V. DL-Notes 2009(09/40)
US71645WAR25,Petrobras Global Finance B.V. DL-Notes 2011(21)
US71645WAS08,Petrobras Global Finance B.V. DL-Notes 2011(41)
US71647NAA72,Petrobras Global Finance B.V. DL-Notes 2013(13/43)
US71647NAF69,Petrobras Global Finance B.V. DL-Notes 2013(13/23)
US71647NAK54,Petrobras Global Finance B.V. DL-Notes 2014(14/44)
US71647NAM11,Petrobras Global Finance B.V. DL-Notes 2014(14/24)
US71647NAN93,Petrobras Global Finance B.V. DL-Notes 2015(2115)
US71647NAP42,Petrobras Global Finance B.V. DL-Notes 2016(16/21)
US71647NAQ25,Petrobras Global Finance B.V. DL-Notes 2016(16/26)
US71647NAR08,Petrobras Global Finance B.V. DL-Notes 2017(17/22)
US71647NAS80,Petrobras Global Finance B.V. DL-Notes 2017(17/27)
US71647NAV10,Petrobras Global Finance B.V. DL-Notes 2017(17/25)
US71647NAY58,Petrobras Global Finance B.V. DL-Notes 2017(17/28)
US71647NAZ24,Petrobras Global Finance B.V. DL-Notes 2018(18/29)
US71647NBG34,Petrobras Global Finance B.V. DL-Notes 2020(20/50)
US71647NBH17,Petrobras Global Finance B.V. DL-Notes 2020(20/31)
US71654QAX07,Petróleos Mexicanos (PEMEX) DL-Med.-T.Nts 2010(10/21)
US71654QAZ54,Petróleos Mexicanos (PEMEX) DL-Med.-T.Nts 2011(11/41)
US71654QBB77,Petróleos Mexicanos (PEMEX) DL-Medium-Term Nts 2012(12/22)
US71654QBE17,Petróleos Mexicanos (PEMEX) DL-Notes 2012(12/44)
US71654QBG64,Petróleos Mexicanos (PEMEX) DL-Med.-T.Nts 2013(13/23)
US71654QBH48,Petróleos Mexicanos (PEMEX) DL-Med.-T. Nts 2013(13/24)
US71654QBR20,Petróleos Mexicanos (PEMEX) DL-Notes 2014(14/45)
US71654QBU58,Petróleos Mexicanos (PEMEX) DL-M.-T. Nts 2015(15/20)
US71654QBW15,Petróleos Mexicanos (PEMEX) DL-Med.-Term Nts 2015(15/26)
US71654QBX97,Petróleos Mexicanos (PEMEX) DL-Med.-Term Notes 2016(16/46)
US71654QCB68,Petróleos Mexicanos (PEMEX) DL-M.-T. Nts 2017(17/26)
US71654QCC42,Petróleos Mexicanos (PEMEX) DL-M.-T. Nts 2017(17/47)
US71654QCD25,Petróleos Mexicanos (PEMEX) DL-M.-T. Nts 2017(17/23)
US71654QCG55,Petróleos Mexicanos (PEMEX) DL-Med.-Term Nts 18(18/27)Tr.2
US71654QCK67,Petróleos Mexicanos (PEMEX) DL-M.-T. Nts 2018(18/28)
US71654QCL41,Petróleos Mexicanos (PEMEX) DL-M.-T. Nts 2018(18/48)
US71654QCP54,Petróleos Mexicanos (PEMEX) DL-Notes 2018(18/29)
US71656MBN83,Petróleos Mexicanos (PEMEX) DL-FLR MTN 2016(22) Reg.S
US71656MBQ15,Petróleos Mexicanos (PEMEX) DL-M.-T. Nts 2016(16/27) Reg.S
US717081DE02,Pfizer Inc. DL-Notes 2013(13/43)
US717081DH33,Pfizer Inc. DL-Notes 2013(13/23)
US717081DK61,Pfizer Inc. DL-Notes 2014(14/44)
US717081DM28,Pfizer Inc. DL-Notes 2014(14/24)
US717081DV27,Pfizer Inc. DL-Notes 2016(16/26)
US717081DX82,Pfizer Inc. DL-Notes 2016(16/21)
US717081DZ31,Pfizer Inc. DL-Notes 2016(16/21)
US717081EA70,Pfizer Inc. DL-Notes 2016(16/26)
US717081EC37,Pfizer Inc. DL-Notes 2016(16/36)
US717081ED10,Pfizer Inc. DL-Notes 2016(16/46)
US717081EJ89,Pfizer Inc. DL-Notes 2018(18/38)
US717081EK52,Pfizer Inc. DL-Notes 2018(18/48)
US717081EM19,Pfizer Inc. DL-Notes 2018(18/21)
US717081ER06,Pfizer Inc. DL-Notes 2019(19/22)
US717081ES88,Pfizer Inc. DL-Notes 2019(19/24)
US717081ET61,Pfizer Inc. DL-Notes 2019(19/29)
US717081EV18,Pfizer Inc. DL-Notes 2019(19/49)
US717081EW90,Pfizer Inc. DL-Notes 2020(20/30)
US717081EX73,Pfizer Inc. DL-Notes 2020(20/25)
US717081EY56,Pfizer Inc. DL-Notes 2020(20/30)
US717081EZ22,Pfizer Inc. DL-Notes 2020(20/40)
US717081FA61,Pfizer Inc. DL-Notes 2020(20/50)
US718172AC39,Philip Morris Internat. Inc. DL-Notes 2008(38)
US718172AT63,Philip Morris Internat. Inc. DL-Notes 2012(22)
US718172AU37,Philip Morris Internat. Inc. DL-Notes 2012(42)
US718172AW92,Philip Morris Internat. Inc. DL-Notes 2013(43)
US718172BE85,Philip Morris Internat. Inc. DL-Notes 2013(23)
US718172BM02,Philip Morris Internat. Inc. DL-Notes 2014(24)
US718172BQ16,Philip Morris Internat. Inc. DL-Notes 2015(15/25)
US718172BZ15,Philip Morris Internat. Inc. DL-Notes 2017(17/22)
US718172CA54,Philip Morris Internat. Inc. DL-Notes 2017(17/22)
US718172CB38,Philip Morris Internat. Inc. DL-Notes 2017(17/27)
US718172CD93,Philip Morris Internat. Inc. DL-Notes 2017(17/22)
US718172CH08,Philip Morris Internat. Inc. DL-Notes 2019(19/24)
US718172CJ63,Philip Morris Internat. Inc. DL-Notes 2019(19/29)
US718172CN75,Philip Morris Internat. Inc. DL-Notes 2020(20/25)
US718172CP24,Philip Morris Internat. Inc. DL-Notes 2020(20/30)
US718172CQ07,Philip Morris Internat. Inc. DL-Notes 2020(20/23)
US718286AP29,Philippinen DL-Notes 2000(25)
US718286AY36,Philippinen DL-Bonds 2005(30)
US718286BB24,Philippinen DL-Bonds 2006(31)
US718286BD89,Philippinen DL-Bonds 2007(32)
US718546AH74,Phillips 66 DL-Notes 2012(12/42)
US718546AL86,Phillips 66 DL-Notes 2014(14/44)
US718546AV68,Phillips 66 DL-Notes 2020(20/25)
US718546AW42,Phillips 66 DL-Notes 2020(20/30)
US718549AD00,Phillips 66 Partners LP DL-Notes 2016(16/26)
US718549AE82,Phillips 66 Partners LP DL-Notes 2016(16/46)
US731011AT95,"Polen, Republik DL-Notes 2012(23)"
US731011AU68,"Polen, Republik DL-Notes 2016(26)"
US731572AB96,Ralph Lauren Corp. DL-Notes 2020(20/30)
US74005PBA12,Praxair Inc. DL-Notes 2012(21/22)
US74005PBF09,Praxair Inc. DL-Notes 2013(13/23)
US740189AM73,Precision Castparts Corp. DL-Notes 2015(15/25)
US74251VAR33,Principal Financial Group Inc. DL-Notes 2019(19/29)
US742718DF34,"Procter & Gamble Co., The DL-Notes 2007(07/37)"
US742718EB11,"Procter & Gamble Co., The DL-Notes 2013(13/23)"
US742718EP07,"Procter & Gamble Co., The DL-Notes 2016(16/26)"
US742718EQ89,"Procter & Gamble Co., The DL-Notes 2016(16/21)"
US742718ER62,"Procter & Gamble Co., The DL-Notes 2016(16/26)"
US742718EU91,"Procter & Gamble Co., The DL-Notes 2017(17/22)"
US742718EV74,"Procter & Gamble Co., The DL-Notes 2017(17/27)"
US742718FB02,"Procter & Gamble Co., The DL-Notes 2017(17/47)"
US742718FH71,"Procter & Gamble Co., The DL-Notes 2020(20/30)"
US742718FK01,"Procter & Gamble Co., The DL-Notes 2020(20/50)"
US74340XBM20,Prologis L.P. DL-Notes 2020(20/30)
US74340XBN03,Prologis L.P. DL-Notes 2020(20/27)
US74340XBP50,Prologis L.P. DL-Notes 2020(20/50)
US744320AV41,Prudential Financial Inc. DL-FLR Notes 2015(15/45)
US744320AW24,Prudential Financial Inc. DL-FLR Notes 2017(27/47)
US74432QCG82,Prudential Financial Inc. DL-Med.-Term Notes 2020(20/30)
US74432QCH65,Prudential Financial Inc. DL-Med.-Term Notes 2020(20/26)
US74432QCJ22,Prudential Financial Inc. DL-Med.-Term Notes 2020(20/40)
US74435KAA34,Prudential PLC DL-Notes 2020(30)
US744448CP44,Public Service Co. of Colorado DL-Bonds 2018(18/28)
US744448CQ27,Public Service Co. of Colorado DL-Bonds 2018(18/48)
US747525AE30,QUALCOMM Inc. DL-Notes 2015(15/22)
US747525AF05,QUALCOMM Inc. DL-Notes 2015(15/25)
US747525AJ27,QUALCOMM Inc. DL-Notes 2015(15/35)
US747525AK99,QUALCOMM Inc. DL-Notes 2015(15/45)
US747525AR43,QUALCOMM Inc. DL-Notes 2017(17/23)
US747525AT09,QUALCOMM Inc. DL-Notes 2017(17/24)
US747525AU71,QUALCOMM Inc. DL-Notes 2017(17/27)
US747525AV54,QUALCOMM Inc. DL-Notes 2017(17/47)
US747525BJ18,QUALCOMM Inc. DL-Notes 2020(20/50)
US747525BK80,QUALCOMM Inc. DL-Notes 2020(20/30)
US748148RZ80,"Quebec, Provinz DL-Bonds 2020(25)"
US748148SB04,"Quebec, Provinz DL-Bonds 2020(30)"
US748149AG65,"Quebec, Provinz DL-Notes 2013(23)"
US748149AM34,"Quebec, Provinz DL-Notes 2017(22)"
US748149AN17,"Quebec, Provinz DL-Notes 2017(27)"
US74834LBC37,Quest Diagnostics Inc. DL-Notes 2020(20/31)
US751212AC57,Ralph Lauren Corp. DL-Notes 2018(18/25)
US75513EAC57,Raytheon Technologies Corp. DL-Notes 2020(20/50)
US75513EAD31,Raytheon Technologies Corp. DL-Notes 2020(20/30)
US7591EPAP55,Regions Financial Corp. DL-Notes 2018(18/23)
US7591EPAQ39,Regions Financial Corp. DL-Notes 2020(20/25)
US760759AT74,Republic Services Inc. DL-Notes 2018(18/28)
US760942AY83,"Uruguay, Republik DL-Bonds 2012(43-45)"
US760942AZ58,"Uruguay, Republik DL-Bonds 2013(22-24)"
US760942BA98,"Uruguay, Republik DL-Bonds 2014(48-50)"
US760942BD38,"Uruguay, Republik DL-Bonds 2018(53-55)"
US761519BF37,Revlon Consumer Products Corp. DL-Notes 2016(16/24)
US761713AW64,Reynolds American Inc. DL-Notes 2012(12/42)
US761713BG06,Reynolds American Inc. DL-Notes 2015(15/25)
US767201AS58,Rio Tinto Finance USA Ltd. DL-Notes 2015(15/25)
US774341AH41,Rockwell Collins Inc. DL-Notes 2017(17/22)
US774341AJ07,Rockwell Collins Inc. DL-Notes 2017(17/24)
US774341AK79,Rockwell Collins Inc. DL-Notes 2017(17/27)
US774341AL52,Rockwell Collins Inc. DL-Notes 2017(17/47)
US775109BG57,Rogers Communications Inc. DL-Notes 2018(18/48)
US775109BP56,Rogers Communications Inc. DL-Notes 2019(19/49)
US77586TAA43,Rumänien DL-Med.-Term Nts 2012(22)Reg.S
US77586TAC09,Rumänien DL-Med.-Term Nts 2013(23)Reg.S
US77586TAD81,Rumänien DL-Med.-Term Nts 2014(24)Reg.S
US77586TAE64,Rumänien DL-Med.-Term Nts 2014(44)Reg.S
US776743AF34,Roper Technologies Inc. DL-Notes 2018(18/28)
US780082AD52,Royal Bank of Canada DL-Capital Notes 2016(26)
US780097AY76,"Royal Bk of Scotld Grp PLC,The DL-Notes 2013(23)"
US780097AZ42,"Royal Bk of Scotld Grp PLC,The DL-Notes 2013(23)"
US780099CH81,"Royal Bk of Scotld Grp PLC,The DL-Notes 2014(24)"
US78010XAE13,NatWest Markets PLC DL-Notes 2010(20)
US78012KJA60,Royal Bank of Canada DL-Medium-Term Notes 2015(20)
US78012KZG56,Royal Bank of Canada DL-Medium-Term Notes 2017(22)
US78013XKG24,Royal Bank of Canada DL-Medium-Term Notes 2018(21)
US78013XKH07,Royal Bank of Canada DL-FLR Med.-Term Nts 2018(21)
US78013XZU52,Royal Bank of Canada DL-Medium-Term Notes 2019(24)
US780153AU63,Royal Caribbean Cruises Ltd. DL-Notes 2012(12/22)
US78015K7D03,Royal Bank of Canada DL-Medium-Term Notes 2020(23)
US78015K7E85,Royal Bank of Canada DL-FLR Med.-Term Nts 2020(23)
US78015K7G34,Royal Bank of Canada DL-Medium-Term Notes 2020(23)
US78015K7H17,Royal Bank of Canada DL-Medium-Term Notes 2020(25)
US78387GAM50,AT & T Inc. DL-Notes 2004(04/34)
US78409VAN47,S&P Global Inc. DL-Notes 2018(18/48)
US78442FET12,Navient Corp. DL-Medium-Term Nts 2014(14/24)
US786514BA67,Safeway Inc. DL-Debts 2001(31)
US79466LAE48,salesforce.com Inc. DL-Notes 2018(18/23)
US79466LAF13,salesforce.com Inc. DL-Notes 2018(18/28)
US80281LAE56,Santander UK Group Hldgs PLC DL-Notes 2016(21)
US80282KAS50,Santander Holdings USA Inc. DL-Notes 2018(22/23)
US80282KBB17,Santander Holdings USA Inc. DL-Notes 2020(20/25)
US808513AQ89,"Schwab Corp., Charles DL-Notes 2017(17/27)"
US808513BB02,"Schwab Corp., Charles DL-Notes 2020(20/25)"
US808513BC84,"Schwab Corp., Charles DL-Notes 2020(20/30)"
US822582AS19,Shell International Finance BV DL-Notes 2012(12/22)
US822582AV48,Shell International Finance BV DL-Notes 2012(12/23)
US822582AX04,Shell International Finance BV DL-Notes 2013(13/23)
US822582AY86,Shell International Finance BV DL-Notes 2013(13/43)
US822582BD31,Shell International Finance BV DL-Notes 2015(15/25)
US822582BE14,Shell International Finance BV DL-Notes 2015(15/35)
US822582BF88,Shell International Finance BV DL-Notes 2015(15/45)
US822582BP60,Shell International Finance BV DL-Notes 2015(15/20)
US822582BQ44,Shell International Finance BV DL-Notes 2016(16/46)
US822582BS00,Shell International Finance BV DL-Notes 2016(16/21)
US822582BT82,Shell International Finance BV DL-Notes 2016(16/26)
US822582BY77,Shell International Finance BV DL-Notes 2016(16/46)
US822582BZ43,Shell International Finance BV DL-Notes 2018(18/23)
US822582CA82,Shell International Finance BV DL-FLR Notes 2018(23)
US822582CB65,Shell International Finance BV DL-Notes 2018(18/28)
US822582CC49,Shell International Finance BV DL-Notes 2019(19/24)
US822582CD22,Shell International Finance BV DL-Notes 2019(19/29)
US822582CE05,Shell International Finance BV DL-Notes 2019(19/49)
US822582CF79,Shell International Finance BV DL-Notes 2020(20/25)
US822582CG52,Shell International Finance BV DL-Notes 2020(20/30)
US822582CH36,Shell International Finance BV DL-Notes 2020(20/50)
US82481LAB53,Shire Acquisitions Inv.IE DAC DL-Notes 2016(16/21)
US82481LAD10,Shire Acquisitions Inv.IE DAC DL-Notes 2016(16/26)
US82939GAA67,Sinopec Grp Ov.Dev.(2018) Ltd. DL-Notes 2018(18/23) 144A
US830505AT07,Skandinaviska Enskilda Banken DL-Notes 2016(21)
US830505AW36,Skandinaviska Enskilda Banken DL-Notes 2017(22)
US83368TAF57,Société Générale S.A. DL-Non-Pref. MTN 2017(22)Reg.S
US83368TAG31,Société Générale S.A. DL-Non-Pref. MTN 2017(27)Reg.S
US83368TAM09,Société Générale S.A. DL-Non-Pref. MTN 2018(28)Reg.S
US83368WQ381,Société Générale S.A. DL-Med.-T. Nts 2015(16/25)
US836205AL88,"South Africa, Republic of... DL-Notes 2007(22)"
US836205AP92,"South Africa, Republic of DL-Notes 2011(41)"
US836205AQ75,"South Africa, Republic of DL-Notes 2012(24)"
US836205AR58,"South Africa, Republic of DL-Notes 2013(25)"
US836205AS32,"South Africa, Republic of DL-Notes 2014(44)"
US836205AV60,"South Africa, Republic of DL-Notes 2016(46)"
US836205AW44,"South Africa, Republic of DL-Notes 2017(27)"
US836205AX27,"South Africa, Republic of DL-Notes 2017(47)"
US836205BA15,"South Africa, Republic of DL-Notes 2019(29)"
US836205BB97,"South Africa, Republic of DL-Notes 2019(49)"
US842400GG23,Southern California Edison Co. DL-Bonds 2017(17/47) Ser.2017A
US842587CY12,The Southern Co. DL-FLR Notes 2016(22/57)
US84265VAE56,Southern Copper Corp. DL-Notes 2010(10/40)
US84265VAG05,Southern Copper Corp. DL-Notes 2012(12/42)
US84265VAH87,Southern Copper Corp. DL-Notes 2015(15/25)
US84265VAJ44,Southern Copper Corp. DL-Notes 2015(15/45)
US843646AT75,Southern Power Co. DL-Notes 2016(16/21) Ser.2016E
US843646AU49,Southern Power Co. DL-Notes 2016(16/46) Ser.2016F
US844741BF49,Southwest Airlines Co. DL-Notes 2020(20/30)
US844741BH05,Southwest Airlines Co. DL-Notes 2020(20/23)
US844741BJ60,Southwest Airlines Co. DL-Notes 2020(20/25)
US844741BK34,Southwest Airlines Co. DL-Notes 2020(20/27)
US845437BR25,Southwestern Elec. Power Co. DL-Notes 2018(18/28) Ser.M
US84756NAF69,Spectra Energy Partners L.P. DL-Notes 2015(15/25)
US84756NAG43,Spectra Energy Partners L.P. DL-Notes 2015(15/45)
US85172FAR01,Springleaf Finance Corp. DL-Notes 2019(19/29)
US852061AS99,Sprint Communications Inc. DL-Notes 2012(12/22)
US85207UAE55,Sprint Corp. DL-Notes 2014(14/21)
US85207UAF21,Sprint Corp. DL-Notes 2014(14/23)
US85207UAH86,Sprint Corp. DL-Notes 2014(14/24)
US85207UAJ43,Sprint Corp. DL-Notes 2015(15/25)
US85207UAK16,Sprint Corp. DL-Notes 2018(18/26)
US854502AL57,Stanley Black & Decker Inc. DL-Notes 2020(20/30)
US855244AD16,Starbucks Corp. DL-Notes 2013(13/23)
US855244AG47,Starbucks Corp. DL-Notes 2015(15/22)
US855244AH20,Starbucks Corp. DL-Notes 2015(15/45)
US855244AJ85,Starbucks Corp. DL-Notes 2016(16/21)
US855244AL32,Starbucks Corp. DL-Notes 2017(17/20)
US855244AM15,Starbucks Corp. DL-Notes 2017(17/47)
US855244AQ29,Starbucks Corp. DL-Notes 2018(18/25)
US855244AR02,Starbucks Corp. DL-Notes 2018(18/28)
US855244AS84,Starbucks Corp. DL-Notes 2018(18/48)
US855244AT67,Starbucks Corp. DL-Notes 2019(19/29)
US855244AU31,Starbucks Corp. DL-Notes 2019(19/49)
US855244AV14,Starbucks Corp. DL-Notes 2020(20/27)
US855244AW96,Starbucks Corp. DL-Notes 2020(20/30)
US855244AX79,Starbucks Corp. DL-Notes 2020(20/50)
US855244AY52,Starbucks Corp. DL-Notes 2020(20/22)
US855244AZ28,Starbucks Corp. DL-Notes 2020(20/30)
US857477AL77,State Street Corp. DL-Notes 2013(23)
US857477BD43,State Street Corp. DL-FLR Notes 2018(28/29)
US857477BE26,State Street Corp. DL-FLR Notes 2019(24/25)
US857477BF90,State Street Corp. DL-FLR Notes 2019(29/34)
US857477BG73,State Street Corp. DL-Notes 2020(30)
US857524AA08,"Polen, Republik DL-Notes 2011(21)"
US857524AB80,"Polen, Republik DL-Notes 2011(22)"
US857524AC63,"Polen, Republik DL-Notes 2014(24)"
US85771PAE25,Equinor ASA DL-Notes 2011(11/41)
US85771PAG72,Equinor ASA DL-Notes 2012(12/23)
US85771PAK84,Equinor ASA DL-Notes 2013(13/24)
US85771PAN24,Equinor ASA DL-Notes 2013(13/24)
US85771PAX06,Equinor ASA DL-Notes 2014(14/24)
US858119BL37,Steel Dynamics Inc. DL-Notes 2020(20/25)
US858119BM10,Steel Dynamics Inc. DL-Notes 2020(20/31)
US863667BA85,Stryker Corp. DL-Notes 2020(20/25)
US86562MBS89,Sumitomo Mitsui Financ. Group DL-Notes 2019(29)
US86562MBU36,Sumitomo Mitsui Financ. Group DL-Notes 2019(29)
US87165BAN38,Synchrony Financial DL-Notes 2019(19/24)
US87165BAP85,Synchrony Financial DL-Notes 2019(19/29)
US871829BF39,Sysco Corp. DL-Notes 2017(17/27)
US871829BG12,Sysco Corp. DL-Notes 2018(18/25)
US871829BH94,Sysco Corp. DL-Notes 2018(18/48)
US871829BJ50,Sysco Corp. DL-Notes 2020(20/50)
US871829BL07,Sysco Corp. DL-Notes 2020(20/30)
US871829BM89,Sysco Corp. DL-Notes 2020(20/40)
US871829BN62,Sysco Corp. DL-Notes 2020(20/50)
US871829BP11,Sysco Corp. DL-Notes 2020(20/25)
US87264AAJ43,T-Mobile USA Inc. DL-Notes 2013(13/24)
US87264AAM71,T-Mobile USA Inc. DL-Notes 2014(14/23)
US87264AAN54,T-Mobile USA Inc. DL-Notes 2014(14/25)
US87264AAP03,T-Mobile USA Inc. DL-Notes 2015(15/26)
US87264AAQ85,T-Mobile USA Inc. DL-Notes 2016(16/24)
US87264AAR68,T-Mobile USA Inc. DL-Notes 2017(17/22)
US87264AAS42,T-Mobile USA Inc. DL-Notes 2017(17/25)
US87264AAT25,T-Mobile USA Inc. DL-Notes 2017(17/27)
US87264AAU97,T-Mobile USA Inc. DL-Notes 2018(18/26)
US87264AAV70,T-Mobile USA Inc. DL-Notes 2018(18/28)
US87612BBN10,Targa Resources Part.L.P./Fin. DL-Notes 2019(19/29)
US87612EBJ47,Target Corp. DL-Notes 2020(20/30)
US878237AG14,Tech Data Corp. DL-Notes 2017(17/22)
US878742AE55,Teck Resources Ltd. DL-Notes 2005(05/35)
US878744AB72,Teck Resources Ltd. DL-Notes 2012(12/42)
US87927VAF58,Telecom Italia Capital S.A. DL-Notes 2004(04/33)
US87927VAM00,Telecom Italia Capital S.A. DL-Notes 2004(04/34)
US87927VAR96,Telecom Italia Capital S.A. DL-Notes 2006(06/36)
US87927VAV09,Telecom Italia Capital S.A. DL-Notes 2008(08/38)
US87938WAT09,Telefonica Emisiones S.A.U. DL-Notes 2017(17/27)
US87938WAU71,Telefonica Emisiones S.A.U. DL-Notes 2017(17/47)
US87938WAV54,Telefonica Emisiones S.A.U. DL-Notes 2018(18/38)
US87938WAW38,Telefonica Emisiones S.A.U. DL-Notes 2018(18/48)
US87971MBH51,TELUS Corp. DL-Notes 2018(18/48)
