Identifier,ISIN,Issuer,Coupon,Maturity,Subordinated,Currency,Next Interest Date
217983986,US06738EBB02,Barclays PLC,"4,338 %",16.05.2024,Nein,US Dollar,16.11.2020
217983987,US06738EBC84,Barclays PLC,"1,766 %",16.05.2024,Nein,US Dollar,17.08.2020
252037709,DE000BLB7R68,Bayerische Landesbank,"0,400 %",16.05.2024,Nein,Euro,16.05.2021
254995364,US04522KAA43,Asian Infrastructure Investment Bank (AIIB),"2,250 %",16.05.2024,Nein,US Dollar,16.11.2020
256186483,XS1992924552,CCBL Cayman 1 Corp. Ltd.,"3,500 %",16.05.2024,Nein,US Dollar,16.11.2020
118338107,DE000LB0Z0N3,Landesbank Baden-W&#252;rttemberg,"1,100 %",17.05.2024,Nein,Euro,17.05.2021
159944350,DE000DE04WN0,Deutsche Bank AG,"1,000 %",17.05.2024,Nein,Euro,17.08.2020
161113436,DE000DHY4648,Deutsche Hypothekenbank A.-G.,"0,250 %",17.05.2024,Nein,Euro,17.05.2021
161193190,XS1410417544,Kellogg Co.,"1,000 %",17.05.2024,Nein,Euro,17.05.2021
175272645,XS1520899532,Abbvie Inc.,"1,375 %",17.05.2024,Nein,Euro,17.05.2021
188261321,XS1611167856,HELLA GmbH &amp; Co. KGaA,"1,000 %",17.05.2024,Nein,Euro,17.05.2021
188405547,XS1600704982,Vivat NV,"2,375 %",17.05.2024,Nein,Euro,17.05.2021
188405553,XS1613238457,Hypo Vorarlberg Bank AG,"0,375 %",17.05.2024,Nein,Euro,17.05.2021
188405557,XS1614722806,Caixabank S.A.,"1,125 %",17.05.2024,Nein,Euro,17.05.2021
188782606,US172967LL34,Citigroup Inc.,"1,486 %",17.05.2024,Nein,US Dollar,17.08.2020
254869133,FR0013420023,HSBC France S.A.,"0,250 %",17.05.2024,Nein,Euro,17.05.2021
255255772,US14913Q2V06,Caterpillar Financial Services Corp.,"2,850 %",17.05.2024,Nein,US Dollar,17.11.2020
274843938,XS1613146411,African Development Bank,-,17.05.2024,Nein,Indische Rupie,-
188495413,CH0365501516,UBS Group AG,"0,625 %",18.05.2024,Nein,Schweizer Franken,18.05.2021
218223564,US404280BR94,HSBC Holdings PLC,"1,386 %",18.05.2024,Nein,US Dollar,18.08.2020
218223565,US404280BS77,HSBC Holdings PLC,"3,950 %",18.05.2024,Nein,US Dollar,18.11.2020
209327235,,[],,,,,
102787568,XS1068871448,BNP Paribas S.A.,"2,375 %",20.05.2024,Nein,Euro,20.05.2021
102918199,XS1069521083,Credit Agricole S.A. London Branch,"2,375 %",20.05.2024,Nein,Euro,20.05.2021
150544608,USN1384FAB15,Bharti Airtel International Netherlands BV,"5,350 %",20.05.2024,Nein,US Dollar,20.11.2020
161315872,XS1411535799,Johnson &amp; Johnson,"0,650 %",20.05.2024,Nein,Euro,06.05.2021
189301927,US747525AT09,QUALCOMM Inc.,"2,900 %",20.05.2024,Nein,US Dollar,20.11.2020
229859305,AU3CB0216141,BNG Bank N.V.,"5,250 %",20.05.2024,Nein,Australischer Dollar,09.11.2020
254995781,XS1998797663,National Australia Bank Ltd.,"0,250 %",20.05.2024,Nein,Euro,20.05.2021
282950353,XS2121467497,Landsbankinn HF,"0,500 %",20.05.2024,Nein,Euro,20.05.2021
294708851,XS2177552390,Amadeus IT Group S.A.,"2,500 %",20.05.2024,Nein,Euro,20.05.2021
19636380,US195325BD67,"Kolumbien, Staat","8,125 %",21.05.2024,Nein,US Dollar,21.11.2020
98117628,ES0000101602,Comunidad Autonoma de Madrid,"4,125 %",21.05.2024,Nein,Euro,21.05.2021
102918182,XS1069448220,"Ontario, Region","1,875 %",21.05.2024,Nein,Euro,21.05.2021
102918207,XS1069549761,Banque Federative du Credit Mutuel - BFCM,"3,000 %",21.05.2024,Ja,Euro,21.05.2021
103201772,AT0000A178C2,Erste Group Bank AG,"2,250 %",21.05.2024,Nein,Euro,21.05.2021
103776746,DE000A11QNT1,Kreissparkasse Ludwigsburg,"1,750 %",21.05.2024,Nein,Euro,21.05.2021
255255252,XS1989704843,Rongshi International Finance Ltd.,"3,250 %",21.05.2024,Nein,US Dollar,21.11.2020
259974273,,[],,,,,
292807324,DE000DB9U1K0,Deutsche Bank AG,"1,000 %",21.05.2024,Nein,Euro,21.05.2021
102846223,XS1069836077,Linde Finance B.V.,"1,875 %",22.05.2024,Nein,Euro,22.05.2021
102972477,XS1068874970,Citigroup Inc.,"2,375 %",22.05.2024,Nein,Euro,22.05.2021
103086159,USP1905CAE05,BRF S.A.,"4,750 %",22.05.2024,Nein,US Dollar,22.11.2020
103352294,US031162BV19,Amgen Inc.,"3,625 %",22.05.2024,Nein,US Dollar,22.11.2020
181236526,HK0000200706,"China, Staat","4,000 %",22.05.2024,Nein,Chinesischer Renminbi Yuan,23.11.2020
188495414,DE000A19HCW0,JAB Holdings B.V.,"1,250 %",22.05.2024,Nein,Euro,22.05.2021
188600851,XS1616341829,Soci&#233;t&#233; G&#233;n&#233;rale S.A.,"0,520 %",22.05.2024,Nein,Euro,24.08.2020
188684576,XS1616410061,E.ON SE,"0,875 %",22.05.2024,Nein,Euro,22.05.2021
218436423,DE000A2GSLL7,Deutsche Pfandbriefbank AG,"0,500 %",22.05.2024,Nein,Euro,22.05.2021
255270854,XS1999902502,Emerson Electric Co.,"0,375 %",22.05.2024,Nein,Euro,08.05.2021
255402031,DE000LB2CJ88,Landesbank Baden-W&#252;rttemberg,"2,500 %",22.05.2024,Nein,Euro,22.05.2021
295310790,US780097BN03,The Royal Bank of Scotland Group PLC,"2,359 %",22.05.2024,Nein,US Dollar,22.11.2020
102846192,XS1069552393,Heathrow Funding Ltd.,"1,875 %",23.05.2024,Nein,Euro,09.05.2021
188782593,AT0000A1W509,Hypo Tirol Bank AG,"0,500 %",23.05.2024,Nein,Euro,23.05.2021
188782594,BE0002280494,Groupe Bruxelles Lambert S.A. GBL,"1,375 %",23.05.2024,Nein,Euro,23.05.2021
188782595,DE000A2DAFL4,Hamburger Sparkasse AG,"0,375 %",23.05.2024,Nein,Euro,23.05.2021
203954146,CH0385997090,Cembra Money Bank AG,"0,250 %",23.05.2024,Nein,Schweizer Franken,23.05.2021
255390792,US471048BY30,Japan Bank for International Cooperation,"2,500 %",23.05.2024,Nein,US Dollar,23.11.2020
255390794,XS1992940913,Shougang Corp.,"4,000 %",23.05.2024,Nein,US Dollar,23.11.2020
145251755,DE000BLB3TX7,Bayerische Landesbank,"1,200 %",24.05.2024,Nein,Euro,24.05.2021
159106814,DE000BLB30T5,Bayerische Landesbank,"0,750 %",24.05.2024,Nein,Euro,24.05.2021
159197084,DE000BLB3023,Bayerische Landesbank,"0,750 %",24.05.2024,Nein,Euro,24.05.2021
161315943,XS1405782407,Kraft Heinz Foods Co.,"1,500 %",24.05.2024,Nein,Euro,10.05.2021
161589639,BE6286963051,Barry Callebaut Services N.V.,"2,375 %",24.05.2024,Nein,Euro,24.05.2021
188891796,DE000CZ40L63,Commerzbank AG,"1,125 %",24.05.2024,Nein,Euro,24.05.2021
189501945,XS1622379698,European Investment Bank (EIB),"3,000 %",24.05.2024,Nein,Polnischer Zloty New,24.05.2021
245419073,XS1950839677,European Investment Bank (EIB),"0,050 %",24.05.2024,Nein,Euro,24.05.2021
254866602,DE000A2GSWY7,Terragon AG,"6,500 %",24.05.2024,Nein,Euro,24.05.2021
255283872,DE000LB2CHW4,Landesbank Baden-W&#252;rttemberg,"0,375 %",24.05.2024,Nein,Euro,24.05.2021
255680787,FR0013421674,SFIL S.A.,"0,000 %",24.05.2024,Nein,Euro,24.05.2021
261666909,AT000B014675,Raiffeisen Bank International AG,"0,587 %",24.05.2024,Nein,Euro,24.05.2021
92040508,FR0011619436,"Frankreich, Staat","2,250 %",25.05.2024,Nein,Euro,25.05.2021
98355388,FR0011755156,UNEDIC - Union Nationale Interprofessionnelle pur l&#39;Emploi dans l&#39;Industrie et le Commerce,"2,375 %",25.05.2024,Nein,Euro,25.05.2021
160449560,FR0011654771,Bpifrance Financement SA,"2,500 %",25.05.2024,Nein,Euro,25.05.2021
184212003,CZ0001002547,"Tschechien, Staat","5,700 %",25.05.2024,Nein,Tschechische Krone,26.04.2021
161668377,XS1415535340,Coca-Cola European Partners PLC,"1,125 %",26.05.2024,Nein,Euro,26.05.2021
188782605,FR0013257623,LVMH Moet Hennessy Louis Vuitton SE,"0,750 %",26.05.2024,Nein,Euro,26.05.2021
103393408,XS1072141861,ADIF Alta Velocidad,"3,500 %",27.05.2024,Nein,Euro,27.05.2021
147919692,BE0002239086,Elia Transmission Belgium S.A./N.V.,"1,375 %",27.05.2024,Nein,Euro,27.05.2021
161668346,ES0457089011,"Eurocaja Rural, Sociedad Cooperativa de Credito","0,875 %",27.05.2024,Nein,Euro,27.05.2021
185815355,DE000LB1DTX7,Landesbank Baden-W&#252;rttemberg,"0,500 %",27.05.2024,Nein,Euro,27.05.2021
215905010,DE000LB1P5X2,Landesbank Baden-W&#252;rttemberg,"0,550 %",27.05.2024,Nein,Euro,27.05.2021
229859307,AU3CB0220960,Commonwealth Bank of Australia,"4,750 %",27.05.2024,Nein,Australischer Dollar,27.11.2020
103267913,XS1071713470,Carlsberg Breweries A/S,"2,500 %",28.05.2024,Nein,Euro,28.05.2021
103267917,DE000A11QER4,Land Brandenburg,"1,625 %",28.05.2024,Nein,Euro,28.05.2021
103537022,US780099CH81,The Royal Bank of Scotland Group PLC,"5,125 %",28.05.2024,Ja,US Dollar,28.11.2020
103597391,AT0000A183S8,Erste Group Bank AG,"2,150 %",28.05.2024,Nein,Euro,28.05.2021
255850496,XS2002491517,NatWest Markets PLC,"1,000 %",28.05.2024,Nein,Euro,28.05.2021
256007654,XS2003442436,AIB Group PLC,"1,250 %",28.05.2024,Nein,Euro,28.05.2021
295626415,DE000LB2CS20,Landesbank Baden-W&#252;rttemberg,"0,127 %",28.05.2024,Nein,Euro,28.05.2021
299830477,USY2836BAN48,Hong Kong,"2,500 %",28.05.2024,Nein,US Dollar,28.11.2019
64645270,XS0787786440,BHP Billiton Finance Ltd.,"3,000 %",29.05.2024,Nein,Euro,29.05.2021
219340583,CH0373476776,Graub&#252;ndner Kantonalbank,"0,125 %",29.05.2024,Nein,Schweizer Franken,29.05.2021
253241047,DE000LB118P3,Landesbank Baden-W&#252;rttemberg,"0,200 %",29.05.2024,Nein,Euro,29.05.2021
256007649,XS2003512824,Dexia Credit Local S.A.,"0,000 %",29.05.2024,Nein,Euro,29.05.2021
256339569,XS2001732101,Huarong Finance 2019 Co. Ltd.,"3,750 %",29.05.2024,Nein,US Dollar,29.11.2020
295619793,XS2176895469,"&#196;gypten, Staat","5,750 %",29.05.2024,Nein,US Dollar,29.11.2020
64581446,XS0787527349,Philip Morris International Inc.,"2,875 %",30.05.2024,Nein,Euro,16.05.2021
103750317,US25152RXA66,"Deutsche Bank AG, London","3,700 %",30.05.2024,Nein,US Dollar,30.11.2020
148161183,FR0013063609,Danone S.A.,"1,250 %",30.05.2024,Nein,Euro,30.05.2021
161432105,XS1414146669,Kreditanstalt f&#252;r Wiederaufbau,"0,050 %",30.05.2024,Nein,Euro,30.05.2021
189315710,FI4000260807,Kemira Oy,"1,750 %",30.05.2024,Nein,Euro,30.05.2021
196491327,NZADBDT007C4,Asian Development Bank,"3,500 %",30.05.2024,Nein,Neuseel&#228;ndischer Dollar,21.11.2020
215899774,DE000DM338J7,Deutsche Bank AG,"1,100 %",30.05.2024,Nein,Euro,30.05.2021
219473374,CH0409938153,D&#228;twyler Holding AG,"0,625 %",30.05.2024,Nein,Schweizer Franken,30.05.2021
230255732,US251526BY45,Deutsche Bank AG,"3,700 %",30.05.2024,Nein,US Dollar,30.11.2020
254064120,XS1987729412,Fnac Darty,"1,875 %",30.05.2024,Nein,Euro,16.11.2020
256191661,XS1998025008,Sumitomo Mitsui Financial Group Inc.,"0,465 %",30.05.2024,Nein,Euro,30.05.2021
189301855,FR0013259116,SEB S.A.,"1,500 %",31.05.2024,Nein,Euro,31.05.2021
189302012,XS1622193248,Co&#246;peratieve Rabobank U.A.,"0,250 %",31.05.2024,Nein,Euro,31.05.2021
189392371,FR0013258936,Credit Mutuel Arkea,"1,250 %",31.05.2024,Nein,Euro,31.05.2021
189694384,US912828XT22,"USA, Staat","2,000 %",31.05.2024,Nein,US Dollar,30.11.2020
191592909,XS1577961516,GTLK Europe DAC,"5,125 %",31.05.2024,Nein,US Dollar,30.11.2020
259345987,XS1610693290,The Goldman Sachs Group Inc.,"3,000 %",31.05.2024,Nein,US Dollar,31.05.2021
103352240,US887317AV76,Warner Media LLC,"3,550 %",01.06.2024,Nein,US Dollar,01.12.2020
106299013,US55616XAL10,Macy&#39;s Retail Holdings Inc.,"3,625 %",01.06.2024,Nein,US Dollar,01.12.2020
150895014,US631103AF50,Nasdaq Inc.,"4,250 %",01.06.2024,Nein,US Dollar,01.12.2020
180202938,CA135087B451,"Kanada, Staat","2,500 %",01.06.2024,Nein,Kanadischer Dollar,01.12.2020
187827686,US824348AV80,Sherwin-Williams Co.,"3,125 %",01.06.2024,Nein,US Dollar,01.12.2020
189392375,XS1620176831,Oman Sovereign Sukuk S.A.O.C,"4,397 %",01.06.2024,Nein,US Dollar,01.12.2020
189501947,XS1622624242,Allergan Funding SCS,"1,250 %",01.06.2024,Nein,Euro,17.05.2021
189694385,US983919AJ06,Xilinx Inc.,"2,950 %",01.06.2024,Nein,US Dollar,01.12.2020
218537039,US172967MA69,Citigroup Inc.,"1,373 %",01.06.2024,Nein,US Dollar,01.09.2020
218537274,US172967LZ20,Citigroup Inc.,"4,044 %",01.06.2024,Nein,US Dollar,01.12.2020
250081674,US377373AG03,GlaxoSmithKline Capital PLC,"3,000 %",01.06.2024,Nein,US Dollar,01.12.2020
280397077,US00206RHR66,AT &amp; T Inc.,"3,550 %",01.06.2024,Nein,US Dollar,01.12.2020
295767862,US46647PBQ81,JPMorgan Chase &amp; Co.,"1,514 %",01.06.2024,Nein,US Dollar,01.12.2020
189302009,XS1619992883,G4S International Finance PLC,"1,500 %",02.06.2024,Nein,Euro,02.06.2021
295960878,US95000U2R36,Wells Fargo &amp; Co.,"1,654 %",02.06.2024,Nein,US Dollar,02.12.2020
103655569,DE000A11QEJ1,"Berlin, Region","1,625 %",03.06.2024,Nein,Euro,03.06.2021
126719525,CA642869AJ00,"Provinz New Brunswick, Region","3,650 %",03.06.2024,Nein,Kanadischer Dollar,03.12.2020
131473964,DE000BLB3BQ9,Bayerische Landesbank,"0,600 %",03.06.2024,Nein,Euro,03.06.2021
134187388,AT0000A1EEY2,Erste Group Bank AG,"0,800 %",03.06.2024,Nein,Euro,03.09.2020
162224080,XS1425274484,HeidelbergCement AG,"2,250 %",03.06.2024,Nein,Euro,03.06.2021
256191683,XS2004366287,Nationwide Building Society,"0,050 %",03.06.2024,Nein,Euro,03.06.2021
274508240,CH0244717978,Auchan Holding S.A.,"1,500 %",03.06.2024,Nein,Schweizer Franken,03.06.2021
293529056,DE000LB13ME0,Landesbank Baden-W&#252;rttemberg,"0,200 %",03.06.2024,Nein,Euro,03.06.2021
103745383,XS1074382893,Wells Fargo &amp; Co.,"2,125 %",04.06.2024,Nein,Euro,04.06.2021
104129243,XS1072644427,Credit Agricole CIB Financial Solutions,"2,100 %",04.06.2024,Nein,Euro,04.06.2021
248139198,US2027A1KB26,Commonwealth Bank of Australia,"3,350 %",04.06.2024,Nein,US Dollar,04.12.2020
248139199,US2027A1KC09,Commonwealth Bank of Australia,"1,151 %",04.06.2024,Nein,US Dollar,04.09.2020
256339562,XS2003420465,Bank of Queensland Ltd.,"0,125 %",04.06.2024,Nein,Euro,04.06.2021
293511136,DE000BLB81S0,Bayerische Landesbank,"0,260 %",04.06.2024,Nein,Euro,04.06.2021
294580207,DE000DB9U1P9,Deutsche Bank AG,"1,000 %",04.06.2024,Nein,Euro,04.06.2021
104018998,FR0011951771,Air Liquide Finance,"1,875 %",05.06.2024,Nein,Euro,05.06.2021
134067135,DE000A13SWZ1,DZ HYP AG,"0,625 %",05.06.2024,Nein,Euro,05.06.2021
256191707,DE000BLB7VN5,Bayerische Landesbank,"0,130 %",05.06.2024,Nein,Euro,05.12.2020
295960887,XS2182055181,Siemens Financieringsmaatschappij N.V.,"0,250 %",05.06.2024,Nein,Euro,05.06.2021
189501936,US075887BV02,"Becton, Dickinson &amp; Co.","3,363 %",06.06.2024,Nein,US Dollar,06.12.2020
220236805,CH0417086060,Westpac Banking Corp.,"0,400 %",06.06.2024,Nein,Schweizer Franken,06.06.2021
253781016,DE000BLB7TV2,Bayerische Landesbank,"0,400 %",06.06.2024,Nein,Euro,06.06.2021
255390845,DE000BLB7U55,Bayerische Landesbank,"0,330 %",06.06.2024,Nein,Euro,06.06.2021
256334068,NO0010851728,H&#246;rmann Industries GmbH,"4,500 %",06.06.2024,Nein,Euro,03.06.2021
162545973,XS1428771809,BNG Bank N.V.,"0,250 %",07.06.2024,Nein,Euro,07.06.2021
189905802,FI4000261201,Neste Corp.,"1,500 %",07.06.2024,Nein,Euro,07.06.2021
189905809,XS1623404412,U.S. Bancorp,"0,850 %",07.06.2024,Nein,Euro,24.05.2021
189905814,XS1626191107,Nederlandse Waterschapsbank N.V.,"0,250 %",07.06.2024,Nein,Euro,07.06.2021
189905822,XS1626933102,BNP Paribas S.A.,"0,398 %",07.06.2024,Nein,Euro,07.09.2020
190354623,CH0361532895,Partners Group Holding AG,"0,150 %",07.06.2024,Nein,Schweizer Franken,07.06.2021
190359292,CH0365501508,Korea Expressway Corp.,"0,250 %",07.06.2024,Nein,Schweizer Franken,07.06.2021
232526170,CH0185831366,"Lausanne, Stadt","1,250 %",07.06.2024,Nein,Schweizer Franken,07.06.2021
248264059,XS1958532829,Vanke Real Estate (Hong Kong) Co. Ltd.,"4,200 %",07.06.2024,Nein,US Dollar,07.12.2020
258196544,US80282KAW62,Santander Holdings USA Inc.,"3,500 %",07.06.2024,Nein,US Dollar,07.12.2020
153630011,DE000BLB3X07,Bayerische Landesbank,"0,500 %",09.06.2024,Nein,Euro,09.09.2020
296686535,XS2132337697,Mitsubishi UFJ Financial Group Inc.,"0,978 %",09.06.2024,Nein,Euro,09.06.2021
104129286,XS1075218799,Barclays Bank PLC,"2,250 %",10.06.2024,Nein,Euro,10.06.2021
104492392,US58013MES98,McDonald&#39;s Corp.,"3,250 %",10.06.2024,Nein,US Dollar,10.12.2020
104492407,XS1075371986,"Korea, Staat","2,125 %",10.06.2024,Nein,Euro,27.05.2021
106421501,DE000A1RQB11,"Hessen, Region","1,375 %",10.06.2024,Nein,Euro,10.06.2021
162673199,ES0413860547,Banco de Sabadell S.A.,"0,625 %",10.06.2024,Nein,Euro,10.06.2021
174005594,XS1431730388,Nordic Investment Bank,"0,125 %",10.06.2024,Nein,Euro,10.06.2021
219950593,XS1830986326,Volkswagen Bank GmbH,"1,250 %",10.06.2024,Nein,Euro,10.06.2021
257987267,XS2004880832,Mizuho Financial Group Inc.,"0,523 %",10.06.2024,Nein,Euro,10.06.2021
258368312,US04010LAX10,Ares Capital Corp.,"4,200 %",10.06.2024,Nein,US Dollar,10.12.2020
276008800,DE000LB13FV8,Landesbank Baden-W&#252;rttemberg,"0,100 %",10.06.2024,Nein,Euro,10.06.2021
296486505,DE000LB2CS95,Landesbank Baden-W&#252;rttemberg,"0,110 %",10.06.2024,Nein,Euro,10.06.2021
65416434,FR0011266527,A&#233;roports de Paris,"3,125 %",11.06.2024,Nein,Euro,11.06.2021
72568765,CH0127181177,"Schweiz, Staat","1,250 %",11.06.2024,Nein,Schweizer Franken,11.06.2021
104237339,DE000A1R0709,Kreditanstalt f&#252;r Wiederaufbau,"1,500 %",11.06.2024,Nein,Euro,11.06.2021
162735818,AU3CB0237907,The Coca-Cola Co.,"3,250 %",11.06.2024,Nein,Australischer Dollar,04.12.2020
220243259,AT0000A21LM3,Erste Group Bank AG,"0,400 %",11.06.2024,Nein,Euro,11.09.2020
257806827,XS1935188422,Industrial &amp; Commercial Bank of China (Luxembourg Branch),"1,145 %",11.06.2024,Nein,US Dollar,11.09.2020
104401266,XS1028952312,Brambles Finance Ltd.,"2,375 %",12.06.2024,Nein,Euro,12.06.2021
104401277,ES0413211816,Banco Bilbao Vizcaya Argentaria S.A. (BBVA),"2,250 %",12.06.2024,Nein,Euro,12.06.2021
189997261,XS1625975153,Otto GmbH &amp; Co. KG,"1,875 %",12.06.2024,Nein,Euro,12.06.2021
226987020,US00206RGD89,AT &amp; T Inc.,"1,498 %",12.06.2024,Nein,US Dollar,14.09.2020
255283831,DE000LB11975,Landesbank Baden-W&#252;rttemberg,"0,150 %",12.06.2024,Nein,Euro,12.06.2021
258200867,XS2009011771,Capital One Financial Corp.,"0,800 %",12.06.2024,Nein,Euro,12.06.2021
259345961,XS1762729538,Citigroup Global Markets Holdings Inc.,"3,000 %",12.06.2024,Nein,US Dollar,12.06.2021
162923738,FR0013182839,Air Liquide Finance,"0,750 %",13.06.2024,Nein,Euro,13.06.2021
189905973,XS1626574708,Metso Outotec Corp.,"1,125 %",13.06.2024,Nein,Euro,13.06.2021
192408101,DE000HVB2EB9,UniCredit Bank AG,"1,000 %",13.06.2024,Nein,Euro,13.06.2021
220345253,DE000A2LQP36,Stadtsparkasse M&#252;nchen,"0,375 %",13.06.2024,Nein,Euro,13.06.2021
258200865,XS1843434959,MMK International Capital DAC,"4,375 %",13.06.2024,Nein,US Dollar,13.12.2020
65849246,XS0792977984,Alliander N.V.,"2,875 %",14.06.2024,Nein,Euro,14.06.2021
190359303,XS1629737625,"Ontario, Region","0,375 %",14.06.2024,Nein,Euro,14.06.2021
217635227,DE000LB1P753,Landesbank Baden-W&#252;rttemberg,"0,550 %",14.06.2024,Nein,Euro,14.06.2021
258368310,US701094AM61,Parker-Hannifin Corp.,"2,700 %",14.06.2024,Nein,US Dollar,14.12.2020
258368315,DE000A2YNQW7,Bilfinger SE,"4,500 %",14.06.2024,Nein,Euro,14.06.2021
259477812,XS2010158553,Cabot Financial Luxembourg S.A.,"6,375 %",14.06.2024,Nein,Euro,02.07.2020
264828296,USU2339CDV73,Daimler Finance North America LLC,"2,700 %",14.06.2024,Nein,US Dollar,14.12.2020
161939722,XS1419661118,Hanesbrands Finance Luxembourg SCA,"3,500 %",15.06.2024,Nein,Euro,02.12.2020
163098239,XS1433214449,Cemex Finance LLC,"4,625 %",15.06.2024,Nein,Euro,02.12.2020
163168011,FR0013183431,Regie Autonome des Transports Parisiens,"0,375 %",15.06.2024,Nein,Euro,15.06.2021
163830270,USU2526DAH27,Dell International LLC/EMC Corp.,"7,125 %",15.06.2024,Nein,US Dollar,15.12.2020
175692329,US85207UAH86,Sprint Corp.,"7,125 %",15.06.2024,Nein,US Dollar,15.12.2020
183112374,XS1574686264,Rexel S.A.,"2,625 %",15.06.2024,Nein,Euro,02.12.2020
191169102,XS1634001892,Ocado Group PLC,"4,000 %",15.06.2024,Nein,Britisches Pfund,02.12.2020
206305985,US75884RAT05,Regency Centers L.P.,"3,750 %",15.06.2024,Nein,US Dollar,15.12.2020
255389266,US94106LBF58,Waste Management Inc.,"2,950 %",15.06.2024,Nein,US Dollar,15.12.2020
104713947,US172967HT16,Citigroup Inc.,"3,750 %",16.06.2024,Nein,US Dollar,16.12.2020
191169100,XS1625994618,VEON Holdings B.V.,"4,950 %",16.06.2024,Nein,US Dollar,16.12.2020
131246645,USP3059UAA80,Companhia Brasileira de Aluminio S.A.,"4,750 %",17.06.2024,Nein,US Dollar,01.12.2020
134710915,FR0012790327,Gecina S.A.,"2,000 %",17.06.2024,Nein,Euro,17.06.2021
270773943,XS2066706818,ENEL Finance International N.V.,"0,000 %",17.06.2024,Nein,Euro,17.06.2021
298369504,SK4000017398,"Slowakei, Staat","0,000 %",17.06.2024,Nein,Euro,17.06.2021
104714005,DE000A12TWL1,"Mecklenburg-Vorpommern, Region","1,625 %",18.06.2024,Nein,Euro,18.06.2021
104914636,AT0000A17WG0,Erste Group Bank AG,"2,200 %",18.06.2024,Nein,Euro,18.06.2021
104995155,XS1077883012,Emirates Telecommunications Group Co. PJSC,"3,500 %",18.06.2024,Nein,US Dollar,18.12.2020
105002896,DE000DKB0333,Deutsche Kreditbank AG,"1,625 %",18.06.2024,Nein,Euro,18.06.2021
220702399,DE000LB1P993,Landesbank Baden-W&#252;rttemberg,"0,220 %",18.06.2024,Nein,Euro,18.09.2020
220788716,FI4000331004,Outokumpu Oyj,"4,125 %",18.06.2024,Nein,Euro,18.12.2020
257590898,DE000A2TSEB6,Joh. Friedrich Behrens AG,"6,250 %",18.06.2024,Nein,Euro,18.12.2020
258892736,XS2013536029,Svenska Handelsbanken AB,"0,125 %",18.06.2024,Nein,Euro,18.06.2021
104907903,FR0011991306,Credit Mutuel - CIC Home Loan SFH,"1,750 %",19.06.2024,Nein,Euro,19.06.2021
105066899,XS1079726334,Bank of America Corporation,"2,375 %",19.06.2024,Nein,Euro,19.06.2021
106803281,XS1079233810,"Marokko, Staat","3,500 %",19.06.2024,Nein,Euro,19.06.2021
149064564,XS1028951264,Turk Telekomunikasyon A.S.,"4,875 %",19.06.2024,Nein,US Dollar,05.12.2020
190564266,XS1628004779,VVO-yhtym&#228; Oyj,"1,500 %",19.06.2024,Nein,Euro,19.06.2021
203005530,XS1719154574,Diageo Finance PLC,"0,500 %",19.06.2024,Nein,Euro,19.06.2021
259195077,US50064FAR55,"Korea, Staat","2,000 %",19.06.2024,Nein,US Dollar,19.12.2020
259344017,FR0013426426,Caisse des Depots et Consignnations,"0,000 %",19.06.2024,Nein,Euro,19.06.2021
259344053,XS2014288158,OP Yrityspankki Oyj,"0,375 %",19.06.2024,Nein,Euro,19.06.2021
259476796,XS2014287937,Banco Santander S.A.,"0,250 %",19.06.2024,Nein,Euro,19.06.2021
259477834,XS2006909407,Bright Food Singapore Holdings Pte. Ltd.,"1,375 %",19.06.2024,Nein,Euro,19.06.2021
292076313,AU3CB0264265,National Australia Bank Ltd.,"2,150 %",19.06.2024,Nein,Australischer Dollar,12.12.2020
101533678,IT0006729377,Barclays Bank PLC,"2,800 %",20.06.2024,Nein,Euro,20.06.2021
103537037,FR0011891258,Credit Agricole S.A.,"2,750 %",20.06.2024,Nein,Euro,20.09.2020
169300369,DE000LB1B1W9,Landesbank Baden-W&#252;rttemberg,"0,400 %",20.06.2024,Nein,Euro,20.06.2021
172451233,XS1080330704,"Ecuador, Staat","7,950 %",20.06.2024,Nein,US Dollar,20.12.2020
188405541,FR0013256534,Agence France Locale,"0,500 %",20.06.2024,Nein,Euro,20.06.2021
190639616,DE000A1RQC51,"Hessen, Region","0,125 %",20.06.2024,Nein,Euro,20.06.2021
190752325,XS1633248148,CPPIB Capital Inc.,"0,375 %",20.06.2024,Nein,Euro,20.06.2021
190762242,DE000SYM7787,Symrise AG,"0,238 %",20.06.2024,Nein,Euro,20.06.2021
190838671,XS1633824823,Skandinaviska Enskilda Banken,"0,250 %",20.06.2024,Nein,Euro,20.06.2021
190838672,XS1633896813,African Export-Import Bank,"4,125 %",20.06.2024,Nein,US Dollar,20.12.2020
259344063,XS2015231413,Jyske Bank A/S,"0,625 %",20.06.2024,Nein,Euro,20.06.2021
259344067,XS2015295814,"Island, Staat","0,100 %",20.06.2024,Nein,Euro,20.06.2021
259731626,US44891CBB81,Hyundai Capital America,"3,400 %",20.06.2024,Nein,US Dollar,20.12.2020
261324197,XS1420336072,International Bank for Reconstruction and Development,-,20.06.2024,Nein,S&#252;dafrikanischer Rand,-
190838662,FR0013262912,Lagardere S.C.A.,"1,625 %",21.06.2024,Nein,Euro,21.06.2021
190838986,XS1634372954,Yapi Ve Kredi Bankasi A.S.,"5,850 %",21.06.2024,Nein,US Dollar,21.12.2020
