Unnamed: 0,Identifier,ISIN,Frequency,Seniority,Issuer,Maturity,Currency,Ins_type,Coupon,Spread
1144.0,XS2016006699,XS2016006699,Semi Annually,Secured,Jingrui Holdings Ltd,25-Jul-22,USD,USD,12.0,-
1145.0,XS1479152685,XS1479152685,Semi Annually,Senior Unsecured,CALC Bond 2 Ltd,22-Aug-21,USD,USD,4.9,-
1146.0,XS1618163452,XS1618163452,Semi Annually,Junior Subordinated,Nanyang Commercial Bank Ltd,Perpetual,USD,USD,5.0,Reset Date: On 02Jun2022 and every 5 years thereafter <br> Reset Rate: 5-year U.S. Treasury Rate plus a fixed initial spread (3.205%)
1147.0,XS2125922349,XS2125922349,Annually,Junior Subordinated,Bank of China Limited,Perpetual,USD,USD,3.6,Reset Date: 04 March 2015 And Every 5 Years Thereafter <br> Reset Rate: H15T5Y + 2.449%
1148.0,SG6ZH7000000,SG6ZH7000000,Semi Annually,Senior Unsecured,Mapletree North Asia Commercial Treasury Co HKSAR Ltd,9-Nov-22,SGD,SGD,3.96,-
1149.0,US35906AAL26,US35906AAL26,Semi Annually,Senior Unsecured,Frontier Communications Corp,1-Jul-21,USD,USD,9.25,-
1150.0,XS1084541215,XS1084541215,Quarterly,Senior Unsecured,Far East Horizon Ltd,14-Jul-22,HKD,HKD,4.7,-
1151.0,XS2016149614,XS2016149614,Semi Annually,Senior Unsecured,Nuoxi Capital Ltd,24-Jun-21,USD,USD,7.875,-
1152.0,SG6W21984961,SG6W21984961,Semi Annually,Senior Unsecured,CapitaMalls Asia Treasury Ltd,29-Aug-22,SGD,SGD,3.7,-
1153.0,SG6VE4000009,SG6VE4000009,Semi Annually,Senior Unsecured,Mapletree Commercial Trust Treasury Co Pte Ltd,3-Feb-23,SGD,SGD,3.25,-
1154.0,US899896AC81,US899896AC81,Semi Annually,Senior Unsecured,Tupperware Brands Corp,1-Jun-21,USD,USD,4.75,-
1155.0,US71647NAM11,US71647NAM11,Semi Annually,Senior Unsecured,Petrobras Global Finance BV,17-Mar-24,USD,USD,6.25,-
1156.0,US097023CW33,US097023CW33,Semi Annually,Senior Unsecured,Boeing Co/The,1-May-50,USD,USD,5.805,-
1157.0,XS2016070190,XS2016070190,Semi Annually,Secured,China Oil &amp; Gas Group Ltd,25-Jan-23,USD,USD,5.5,-
1158.0,XS1344507972,XS1344507972,Semi Annually,Senior Unsecured,Ping An Life Insurance Co of China Ltd,19-Jan-21,USD,USD,2.875,-
1159.0,USG82016AN96,USG82016AN96,Semi Annually,Senior Unsecured,Sinopec Group Overseas Development (2018) Limited,13-May-25,USD,USD,2.15,-
1160.0,SG6SG8000006,SG6SG8000006,Semi Annually,Senior Unsecured,Jurong Shipyard Pte Ltd,10-Sep-21,SGD,SGD,2.95,-
1161.0,XS1308332508,XS1308332508,Annually,Senior Unsecured,BAIC Inalfa HK Investment Co Ltd,2-Nov-20,EUR,EUR,1.9,-
1162.0,XS2100597330,XS2100597330,Semi Annually,Senior Unsecured,CFLD Cayman Investment Ltd,13-Jan-25,USD,USD,8.05,-
1163.0,XS2050942023,XS2050942023,Semi Annually,Senior Unsecured,Shanhai Hong Kong International Investments Ltd,27-Sep-22,USD,USD,4.1,-
1164.0,US912828X885,US912828X885,Semi Annually,Unsecured,United States Treasury Note,15-May-27,USD,USD,2.375,-
1165.0,XS1888930150,XS1888930150,Semi Annually,Subordinated,M&amp;G PLC,20-Oct-48,USD,USD,6.5,Reset Date: 20 Oct 2028 and every 5 years thereafter <br>  Reset Rate: Reference Bond (UST 2.875 per cent. due August 2028) + 3.414% (Initial Margin) and 1%(Step-Up Margin)
1166.0,USF8590LAA47,USF8590LAA47,Semi Annually,Subordinated,Societe Generale SA,17-Jan-24,USD,USD,5.0,-
1167.0,SG7X34961400,SG7X34961400,Semi Annually,Senior Unsecured,CapitaLand Treasury Ltd,31-Aug-20,SGD,SGD,4.3,-
1168.0,ZS7752117,SGXF78062167,Semi Annually,Senior Unsecured,Land Transport Authority of Singapore,3-Jun-54,SGD,SGD,3.3,-
1169.0,SG6YH3000007,SG6YH3000007,Semi Annually,Senior Unsecured,Ascendas Real Estate Investment Trust,3-Aug-20,SGD,SGD,2.95,-
1170.0,XS0177447983,XS0177447983,Annually,Junior Subordinated,Aviva PLC,Perpetual,GBP,GBP,6.125,Reset Rate: 5Y UK Treasury Yield + 240bpsReset Date: 29 September 2022
1171.0,XS1508910277,XS1508910277,Semi Annually,Senior Unsecured,Citigroup Inc,27-Oct-23,AUD,AUD,3.75,-
1172.0,XS1976760782,XS1976760782,Semi Annually,First Lien,Ronshine China Holdings Ltd,25-Oct-22,USD,USD,8.75,-
1173.0,XS1877986718,XS1877986718,Semi Annually,Secured,Seazen Group Ltd,12-Sep-20,USD,USD,6.5,-
1174.0,USG8201NAA03,USG8201NAA03,Semi Annually,Senior Unsecured,Sinopec Group Overseas Development 2017 Ltd,12-Apr-22,USD,USD,3.0,-
1175.0,XS1594400449,XS1594400449,Semi Annually,Secured,Sunac China Holdings Ltd,8-Aug-22,USD,USD,7.95,-
1176.0,XS1322367985,XS1322367985,Semi Annually,Senior Unsecured,CSCEC Finance Cayman I Ltd,19-Nov-20,USD,USD,2.95,-
1177.0,XS1637274124,XS1637274124,Semi Annually,Secured,Shimao Property Holdings Ltd,3-Jul-22,USD,USD,4.75,-
1178.0,XS1470601656,XS1470601656,Annually,Subordinated,BNP Paribas SA,11-Jan-27,EUR,EUR,2.25,-
1179.0,AM9417396,MYBUS1700499,Semi Annually,Senior Unsecured,GENM Capital Bhd,31-Mar-32,MYR,MYR,5.2,-
1180.0,USG8450LAB02,USG8450LAB02,Semi Annually,Senior Unsecured,State Grid Overseas Investment 2016 Ltd,18-May-21,USD,USD,2.125,-
1181.0,XS1881711250,XS1881711250,Semi Annually,Senior Unsecured,China Construction Bank Corp/Singapore,21-Sep-20,SGD,SGD,2.6430000000000002,-
1182.0,MYBGO1200373,MYBGO1200373,Semi Annually,Senior Unsecured,Malaysia Government Investment Issue,15-Nov-22,MYR,MYR,3.699,-
1183.0,AU3CB0249878,AU3CB0249878,Semi Annually,Senior Unsecured,Australia &amp; New Zealand Banking Group Ltd,18-Jan-23,AUD,AUD,3.1,-
1184.0,MYBUI1800837,MYBUI1800837,Semi Annually,Senior Unsecured,GENM Capital Bhd,11-Jul-23,MYR,MYR,4.98,-
1185.0,MYBMX0800032,MYBMX0800032,Semi Annually,Senior Unsecured,Malaysia Government Bond,15-Sep-28,MYR,MYR,5.247999999999998,-
1186.0,XS1233064739,XS1233064739,Annually,Subordinated,Australia &amp; New Zealand Banking Group Ltd,13-May-27,AUD,AUD,4.75,Reset Date: 13 May 2022 <br> Reset Rate: Prevailing 5Y AUD Swap Rate + 1.85%
1187.0,XS1789207740,XS1789207740,Semi Annually,Senior Unsecured,Franshion Brilliant Ltd,8-Mar-21,CNH,CNH,5.2,-
1188.0,XS1884682763,XS1884682763,Semi Annually,Senior Unsecured,Fortune Star BVI Ltd,31-Jan-21,USD,USD,6.875,-
1189.0,AU3CB0243525,AU3CB0243525,Semi Annually,Senior Unsecured,Australia &amp; New Zealand Banking Group Ltd,28-Sep-27,AUD,AUD,4.1,-
1190.0,HK0000274073,HK0000274073,Semi Annually,Senior Unsecured,China Government Bond,30-Nov-35,CNH,CNH,4.0,-
1191.0,MYBGT1300016,MYBGT1300016,Semi Annually,Senior Unsecured,Malaysia Government Investment Issue,8-Aug-28,MYR,MYR,3.8710000000000004,-
1192.0,BK2480626,SGXF43872450,Semi Annually,Subordinated,Singapore Technologies Telemedia Pte Ltd,Perpetual,SGD,SGD,4.1,Reset Date: 02 Jul 2027 and every 7 years thereafter <br> Reset Rate: Prevailing SGD 7Y SOR + Initial Spread (3.355%) + applicable Step up (100bps)
1193.0,AU2167974,SGXF84412117,Semi Annually,Senior Unsecured,Mapletree Treasury Services Ltd,3-Sep-26,SGD,SGD,3.4,-
1194.0,AU3CB0238467,AU3CB0238467,Semi Annually,Senior Unsecured,Commonwealth Bank of Australia,12-Jul-21,AUD,AUD,2.9,-
1195.0,ZP6147349,SGXF14391662,Semi Annually,Senior Unsecured,Shangri-La Hotel Ltd,29-Jan-30,SGD,SGD,3.5,-
1196.0,NZ19100S,SGXF13029610,Semi Annually,Senior Unsecured,Singapore Government,1-Jul-39,SGD,SGD,2.375,-
1197.0,XS1917914282,XS1917914282,Semi Annually,Senior Unsecured,Xinhu BVI 2018 Holding Co Ltd,20-Dec-21,USD,USD,11.0,-
1198.0,XS1422299518,XS1422299518,Semi Annually,Senior Unsecured,China Development Bank,1-Jun-21,USD,USD,2.125,-
1199.0,XS2068088454,XS2068088454,Semi Annually,Senior Unsecured,China Singyes Solar Technologies Holdings Ltd,19-Dec-22,USD,USD,6.0,-
1200.0,USQ66511AC26,USQ66511AC26,Semi Annually,Senior Unsecured,Newcrest Finance Pty Ltd,1-Oct-22,USD,USD,4.2,-
1201.0,US251525AM33,US251525AM33,Semi Annually,Subordinated,Deutsche Bank AG,24-May-28,USD,USD,4.296,Reset Rate: USD 5Y Swap + Initial Spread (2.248%)<br>Reset Date: 24 May 2023
1202.0,QJ0258021,XS1301292261,Semi Annually,Senior Unsecured,China Development Bank,9-Oct-20,USD,USD,2.5,-
1203.0,AT0631602,SGXF86941816,Semi Annually,Senior Unsecured,Mapletree Treasury Services Ltd,21-Jun-21,SGD,SGD,2.888,-
1204.0,HK0000094711,HK0000094711,Semi Annually,Unsecured,Hong Kong Government Bond,6-Dec-21,HKD,HKD,1.19,-
1205.0,XS1860402954,XS1860402954,Semi Annually,Senior Unsecured,CFLD Cayman Investment Ltd,31-Jul-21,USD,USD,9.0,-
1206.0,HK0000153913,HK0000153913,Semi Annually,Senior Unsecured,China Government Bond,29-Jun-43,CNH,CNH,3.95,-
1207.0,USG98149AD29,USG98149AD29,Semi Annually,Senior Unsecured,Wynn Macau Ltd,1-Oct-27,USD,USD,5.5,-
1208.0,USY2R27RAB56,USY2R27RAB56,Semi Annually,First Lien,Delhi International Airport Ltd,31-Oct-26,USD,USD,6.125,-
1209.0,XS1901318664,XS1901318664,Semi Annually,Senior Unsecured,Chengdu Hi-tech Investment Group Co Ltd,13-Nov-21,USD,USD,6.28,-
1210.0,XS1892347086,XS1892347086,Semi Annually,Senior Unsecured,First FZ Bond Ltd,16-Nov-20,USD,USD,6.9,-
1211.0,XS1978680400,XS1978680400,Semi Annually,Secured,Seazen Group Ltd,15-Apr-23,USD,USD,6.15,-
1212.0,MYBUI1500635,MYBUI1500635,Semi Annually,Senior Unsecured,GENM Capital Bhd,24-Aug-20,MYR,MYR,4.5,-
1213.0,XS1379108456,XS1379108456,Semi Annually,Senior Unsecured,Azure Orbit III International Finance Ltd,21-Mar-21,USD,USD,2.625,-
1214.0,SGXF17292248,SGXF17292248,Semi Annually,Senior Unsecured,Suntec REIT MTN Pte. Ltd.,27-May-25,SGD,SGD,2.6,-
1215.0,MYBDZ0128511,MYBDZ0128511,Semi Annually,Senior Unsecured,Tenaga Nasional Bhd,13-Dec-21,MYR,MYR,7.1,-
1216.0,XS1684384867,XS1684384867,Semi Annually,Senior Unsecured,SoftBank Group Corp,19-Sep-27,USD,USD,5.125,-
1217.0,AO6754383,SG7FF8000003,Semi Annually,Secured,Gold Ridge Pte Ltd,15-Aug-23,SGD,SGD,2.9,-
1218.0,AV4344553,SGXF63876639,Semi Annually,Senior Unsecured,Shangri-La Hotel Ltd,12-Nov-25,SGD,SGD,4.5,-
1219.0,BK0880488,SGXF25755830,Semi Annually,Senior Unsecured,OUE CT Treasury Pte. Ltd.,24-Jun-25,SGD,SGD,4.0,-
1220.0,AU3TB0000192,AU3TB0000192,Semi Annually,Senior Unsecured,Australia Government Bond,21-Apr-37,AUD,AUD,3.75,-
1221.0,XS1994697974,XS1994697974,Semi Annually,Senior Unsecured,Chongqing Nan'an Urban Construction &amp; Development Group Co Ltd,4-Jun-24,USD,USD,4.66,-
1222.0,MYBVX0908257,MYBVX0908257,Semi Annually,Senior Unsecured,Prasarana Malaysia Bhd,28-Sep-29,MYR,MYR,5.07,-
1223.0,USG2117CAC67,USG2117CAC67,Semi Annually,Senior Unsecured,China Cinda Finance 2014 Ltd,14-May-24,USD,USD,5.625,-
1224.0,XS1856800450,XS1856800450,Semi Annually,Senior Unsecured,CMHI Finance BVI Co Ltd,6-Aug-28,USD,USD,5.0,-
1225.0,SG71D5000006,SG71D5000006,Semi Annually,Senior Unsecured,SingTel Group Treasury Pte Ltd,7-Mar-23,SGD,SGD,2.895,-
1226.0,US81180WAH43,US81180WAH43,Semi Annually,Senior Unsecured,Seagate HDD Cayman,1-Jun-23,USD,USD,4.75,-
1227.0,XS2099677747,XS2099677747,Semi Annually,Senior Unsecured,Logan Property Holdings Co Ltd,14-Jan-25,USD,USD,5.75,-
1228.0,XS0867620725,XS0867620725,Semi Annually,Junior Subordinated,Societe Generale SA,7-Apr-65,EUR,EUR,6.75,Reset Date: 07 Apr 2014 and every 7 Years thereafter<br> Reset Rate: EUR 5Y Swap + 5.538%
1229.0,SGXF22124493,SGXF22124493,Semi Annually,Secured,Astrea V Pte Ltd,20-Jun-29,SGD,SGD,3.85,-
1230.0,US63254AAS78,US63254AAS78,Semi Annually,Senior Unsecured,National Australia Bank Ltd/New York,12-Jul-26,USD,USD,2.5,-
1231.0,AN1291722,SG7AG1000009,Semi Annually,Senior Unsecured,Singapore Airlines Ltd,11-Apr-25,SGD,SGD,3.035,-
1232.0,XS1981973941,XS1981973941,Semi Annually,Senior Unsecured,Nuoxi Capital Ltd,16-Oct-22,USD,USD,7.45,-
1233.0,XS1668531335,XS1668531335,Semi Annually,Subordinated,Phoenix Lead Ltd,Perpetual,USD,USD,4.85,-
1234.0,XS2179918037,XS2179918037,Semi Annually,Senior Unsecured,CNPC Global Capital Limited,23-Jun-30,USD,USD,2.0,-
1235.0,MYBVS1800230,MYBVS1800230,Semi Annually,First Lien,Edra Energy Sdn Bhd,5-Jul-32,MYR,MYR,6.27,-
1236.0,XS1978319108,XS1978319108,Semi Annually,Senior Unsecured,Bank Mandiri Persero Tbk PT,11-Apr-24,USD,USD,3.75,-
1237.0,CH0331455318,CH0331455318,Annually,Junior Subordinated,UBS Group AG,Perpetual,USD,USD,7.125,Reset Date: 10 August 2021Reset Rate: USSW5 + 5.883%
1238.0,XS1280095404,XS1280095404,Annually,Senior Unsecured,Credit Suisse AG/London,4-Nov-35,SGD,SGD,4.18,-
1239.0,XS1882693036,XS1882693036,Semi Annually,Junior Subordinated,HSBC Holdings PLC,Perpetual,SGD,SGD,5.0,Reset Date: 24 Sep 2023 and every 5 years thereafter <br> Reset Rate: Prevailing 5Y SOR + Initial Spread (2.665%)
1240.0,AU000XCLWAQ1,AU000XCLWAQ1,Semi Annually,Senior Unsecured,Australia Government Bond,21-Nov-27,AUD,AUD,2.75,-
1241.0,XS2120770032,XS2120770032,Semi Annually,Senior Unsecured,Radiance Capital Investments Limited,17-Sep-23,SGD,SGD,8.8,-
1242.0,BH7856579,SGXF41919147,Semi Annually,Senior Unsecured,Keppel Corp Ltd,20-Apr-25,SGD,SGD,2.25,-
1243.0,XS1502435727,XS1502435727,Semi Annually,Junior Subordinated,Julius Baer Group Ltd,Perpetual,SGD,SGD,5.75,Reset Rate = 5Y SOR + Initial Margin (3.915%)<br>Reset date = 20 April 2022 and every 5Y thereafter
1244.0,XS1611005957,XS1611005957,Semi Annually,First Lien,China Aoyuan Group Ltd,13-Sep-22,USD,USD,5.375,-
1245.0,XS1811212890,XS1811212890,Semi Annually,Senior Unsecured,SoftBank Group Corp,20-Apr-23,USD,USD,5.5,-
1246.0,XS2022434364,XS2022434364,Semi Annually,Subordinated,FWD Group Ltd,9-Jul-24,USD,USD,5.75,-
1247.0,HK0000317740,HK0000317740,Semi Annually,Senior Unsecured,China Government Bond,12-Dec-46,CNH,CNH,4.4,-
1248.0,XS1932902486,XS1932902486,Semi Annually,Secured,Easy Tactic Ltd,10-Jan-21,USD,USD,8.75,-
1249.0,XS1589748356,XS1589748356,Semi Annually,Senior Unsecured,Lembaga Pembiayaan Ekspor Indonesia,6-Apr-24,USD,USD,3.875,-
1250.0,USG6710EAP54,USG6710EAP54,Semi Annually,Senior Unsecured,Odebrecht Finance Ltd,25-Apr-25,USD,USD,4.375,-
1251.0,XS1830018765,XS1830018765,Semi Annually,Senior Unsecured,Wuhan Real Estate Development &amp; Investment Group Co Ltd,9-Aug-21,USD,USD,5.7,-
1252.0,LW9206399,XS1456577334,Semi Annually,Senior Unsecured,Glenmark Pharmaceuticals Ltd,2-Aug-21,USD,USD,4.5,-
1253.0,USU74079AT84,USU74079AT84,Semi Annually,Senior Unsecured,Netflix Inc,15-Jun-25,USD,USD,3.625,-
1254.0,US06051GEU94,US06051GEU94,Semi Annually,Senior Unsecured,Bank of America Corp,11-Jan-23,USD,USD,3.3,-
1255.0,XS1834756063,XS1834756063,Semi Annually,Senior Unsecured,Fufeng Group Ltd,28-Aug-21,USD,USD,5.875,-
1256.0,US780097AZ42,US780097AZ42,Semi Annually,Subordinated,Royal Bank of Scotland Group PLC,19-Dec-23,USD,USD,6.0,-
1257.0,USQ94606AG79,USQ94606AG79,Semi Annually,Senior Unsecured,Virgin Australia Holdings Ltd,15-Oct-21,USD,USD,7.875,-
1258.0,XS1587865830,XS1587865830,Annually,Junior Subordinated,China Zheshang Bank Co Ltd,Perpetual,USD,USD,5.45,Reset Date: Year 5 and every 5 years thereafter<br>Reset Rate: Sum of the prevailing 5-year UST and a fixed margin. 
1259.0,USY20721BS73,USY20721BS73,Semi Annually,Senior Unsecured,Indonesia Government International Bond,8-Jan-22,USD,USD,3.7,-
1260.0,XS2106329134,XS2106329134,Semi Annually,Secured,Kaisa Group Holdings Ltd,23-Jul-25,USD,USD,9.95,-
1261.0,AX5195612,SGXF63666956,Semi Annually,Senior Unsecured,Housing &amp; Development Board,11-Mar-26,SGD,SGD,2.495,-
1262.0,SG3267000002,SG3267000002,Semi Annually,Senior Unsecured,CapitaLand Mall Trust,20-Feb-21,SGD,SGD,3.08,-
1263.0,XS2100597256,XS2100597256,Semi Annually,Senior Unsecured,CFLD Cayman Investment Ltd,13-Jan-23,USD,USD,6.9,-
1264.0,US037833AR12,US037833AR12,Semi Annually,Senior Unsecured,Apple Inc,6-May-21,USD,USD,2.85,-
1265.0,XS1450332256,XS1450332256,Semi Annually,Senior Unsecured,Minmetals Bounteous Finance BVI Ltd,27-Jul-26,USD,USD,4.2,-
1266.0,AX3066633,XS1941781749,Semi Annually,Senior Unsecured,GLP China Holdings Ltd,26-Feb-24,USD,USD,4.974,-
1267.0,XS1937690128,XS1937690128,Semi Annually,First Lien,China Aoyuan Group Ltd,23-Jan-22,USD,USD,8.5,-
1268.0,XS1759265264,XS1759265264,Semi Annually,Senior Unsecured,Fortune Star BVI Ltd,29-Jan-23,USD,USD,5.95,-
1269.0,US037833DV96,US037833DV96,Semi Annually,Senior Unsecured,Apple Inc,11-May-23,USD,USD,0.75,-
1270.0,AU7597548,SGXF18413694,Semi Annually,Senior Unsecured,Aspial Treasury Pte Ltd,11-Oct-21,SGD,SGD,6.25,-
1271.0,US05964HAE53,US05964HAE53,Semi Annually,Senior Unsecured,Banco Santander SA,23-Feb-23,USD,USD,3.125,-
1272.0,HK0000211281,HK0000211281,Quarterly,Senior Unsecured,Wing Tai Properties Finance Ltd,9-Aug-21,HKD,HKD,4.3,-
1273.0,AS1837861,SG7OH8000001,Semi Annually,Senior Unsecured,Aspial Treasury Pte Ltd,19-Apr-21,SGD,SGD,5.9,-
1274.0,XS1943451788,XS1943451788,Semi Annually,Senior Unsecured,RKPF Overseas 2019 A Ltd,1-Feb-23,USD,USD,7.875,-
1275.0,US64110LAL09,US64110LAL09,Semi Annually,Senior Unsecured,Netflix Inc,15-Feb-25,USD,USD,5.875,-
1276.0,XS1508675508,XS1508675508,Semi Annually,Senior Unsecured,Saudi Government International Bond,26-Oct-46,USD,USD,4.5,-
1277.0,ZS3816049,SGXF73155974,Semi Annually,Senior Unsecured,Keppel Corp Ltd,7-May-24,SGD,SGD,3.0,-
1278.0,SG6UI1000005,SG6UI1000005,Semi Annually,Senior Unsecured,Keppel Land Ltd,24-Nov-20,SGD,SGD,2.83,-
1279.0,XS1556042809,XS1556042809,Semi Annually,Senior Unsecured,Shui On Development Holding Ltd,6-Feb-21,USD,USD,5.7,-
1280.0,AQ4957827,XS1732658833,Semi Annually,Senior Unsecured,Hanrui Overseas Investment Co Ltd,28-Dec-20,USD,USD,6.25,-
1281.0,SG6U52980831,SG6U52980831,Semi Annually,Senior Unsecured,Housing &amp; Development Board,25-Apr-22,SGD,SGD,2.185,-
1282.0,XS1992940913,XS1992940913,Semi Annually,Senior Unsecured,Shougang Group Co Ltd,23-May-24,USD,USD,4.0,-
1283.0,MYBUZ1701781,MYBUZ1701781,Semi Annually,Junior Subordinated,Hong Leong Bank Bhd,Perpetual,MYR,MYR,5.13,Reset Date: 30 Nov 2022 and every 5 years thereafter <br> Reset Rate: Malaysia Govt Bonds 5 Year Yield + 1.400%
1284.0,XS1917548247,XS1917548247,Semi Annually,Senior Unsecured,Vanke Real Estate Hong Kong Co Ltd,11-Mar-24,USD,USD,5.35,-
1285.0,US404280BL25,US404280BL25,Semi Annually,Junior Subordinated,HSBC Holdings PLC,Perpetual,USD,USD,6.0,Reset Date: 22 May 2027 And Every 5 Years Thereafter <br> Reset Rate: USD 5Y ICE SWAP RATE + 3.746%
1286.0,XS1449592051,XS1449592051,Semi Annually,Senior Unsecured,Chinalco Capital Holdings Ltd,25-Aug-21,USD,USD,4.0,-
1287.0,USY7136YAA83,USY7136YAA83,Semi Annually,Senior Unsecured,Perusahaan Gas Negara Tbk PT,16-May-24,USD,USD,5.125,-
1288.0,XS1202648850,XS1202648850,Semi Annually,Senior Unsecured,Intesa Sanpaolo Bank Ireland PLC,20-Mar-25,SGD,SGD,3.53,-
1289.0,XS1440067475,XS1440067475,Semi Annually,Senior Unsecured,Chongqing International Logistics Hub Park Construction Co Ltd,6-Sep-21,USD,USD,3.25,-
1290.0,XS1332351169,XS1332351169,Semi Annually,Senior Unsecured,Unigroup International Holdings Ltd,10-Dec-20,USD,USD,6.0,-
1291.0,USG8200TAG51,USG8200TAG51,Semi Annually,Senior Unsecured,Sinopec Group Overseas Development 2016 Ltd,29-Sep-21,USD,USD,2.0,-
1292.0,US056752AL23,US056752AL23,Semi Annually,Senior Unsecured,Baidu Inc,29-Mar-28,USD,USD,4.375,-
1293.0,NZAKCDT366C4,NZAKCDT366C4,Semi Annually,Secured,Auckland Council,24-Sep-20,NZD,NZD,4.0169999999999995,-
1294.0,SG6UH9000009,SG6UH9000009,Semi Annually,Junior Subordinated,Ezion Holdings Ltd,Perpetual,SGD,SGD,0.25,Reset Date: 19 Nov 2018 and every 4 years thereafter <br> Reset Rate: Prevailing 4Y SOR + Initial Spread (5.54%) + Step Up margin (3%)
1295.0,XS1959946507,XS1959946507,Semi Annually,Senior Unsecured,Vertex Capital Investment Ltd,3-Apr-24,USD,USD,4.75,-
1296.0,US097023CV59,US097023CV59,Semi Annually,Senior Unsecured,Boeing Co/The,1-May-40,USD,USD,5.705,-
1297.0,XS2180875077,XS2180875077,Semi Annually,Senior Unsecured,COSL Singapore Capital Ltd,24-Jun-25,USD,USD,1.875,-
1298.0,USG8450LAC84,USG8450LAC84,Semi Annually,Senior Unsecured,State Grid Overseas Investment 2016 Ltd,18-May-26,USD,USD,2.875,-
1299.0,SG6TD2000007,SG6TD2000007,Semi Annually,Senior Unsecured,Wing Tai Holdings Ltd,7-Oct-21,SGD,SGD,4.0,-
1300.0,XS2001732101,XS2001732101,Semi Annually,Senior Unsecured,Huarong Finance 2019 Co Ltd,29-May-24,USD,USD,3.75,-
1301.0,XS1996313737,XS1996313737,Semi Annually,Senior Unsecured,New Metro Global Ltd,20-May-22,USD,USD,6.5,-
1302.0,XS1447581379,XS1447581379,Semi Annually,Senior Unsecured,ONGC Videsh Vankorneft Pte Ltd,27-Jan-22,USD,USD,2.875,-
1303.0,US59156RBT41,US59156RBT41,Semi Annually,Junior Subordinated,"MetLife, Inc.",Perpetual,USD,USD,5.875,Reset Date: 15 March 2028 and every 3 months thereafter<br> Reset Rate: 3M $LIBOR + 2.959%
1304.0,US01609WAJ18,US01609WAJ18,Semi Annually,Senior Unsecured,Alibaba Group Holding Ltd,28-Nov-34,USD,USD,4.5,-
1305.0,XS1242348164,XS1242348164,Semi Annually,Senior Unsecured,GLP Pte Ltd,4-Jun-25,USD,USD,3.875,-
1306.0,XS0671301033,XS0671301033,Semi Annually,Senior Unsecured,Wheelock Finance Ltd,2-Sep-21,SGD,SGD,4.5,-
1307.0,XS1974522937,XS1974522937,Semi Annually,First Lien,Country Garden Holdings Co Ltd,8-Apr-26,USD,USD,7.25,-
1308.0,USY20721BR90,USY20721BR90,Semi Annually,Senior Unsecured,Indonesia Government International Bond,8-Jan-47,USD,USD,5.25,-
1309.0,USU42832AG76,USU42832AG76,Semi Annually,Senior Unsecured,Hewlett Packard Enterprise Co,15-Oct-22,USD,USD,4.4,-
1310.0,XS2085883119,XS2085883119,Semi Annually,Senior Unsecured,China South City Holdings Ltd,12-Feb-22,USD,USD,11.5,-
1311.0,LW6600784,SG73F5000007,Semi Annually,Junior Subordinated,First Real Estate Investment Trust,Perpetual,SGD,SGD,5.68,Reset Date: 8 July 2021 and every 5 years thereafter Reset Rate: 5Yr SGD SOR + Initial Spread (392.5 bps)
1312.0,US02079KAC18,US02079KAC18,Semi Annually,Senior Unsecured,Alphabet Inc,15-Aug-26,USD,USD,1.9980000000000002,-
1313.0,MYBMH1700051,MYBMH1700051,Semi Annually,Senior Unsecured,Malaysia Government Bond,15-Feb-21,MYR,MYR,3.4410000000000003,-
1314.0,XS1422785375,XS1422785375,Semi Annually,Senior Unsecured,Huarong Finance II Co Ltd,3-Jun-21,USD,USD,3.25,-
1315.0,AS2763561,MYBVZ1801480,Semi Annually,Subordinated,UMW Holdings Bhd,Perpetual,MYR,MYR,6.35,Reset Date: 20 Apr 2028Reset Rate: Coupon Step Up by 1%
1316.0,AU3CB0250512,AU3CB0250512,Semi Annually,Senior Unsecured,Emirates NBD Bank PJSC,9-Feb-28,AUD,AUD,4.75,-
1317.0,XS1140860534,XS1140860534,Annually,Junior Subordinated,Assicurazioni Generali SpA,Perpetual,EUR,EUR,4.596,Reset Date: 21 Nov 2025 <br> Reset Rate: Prevailing Euribor 3 Month Rate+ 4.500%
1318.0,XS1615104244,XS1615104244,Annually,Subordinated,Societe Generale SA,19-May-27,AUD,AUD,5.0,-
1319.0,SG7LH6000009,SG7LH6000009,Semi Annually,Senior Unsecured,Housing &amp; Development Board,24-Jan-28,SGD,SGD,2.32,-
1320.0,USG4673GAB17,USG4673GAB17,Semi Annually,Senior Unsecured,Hutchison Whampoa International 11 Ltd,13-Jan-22,USD,USD,4.625,-
1321.0,ZS9158735,SGXF40510863,Semi Annually,Subordinated,Singapore Press Holdings Ltd,Perpetual,SGD,SGD,4.5,Reset Date: 07 June 2024 and every 5 years thereafter <br> Reset Rate: Prevailing SGD 5Y SOR + the Initial Spread (2.612%) + step-up margin (100 bps on June 2024)
1322.0,HK0000066560,HK0000066560,Quarterly,Senior Unsecured,Bank of China Ltd/Hong Kong,27-Jul-20,HKD,HKD,3.75,-
1323.0,MYBVP1800178,MYBVP1800178,Semi Annually,First Lien,Edra Energy Sdn Bhd,5-Jul-29,MYR,MYR,6.06,-
1324.0,USY39656AC06,USY39656AC06,Semi Annually,Subordinated,Industrial &amp; Commercial Bank of China Ltd,21-Sep-25,USD,USD,4.875,-
1325.0,XS1982036961,XS1982036961,Semi Annually,Secured,China Evergrande Group,11-Apr-22,USD,USD,9.5,-
