Identifier,ISIN,Name,Issuer,Currency,Frequency,Ins_Type,Last_Trading_Day
US7591EPAP55,US7591EPAP55,"3,8% REGIONS FINANCIAL CORP (2023)",REGIONS FINANCIAL CORP,US Dollar,annually,Fixed,14/08/2023
DE000LB1A7N6,DE000LB1A7N6,"1,1% Landesbank Baden-Württemberg (2020)",Landesbank Baden-Württemberg,Euro,annually,Fixed,13/07/2020
US494368BV45,US494368BV45,"3,2% Kimberly-Clark Corp. (2046)",Kimberly-Clark Corp.,US Dollar,,Fixed,30/07/2046
USG06905AE66,USG06905AE66,"4,7% BACARDI LTD (2028)",BACARDI LTD,US Dollar,annually,Fixed,15/05/2028
ES00000128E2,ES00000128E2,"3,45% Spanien, Königreich (2066)","Spanien, Königreich",Euro,,Fixed,30/07/2066
US88579YBL48,US88579YBL48,"1,75% 3M Company (2023)",3M Company,US Dollar,annually,Fixed,14/02/2023
US341081FU66,US341081FU66,"3,99% Florida Power & Light Co. (2049)",Florida Power & Light Co.,US Dollar,annually,Fixed,1/3/2049
XS1725630740,XS1725630740,"0,625% McDonald's Corp. (2024)",McDonald's Corp.,Euro,,Fixed,29/01/2024
FR0013331196,FR0013331196,"1,875% Iliad SA (2025)",Iliad SA,Euro,annually,Fixed,25/04/2025
US71654QBG64,US71654QBG64,"3,5% Petróleos Mexicanos (PEMEX) (2023)",Petróleos Mexicanos (PEMEX),US Dollar,,Fixed,30/01/2023
DE000A2TR6G5,DE000A2TR6G5,"0,30  % Landesschatzanweisung 2019/49","Brandenburg, Land",Euro,quarterly,Fixed,4/10/2049
US55616XAM92,US55616XAM92,"4,5% MACYS RETAIL HLDGS INC (2034)",MACYS RETAIL HLDGS INC,US Dollar,annually,Fixed,15/12/2034
US277432AP52,US277432AP52,"4,65% EASTMAN CHEMICAL (2044)",EASTMAN CHEMICAL,US Dollar,annually,Fixed,15/10/2044
US86562MBG42,US86562MBG42,"4,306% Sumitomo Mitsui Financ. Group (2028)",Sumitomo Mitsui Financ. Group,US Dollar,annually,Fixed,16/10/2028
AT0000A17WH8,AT0000A17WH8,"1,8% Erste Group Bank AG (2021)",Erste Group Bank AG,Euro,annually,Fixed,18/06/2021
XS1707074941,XS1707074941,"0,375% Nestlé Finance International Ltd. (2024)",Nestlé Finance International Ltd.,Euro,,Fixed,18/01/2024
XS1224710399,XS1224710399,"3,375% Naturgy Finance B.V. (2049)",Naturgy Finance B.V.,Euro,,Fixed,29/12/2049
DE000NLB2GV6,DE000NLB2GV6,"2,25% Norddeutsche Landesbank (2021)",Norddeutsche Landesbank,Euro,annually,Fixed,5/8/2021
CA748148PZ01,CA748148PZ01,"8,5% Quebec, Provinz (2026)","Quebec, Provinz",Kanadischer Dollar,,Fixed,1/4/2026
XS0334989000,XS0334989000,"6% Kongo, Republik (2029)","Kongo, Republik",US Dollar,annually,Fixed,30/06/2029
FR0013201084,FR0013201084,"1,25% Bureau Veritas SA (2023)",Bureau Veritas SA,Euro,,Fixed,7/9/2023
US191216CP30,US191216CP30,"4,125% Coca-Cola Co., The (2040)","Coca-Cola Co., The",US Dollar,annually,Fixed,25/03/2040
USU11009AY01,USU11009AY01,"2,6% Bristol-Myers Squibb Co. (2022)",Bristol-Myers Squibb Co.,US Dollar,annually,Fixed,16/05/2022
US29082AAA51,US29082AAA51,"5,15% Embraer S.A. (2022)",Embraer S.A.,US Dollar,annually,Fixed,15/06/2022
US677415CR01,US677415CR01,4% Ohio Power Co. (2049),Ohio Power Co.,US Dollar,annually,Fixed,1/6/2049
US2027A1HY65,US2027A1HY65,"2,625% Commonwealth Bank of Australia (2026)",Commonwealth Bank of Australia,US Dollar,annually,Fixed,6/9/2026
BE6291563466,BE6291563466,"3,75% FieldLink N.V. (2021)",FieldLink N.V.,Euro,annually,Fixed,22/12/2021
US4581X0DF28,US4581X0DF28,"2,625% Inter-American Development Bank (2024)",Inter-American Development Bank,US Dollar,annually,Fixed,16/01/2024
US24422ETT63,US24422ETT63,"2,65% John Deere Capital Corp. (2024)",John Deere Capital Corp.,US Dollar,,Fixed,24/06/2024
DE000HLB3DW7,DE000HLB3DW7,"0,5% Landesbank Hessen-Thüringen Girozentrale (2025)",Landesbank Hessen-Thüringen Girozentrale,Euro,,Fixed,29/07/2025
DE000A1R04X6,DE000A1R04X6,"2,25% Daimler AG (2022)",Daimler AG,Euro,annually,Fixed,24/01/2022
XS1375841159,XS1375841159,"0,5% IBM Corp. (International Business Machines) (2021)",IBM Corp. (International Business Machines),Euro,annually,Fixed,7/9/2021
FR0013063609,FR0013063609,"1,25% Danone S.A. (2024)",Danone S.A.,Euro,,Fixed,30/05/2024
US9128283F58,US9128283F58,"2,25% Vereinigte Staaten von Amerika (2027)",Vereinigte Staaten von Amerika,US Dollar,annually,Fixed,15/11/2027
FR0013368164,FR0013368164,"1,5% RTE Réseau de Transp.d'Electr. (2030)",RTE Réseau de Transp.d'Electr.,Euro,annually,Fixed,27/09/2030
XS0755873253,XS0755873253,"3,5% European Investment Bank (2027)",European Investment Bank,Euro,annually,Fixed,15/04/2027
US906548CL42,US906548CL42,"3,65% UNION ELECTRIC CO (2045)",UNION ELECTRIC CO,US Dollar,,Fixed,15/04/2045
CA135087UT96,CA135087UT96,8% Kanada (2023),Kanada,Kanadischer Dollar,annually,Fixed,1/6/2023
AT0000A1PEF7,AT0000A1PEF7,"1,5% Österreich, Republik (2086)","Österreich, Republik",Euro,annually,Fixed,2/11/2086
US404280AT69,US404280AT69,"6,375% HSBC Holdings PLC (2025)",HSBC Holdings PLC,US Dollar,,Fixed,30/03/2025
CH0255893064,CH0255893064,"0,5% Westpac Banking Corp. (2022)",Westpac Banking Corp.,Schweizer Franken,annually,Fixed,2/2/2022
PTOTETOE0012,PTOTETOE0012,"2,875% Portugal, Republik (2026)","Portugal, Republik",Euro,annually,Fixed,21/07/2026
XS1422953932,XS1422953932,1% European Investment Bank (2032),European Investment Bank,Euro,,Fixed,14/04/2032
USC35898AA00,USC35898AA00,"9,7% Frontera Energy Corp. (2023)",Frontera Energy Corp.,US Dollar,annually,Fixed,25/06/2023
US92343VDX91,US92343VDX91,"2,121% Verizon Communications Inc. (2022)",Verizon Communications Inc.,US Dollar,,Fixed,16/03/2022
XS2187525949,XS2187525949,"0,375% Alliander NV (2025)",Alliander NV,Euro,annually,Fixed,8/6/2025
XS2177122624,XS2177122624,"0,75% Deutsche Post AG (2029)",Deutsche Post AG,Euro,annually,Fixed,20/05/2029
CA766910AW33,CA766910AW33,"3,725% Riocan Real Estate Inv. Trust (2023)",Riocan Real Estate Inv. Trust,Kanadischer Dollar,annually,Fixed,18/04/2023
DE000LBB6CE6,DE000LBB6CE6,"2,125 % Hypothekenpfandbriefe Serie 518",Landesbank Berlin AG,Euro,annually,Fixed,5/7/2023
US20030NBR17,US20030NBR17,"2,75% COMCAST CORP. (2023)",COMCAST CORP.,US Dollar,,Fixed,1/3/2023
USY3815NAZ43,USY3815NAZ43,"3,625% Hyundai Capital Services Inc. (2027)",Hyundai Capital Services Inc.,US Dollar,annually,Fixed,29/08/2027
XS1597324950,XS1597324950,VAR Erste Group Bank AG,Erste Group Bank AG,Euro,annually,Floating Rate Note,-
USU09513HX08,USU09513HX08,"3,9% BMW US Capital LLC (2025)",BMW US Capital LLC,US Dollar,annually,Fixed,9/4/2025
DE000DZ1JB29,DE000DZ1JB29,"3,75% DZ BANK AG Deutsche Zentral-Genossenschaftsbank (2022)",DZ BANK AG Deutsche Zentral-Genossenschaftsbank,Euro,annually,Fixed,30/12/2022
XS2051361264,XS2051361264,"0,25% AT&T Inc. (2026)",AT&T Inc.,Euro,,Fixed,4/3/2026
DE000A254TQ9,DE000A254TQ9,"4,25% FCR Immobilien AG (2025)",FCR Immobilien AG,Euro,annually,Fixed,1/4/2025
XS1111108830,XS1111108830,"0,875% Japan Finance Corp. for Municipal Enterprises (JFM) (2021)",Japan Finance Corp. for Municipal Enterprises (JFM),Euro,annually,Fixed,22/09/2021
FR0013313855,FR0013313855,"0,875% La Banque Postale (2028)",La Banque Postale,Euro,annually,Fixed,7/2/2028
USF1R15XK367,USF1R15XK367,"7,375% BNP Paribas SA",BNP Paribas SA,US Dollar,annually,Fixed,-
XS1984257029,XS1984257029,"2,75% Yorkshire Water Services Finance PLC (2041)",Yorkshire Water Services Finance PLC,Britische Pfund,annually,Fixed,18/04/2041
US126650CN80,US126650CN80,"5,125% CVS Health Corp. (2045)",CVS Health Corp.,US Dollar,,Fixed,20/07/2045
HU0000402383,HU0000402383,"6% Ungarn, Republik (2023)","Ungarn, Republik",Ungarischer Forint,annually,Fixed,24/11/2023
US459200BB69,US459200BB69,"5,875% IBM Corp. (International Business Machines) (2032)",IBM Corp. (International Business Machines),US Dollar,annually,Fixed,29/11/2032
USP1905CAD22,USP1905CAD22,"3,95% BRF-Brasil Foods SA (2023)",BRF-Brasil Foods SA,US Dollar,,Fixed,22/05/2023
XS1058257905,XS1058257905,0% Novo Banco S.A. (2046),Novo Banco S.A.,Euro,annually,Fixed,16/04/2046
AT0000A1LJH1,AT0000A1LJH1,"1,875% CA IMMOBILIEN ANLAGEN AG (2021)",CA IMMOBILIEN ANLAGEN AG,Euro,,Fixed,12/7/2021
US709599AW47,US709599AW47,"3,4% Penske Tr.Leas.Co.LP/PTL F.C. (2026)",Penske Tr.Leas.Co.LP/PTL F.C.,US Dollar,,Fixed,15/11/2026
US06051GGH65,US06051GGH65,VAR Bank of America Corp. (2023),Bank of America Corp.,US Dollar,,Floating Rate Note,20/01/2023
XS1110430193,XS1110430193,"1,625% Glencore Finance Europe S.A. (2022)",Glencore Finance Europe S.A.,Euro,annually,Fixed,18/01/2022
CA37045YAE47,CA37045YAE47,"3,25% General Motors Financial of Canada, Ltd. (2023)","General Motors Financial of Canada, Ltd.",Kanadischer Dollar,annually,Fixed,7/11/2023
XS1426024318,XS1426024318,"2,727% FCE Bank PLC (2022)",FCE Bank PLC,Britische Pfund,,Fixed,3/6/2022
USQ8352BAE40,USQ8352BAE40,"4,375% Scentre Group Trust 1/2 (2030)",Scentre Group Trust 1/2,US Dollar,annually,Fixed,28/05/2030
US913017CY37,US913017CY37,"4,125% United Technologies Corp. (2028)",United Technologies Corp.,US Dollar,,Fixed,16/11/2028
DE000A1E8W62,DE000A1E8W62,var. % Landesschatzanw. Ausgabe 335,"Berlin, Land",Euro,quarterly,Floating Rate Note,23/03/2021
US907818EY04,US907818EY04,"3,95% Union Pacific Corp. (2028)",Union Pacific Corp.,US Dollar,annually,Fixed,10/9/2028
XS1645518819,XS1645518819,"3,935% Annington Funding PLC (2047)",Annington Funding PLC,Britische Pfund,,Fixed,12/7/2047
DE000LB06DM6,DE000LB06DM6,VAR Landesbank Baden-Württemberg (2024),Landesbank Baden-Württemberg,Euro,,Floating Rate Note,15/07/2024
BE0000345547,BE0000345547,"0,8% Belgien, Königreich (2028)","Belgien, Königreich",Euro,,Fixed,22/06/2028
FR0013264405,FR0013264405,"0,875% Coentr.d.Trans.d'Elec.SA (CTE) (2024)",Coentr.d.Trans.d'Elec.SA (CTE),Euro,,Fixed,29/09/2024
XS1816329418,XS1816329418,2% Teollisuuden Voima Oyj (2024),Teollisuuden Voima Oyj,Euro,annually,Fixed,8/5/2024
US03349MAB19,US03349MAB19,"4,5% Andeavor (2048)",Andeavor,US Dollar,annually,Fixed,1/4/2048
XS0835658617,XS0835658617,"0,5% African Development Bank (2022)",African Development Bank,Mexikanischer Peso,annually,Fixed,18/10/2022
US37045VAT70,US37045VAT70,"5,95% General Motors Corp. (2049)",General Motors Corp.,US Dollar,annually,Fixed,1/4/2049
US136375CV26,US136375CV26,"4,45% Canadian National Railway Co. (2049)",Canadian National Railway Co.,US Dollar,annually,Fixed,20/01/2049
USU59327AA11,USU59327AA11,4% Michael Kors (USA) Inc. (2024),Michael Kors (USA) Inc.,US Dollar,,Fixed,1/11/2024
XS1435056426,XS1435056426,"1,85% Southern Power Co. (2026)",Southern Power Co.,Euro,annually,Fixed,20/06/2026
DE000A2LQ5M4,DE000A2LQ5M4,"1,75% Hochtief Aktiengesellschaft (2025)",Hochtief Aktiengesellschaft,Euro,,Fixed,3/7/2025
US55336VAS97,US55336VAS97,"4,8% MPLX L.P. (2029)",MPLX L.P.,US Dollar,annually,Fixed,15/02/2029
DE000A2AAPV8,DE000A2AAPV8,"0,1% Hamburger Sparkasse (2022)",Hamburger Sparkasse,Euro,,Fixed,2/3/2022
XS2010039977,XS2010039977,"2,5% ZF Europe Finance B.V. (2027)",ZF Europe Finance B.V.,Euro,annually,Fixed,23/10/2027
XS1615065320,XS1615065320,VAR Santander UK Group Holdings PLC (2023),Santander UK Group Holdings PLC,Euro,annually,Floating Rate Note,18/05/2023
AT0000A04967,AT0000A04967,"4,15% Österreich, Republik (2037)","Österreich, Republik",Euro,annually,Fixed,15/03/2037
FR0013464963,FR0013464963,"4,5% Electricite de France (2069)",Electricite de France,US Dollar,annually,Fixed,4/12/2069
US06051GFQ73,US06051GFQ73,"4,75% Bank of America Corp. (2045)",Bank of America Corp.,US Dollar,annually,Fixed,21/04/2045
CH0300874283,CH0300874283,"0,625% Pfandbriefzentrale der schweizerischen Kantonalbanken (2030)",Pfandbriefzentrale der schweizerischen Kantonalbanken,Schweizer Franken,annually,Fixed,1/11/2030
US88579YBF79,US88579YBF79,"2,75% 3M Company (2022)",3M Company,US Dollar,annually,Fixed,1/3/2022
XS1388868165,XS1388868165,0% European Investment Bank (2024),European Investment Bank,T&uuml;rkische Lira,,Fixed,5/4/2024
XS1377681272,XS1377681272,"1,125% British Telecommunications PLC (2023)",British Telecommunications PLC,Euro,,Fixed,10/3/2023
NO0010795701,NO0010795701,7% Metalcorp Group S.A. (2022),Metalcorp Group S.A.,Euro,,Fixed,6/6/2022
US776743AD85,US776743AD85,"3,8% Roper Technologies Inc. (2026)",Roper Technologies Inc.,US Dollar,annually,Fixed,15/12/2026
US17275RAP73,US17275RAP73,"2,9% Cisco Systems Inc. (2021)",Cisco Systems Inc.,US Dollar,annually,Fixed,4/3/2021
DE000A1TNAZ6,DE000A1TNAZ6,"0,60 % IHS Serie 135",Investitionsbank Berlin,Euro,annually,Fixed,22/09/2020
DE000LB06EW3,DE000LB06EW3,VAR Landesbank Baden-Württemberg (2024),Landesbank Baden-Württemberg,Euro,,Floating Rate Note,15/07/2024
US71568QAB32,US71568QAB32,"5,25% PT Perusahaan Listrik Negara (2042)",PT Perusahaan Listrik Negara,US Dollar,,Fixed,24/10/2042
DE000HLB3DX5,DE000HLB3DX5,"0,4% Landesbank Hessen-Thüringen Girozentrale (2023)",Landesbank Hessen-Thüringen Girozentrale,Euro,,Fixed,27/01/2023
DE000LB0WJ94,DE000LB0WJ94,"1,75% Landesbank Baden-Württemberg (2022)",Landesbank Baden-Württemberg,Euro,annually,Fixed,4/4/2022
US00912XAX21,US00912XAX21,"2,75% Air Lease Corp. (2023)",Air Lease Corp.,US Dollar,,Fixed,15/01/2023
US05946KAF84,US05946KAF84,VAR Banco Bilbao Vizcaya Argentaria S.A. (BBVA),Banco Bilbao Vizcaya Argentaria S.A. (BBVA),US Dollar,,Floating Rate Note,-
XS0938722666,XS0938722666,"4,125% GLENCORE FUNDING LLC (2023)",GLENCORE FUNDING LLC,US Dollar,annually,Fixed,30/05/2023
CH0380011574,CH0380011574,"0,6% St. Gallen, Kanton (2037)","St. Gallen, Kanton",Schweizer Franken,,Fixed,21/09/2037
DE000A12T6J2,DE000A12T6J2,"7,75% Herbawi GmbH (2021)",Herbawi GmbH,Euro,annually,Fixed,9/10/2021
US44891CAS26,US44891CAS26,"3,45% Hyundai Capital America (2021)",Hyundai Capital America,US Dollar,,Fixed,12/3/2021
XS2013574202,XS2013574202,"1,514% Ford Motor Credit Co. LLC (2023)",Ford Motor Credit Co. LLC,Euro,,Fixed,17/02/2023
USU57346AA38,USU57346AA38,"2,7% Mars Inc. (2025)",Mars Inc.,US Dollar,annually,Fixed,1/4/2025
US46625HRU67,US46625HRU67,VAR JP Morgan Chase & Co. (2021),JP Morgan Chase & Co.,US Dollar,,Floating Rate Note,31/12/2021
IT0004917842,IT0004917842,"5,75% MEDIOBANCA - Banca di Credito Finanziario S.p.A. (2023)",MEDIOBANCA - Banca di Credito Finanziario S.p.A.,Euro,annually,Fixed,18/04/2023
DE000HLB0ZY2,DE000HLB0ZY2,VAR Landesbank Hessen-Thüringen Girozentrale (2028),Landesbank Hessen-Thüringen Girozentrale,Euro,,Floating Rate Note,21/08/2028
US037833CU23,US037833CU23,"2,85% Apple Inc. (2024)",Apple Inc.,US Dollar,,Fixed,11/5/2024
XS1255433754,XS1255433754,"2,625% Ecolab Inc. (2025)",Ecolab Inc.,Euro,,Fixed,8/7/2025
XS1222422856,XS1222422856,"1,125% Achmea Bank N.V. (2022)",Achmea Bank N.V.,Euro,annually,Fixed,23/04/2022
US171798AE17,US171798AE17,"4,375% Cimarex Energy Co. (2029)",Cimarex Energy Co.,US Dollar,annually,Fixed,15/03/2029
DE0001102424,DE0001102424,"0,5  % Bundesanleihe von 2017/27",Bundesrepublik Deutschland,Euro,annually,Fixed,15/08/2027
XS0553728709,XS0553728709,"4,5% Deutsche Telekom International Finance B.V. (2030)",Deutsche Telekom International Finance B.V.,Euro,annually,Fixed,28/10/2030
XS2082324018,XS2082324018,"1,75% ArcelorMittal S.A. (2025)",ArcelorMittal S.A.,Euro,annually,Fixed,19/11/2025
XS1979490239,XS1979490239,"1,5% BLACKSTONE HOLDINGS (2029)",BLACKSTONE HOLDINGS,US Dollar,annually,Fixed,10/4/2029
XS1239401216,XS1239401216,1% Swedbank AB (2022),Swedbank AB,Euro,annually,Fixed,1/6/2022
XS1914485534,XS1914485534,"1,125% Stryker Corp. (2023)",Stryker Corp.,Euro,annually,Fixed,30/11/2023
XS1822302193,XS1822302193,"2,15% United Technologies Corp. (2030)",United Technologies Corp.,Euro,,Fixed,18/05/2030
FR0013221389,FR0013221389,"1,125% Caisse Francaise de Financement Local (2031)",Caisse Francaise de Financement Local,Euro,,Fixed,1/12/2031
FR0013399680,FR0013399680,"2,75% CNP Assurances S.A. (2029)",CNP Assurances S.A.,Euro,annually,Fixed,5/2/2029
BE0002442177,BE0002442177,"4,125% UCB SA (2021)",UCB SA,Euro,annually,Fixed,4/1/2021
US30231GBN16,US30231GBN16,"2,61% Exxon Mobil (2030)",Exxon Mobil,US Dollar,annually,Fixed,15/10/2030
US842400GJ61,US842400GJ61,"3,65% Southern California Edison Co. (2028)",Southern California Edison Co.,US Dollar,annually,Fixed,1/3/2028
XS1485748393,XS1485748393,"0,955% General Motors Financial Co Inc (2023)",General Motors Financial Co Inc,Euro,annually,Fixed,7/3/2023
XS1375957294,XS1375957294,"1,953% BP Capital Markets PLC (2025)",BP Capital Markets PLC,Euro,annually,Fixed,3/3/2025
DE000A14KF88,DE000A14KF88,"1,033% Niedersachsen, Land (2025)","Niedersachsen, Land",Euro,,Fixed,4/9/2025
US65504LAK35,US65504LAK35,"5,25% Noble Holding Intern. Ltd. (2042)",Noble Holding Intern. Ltd.,US Dollar,,Fixed,15/03/2042
DE000HLB2GN1,DE000HLB2GN1,"0,65% Landesbank Hessen-Thüringen Girozentrale (2021)",Landesbank Hessen-Thüringen Girozentrale,Euro,,Fixed,26/08/2021
DE000HLB1BM6,DE000HLB1BM6,"0,925% Landesbank Hessen-Thüringen Girozentrale (2026)",Landesbank Hessen-Thüringen Girozentrale,Euro,,Fixed,2/4/2026
DE000BHY1091,DE000BHY1091,"3,45 % Hypothekenpfandbriefe Serie 161",Berlin Hyp AG,Euro,monthly,Fixed,13/08/2020
US902494BG76,US902494BG76,"3,9% TYSON FOODS INC (2023)",TYSON FOODS INC,US Dollar,annually,Fixed,23/09/2023
US60687YBC21,US60687YBC21,VAR Mizuho Financial Group Inc (2024),Mizuho Financial Group Inc,US Dollar,annually,Floating Rate Note,25/05/2024
US06051GJA85,US06051GJA85,VAR Bank of America Corp. (2051),Bank of America Corp.,US Dollar,annually,Floating Rate Note,20/03/2051
RU000A1006S9,RU000A1006S9,"5,1% Russische Föderation (2035)",Russische Föderation,US Dollar,annually,Fixed,28/03/2035
US911365BK93,US911365BK93,"6,5% UNITED RENTALS NORTH AM (2026)",UNITED RENTALS NORTH AM,US Dollar,annually,Fixed,15/12/2026
US22536PAD33,US22536PAD33,"3,25% Credit Agricole S.A. [London Branch] (2024)",Credit Agricole S.A. [London Branch],US Dollar,,Fixed,4/10/2024
US075887BU29,US075887BU29,VAR BECTON DICKINSON (2022),BECTON DICKINSON,US Dollar,annually,Floating Rate Note,6/6/2022
FR0013328218,FR0013328218,"0,25% Compagnie de Financement Foncier (2023)",Compagnie de Financement Foncier,Euro,annually,Fixed,11/4/2023
US00206RDP47,US00206RDP47,"3,8% AT&T Inc. (2024)",AT&T Inc.,US Dollar,,Fixed,1/3/2024
US68389XBW48,US68389XBW48,"3,6% ORACLE CORP (2040)",ORACLE CORP,US Dollar,annually,Fixed,1/4/2040
US931142EE96,US931142EE96,"3,7% Walmart (2028)",Walmart,US Dollar,annually,Fixed,26/06/2028
XS2123970167,XS2123970167,"0,25% VF CORP (2028)",VF CORP,Euro,annually,Fixed,25/02/2028
US00404AAJ88,US00404AAJ88,"5,625% Acadia Healthcare Co. Inc. (2023)",Acadia Healthcare Co. Inc.,US Dollar,annually,Fixed,15/02/2023
DE000A2NB841,DE000A2NB841,0% DZ HYP AG (2034),DZ HYP AG,Euro,annually,Fixed,17/04/2034
CA078149DV00,CA078149DV00,"7,65% Bell Canada (2031)",Bell Canada,Kanadischer Dollar,annually,Fixed,30/12/2031
US912828L658,US912828L658,"1,375% Vereinigte Staaten von Amerika (2020)",Vereinigte Staaten von Amerika,US Dollar,,Fixed,30/09/2020
CA803854JH24,CA803854JH24,"5,6% Saskatchewan, Provinz (2035)","Saskatchewan, Provinz",Kanadischer Dollar,annually,Fixed,5/9/2035
USP1265VAA00,USP1265VAA00,"7,5% Banco GNB Sudameris S.A. (2022)",Banco GNB Sudameris S.A.,US Dollar,annually,Fixed,30/07/2022
PTEDPUOM0024,,"5,375% EDP- Energias de Portugal S.A. (2075)",EDP- Energias de Portugal S.A.,Euro,annually,Fixed,16/09/2075
US606822BR40,US606822BR40,"2,559% Mitsubishi UFJ Financial Group Inc. (2030)",Mitsubishi UFJ Financial Group Inc.,US Dollar,annually,Fixed,25/02/2030
US91086QBB32,US91086QBB32,"4,75% Mexiko, Vereinigte Staaten (2044)","Mexiko, Vereinigte Staaten",US Dollar,annually,Fixed,8/3/2044
US92940PAF18,US92940PAF18,"4,2% WRKCO INC. (2032)",WRKCO INC.,US Dollar,annually,Fixed,1/6/2032
CA13596Z4B88,CA13596Z4B88,"2,97% Canadian Imperial Bk of Comm. (2023)",Canadian Imperial Bk of Comm.,Kanadischer Dollar,,Fixed,11/7/2023
XS1288040055,XS1288040055,"0,25% European Investment Bank (2020)",European Investment Bank,Euro,annually,Fixed,15/10/2020
USL9339WAD13,USL9339WAD13,"5,375% Trinseo Materials Operat.SCA (2025)",Trinseo Materials Operat.SCA,US Dollar,,Fixed,1/9/2025
XS1873973165,XS1873973165,"3,625% Toyota Tsusho Corp. (2023)",Toyota Tsusho Corp.,US Dollar,annually,Fixed,13/09/2023
US29364GAH65,US29364GAH65,4% Entergy Corp. (2022),Entergy Corp.,US Dollar,,Fixed,15/07/2022
DE000LB01XH5,DE000LB01XH5,"3,75% Landesbank Baden-Württemberg (2021)",Landesbank Baden-Württemberg,Euro,,Fixed,13/10/2021
XS1377496457,XS1377496457,"7,875% Inter-American Development Bank (2023)",Inter-American Development Bank,Indonesische Rupiah,,Fixed,14/03/2023
AU3FN0040309,AU3FN0040309,VAR Vodafone Group PLC,Vodafone Group PLC,,annually,Floating Rate Note,-
USG90073AD26,USG90073AD26,"7,25% TRANSOCEAN INC (2025)",TRANSOCEAN INC,US Dollar,annually,Fixed,1/11/2025
US294829AA48,US294829AA48,"4,125% Ericsson LM (2022)",Ericsson LM,US Dollar,annually,Fixed,15/05/2022
EU000A1U9944,EU000A1U9944,"0,5% Europäischer Stabilitäts.(ESM) (2026)",Europäischer Stabilitäts.(ESM),Euro,annually,Fixed,2/3/2026
USG9363BAD22,USG9363BAD22,"5,875% Viking Cruises Ltd. (2027)",Viking Cruises Ltd.,US Dollar,,Fixed,15/09/2027
US06846NAD66,US06846NAD66,7% Bill Barrett Corp. (2022),Bill Barrett Corp.,US Dollar,,Fixed,15/10/2022
BE0002483585,BE0002483585,"0,75% Belfius Bank SA/NV (2025)",Belfius Bank SA/NV,Euro,annually,Fixed,31/12/2025
DE000HLB4BM0,DE000HLB4BM0,"0,1% Landesbank Hessen-Thüringen Girozentrale (2020)",Landesbank Hessen-Thüringen Girozentrale,Euro,,Fixed,14/12/2020
XS1841618421,XS1841618421,"4,25% Bank of the Philippine Islands (2023)",Bank of the Philippine Islands,US Dollar,annually,Fixed,4/9/2023
AU3CB0223816,AU3CB0223816,"3,75% Asian Development Bank (2025)",Asian Development Bank,Australischer Dollar,annually,Fixed,12/3/2025
XS1362319284,XS1362319284,"0,15% Skandinaviska Enskilda Banken (2021)",Skandinaviska Enskilda Banken,Euro,annually,Fixed,11/2/2021
US045167CW12,US045167CW12,2% Asian Development Bank (2025),Asian Development Bank,US Dollar,,Fixed,22/01/2025
US912828YK04,US912828YK04,"1,375% Vereinigte Staaten von Amerika (2022)",Vereinigte Staaten von Amerika,US Dollar,annually,Fixed,15/10/2022
PL0000107454,PL0000107454,"2,71% Polen, Republik (2024)","Polen, Republik",Polnischer Zloty,annually,Fixed,25/01/2024
DE000A14JY54,DE000A14JY54,"0,8% Baden-Württemberg, Land (2028)","Baden-Württemberg, Land",Euro,,Fixed,5/4/2028
XS1577950311,XS1577950311,"7,375% Jordanien, Königreich (2047)","Jordanien, Königreich",US Dollar,annually,Fixed,10/9/2047
US961214EB57,US961214EB57,"3,4136% Westpac Banking Corp. (2024)",Westpac Banking Corp.,US Dollar,annually,Fixed,26/02/2024
FR0013287273,FR0013287273,"1,5% Iliad SA (2024)",Iliad SA,Euro,,Fixed,14/10/2024
US92857WBJ80,US92857WBJ80,"4,125% Vodafone Group PLC (2025)",Vodafone Group PLC,US Dollar,annually,Fixed,30/05/2025
DE000LB0WWS3,DE000LB0WWS3,"3,05% Landesbank Baden-Württemberg (2020)",Landesbank Baden-Württemberg,Euro,annually,Fixed,13/10/2020
US879369AE63,US879369AE63,"4,875% Teleflex Inc. (2026)",Teleflex Inc.,US Dollar,annually,Fixed,1/6/2026
CA866796AD74,CA866796AD74,"5,4% Sun Life Financial Inc. (2042)",Sun Life Financial Inc.,Kanadischer Dollar,annually,Fixed,29/05/2042
DE000HV5LV92,DE000HV5LV92,"3,46% Unicredit Bank AG (2021)",Unicredit Bank AG,Euro,annually,Fixed,20/01/2021
US94974BGH78,US94974BGH78,3% Wells Fargo & Co. (2025),Wells Fargo & Co.,US Dollar,annually,Fixed,19/02/2025
DE000A2G8670,DE000A2G8670,4% PCC SE (2023),PCC SE,Euro,annually,Fixed,1/4/2023
US345397YT41,US345397YT41,"3,815% Ford Motor Credit Co. LLC (2027)",Ford Motor Credit Co. LLC,US Dollar,annually,Fixed,2/11/2027
DE0006501554,DE0006501554,6% MAGNUM AG,MAGNUM AG,Euro,,Fixed,-
DE000HSH6K57,DE000HSH6K57,"0,92% Hamburg Commercial Bank AG (2021)",Hamburg Commercial Bank AG,Euro,annually,Fixed,29/11/2021
CH0338330415,CH0338330415,"0,125% Pfandbriefbank schweizerischer Hypothekarinstitute (2032)",Pfandbriefbank schweizerischer Hypothekarinstitute,Schweizer Franken,,Fixed,23/09/2032
XS0191754729,XS0191754729,"8,625% Gaz Capital S.A. (2034)",Gaz Capital S.A.,US Dollar,annually,Fixed,28/04/2034
